Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm10 (µg/m3)
NL,PM10,µg/m3,2016-01-01 00:00:00 +01:00,296.38833332666667
NL,PM10,µg/m3,2016-01-01 01:00:00 +01:00,195.38374999374997
NL,PM10,µg/m3,2016-01-01 02:00:00 +01:00,127.25374999750002
NL,PM10,µg/m3,2016-01-01 03:00:00 +01:00,71.21624999625
NL,PM10,µg/m3,2016-01-01 04:00:00 +01:00,55.568749996250006
NL,PM10,µg/m3,2016-01-01 05:00:00 +01:00,46.171249993749996
NL,PM10,µg/m3,2016-01-01 06:00:00 +01:00,39.0612499975
NL,PM10,µg/m3,2016-01-01 07:00:00 +01:00,38.94874999625
NL,PM10,µg/m3,2016-01-01 08:00:00 +01:00,36.59624999625
NL,PM10,µg/m3,2016-01-01 09:00:00 +01:00,37.40374999875
NL,PM10,µg/m3,2016-01-01 10:00:00 +01:00,37.63124999750001
NL,PM10,µg/m3,2016-01-01 11:00:00 +01:00,30.001249995
NL,PM10,µg/m3,2016-01-01 12:00:00 +01:00,29.431249995
NL,PM10,µg/m3,2016-01-01 13:00:00 +01:00,22.57374999625
NL,PM10,µg/m3,2016-01-01 14:00:00 +01:00,25.0787499975
NL,PM10,µg/m3,2016-01-01 15:00:00 +01:00,24.98874999625
NL,PM10,µg/m3,2016-01-01 16:00:00 +01:00,25.428749993750003
NL,PM10,µg/m3,2016-01-01 17:00:00 +01:00,25.33124999625
NL,PM10,µg/m3,2016-01-01 18:00:00 +01:00,28.92124999625
NL,PM10,µg/m3,2016-01-01 19:00:00 +01:00,26.661249995000002
NL,PM10,µg/m3,2016-01-01 20:00:00 +01:00,39.84874999625
NL,PM10,µg/m3,2016-01-01 21:00:00 +01:00,42.893749995
NL,PM10,µg/m3,2016-01-01 22:00:00 +01:00,34.92874999875
NL,PM10,µg/m3,2016-01-01 23:00:00 +01:00,27.266250000000003
NL,PM10,µg/m3,2016-01-02 00:00:00 +01:00,24.736249995
NL,PM10,µg/m3,2016-01-02 01:00:00 +01:00,19.2837499975
NL,PM10,µg/m3,2016-01-02 02:00:00 +01:00,18.631249995
NL,PM10,µg/m3,2016-01-02 03:00:00 +01:00,18.069999997142855
NL,PM10,µg/m3,2016-01-02 04:00:00 +01:00,17.593749995
NL,PM10,µg/m3,2016-01-02 05:00:00 +01:00,19.8662499975
NL,PM10,µg/m3,2016-01-02 06:00:00 +01:00,16.4762499975
NL,PM10,µg/m3,2016-01-02 07:00:00 +01:00,17.198749995
NL,PM10,µg/m3,2016-01-02 08:00:00 +01:00,18.96874999625
NL,PM10,µg/m3,2016-01-02 09:00:00 +01:00,20.531249996249997
NL,PM10,µg/m3,2016-01-02 10:00:00 +01:00,20.623749996249998
NL,PM10,µg/m3,2016-01-02 11:00:00 +01:00,22.5787499925
NL,PM10,µg/m3,2016-01-02 12:00:00 +01:00,18.8537499975
NL,PM10,µg/m3,2016-01-02 13:00:00 +01:00,16.063749993749997
NL,PM10,µg/m3,2016-01-02 14:00:00 +01:00,16.5487499975
NL,PM10,µg/m3,2016-01-02 15:00:00 +01:00,19.146249997500004
NL,PM10,µg/m3,2016-01-02 16:00:00 +01:00,18.77124999625
NL,PM10,µg/m3,2016-01-02 17:00:00 +01:00,19.481249995
NL,PM10,µg/m3,2016-01-02 18:00:00 +01:00,18.13874999625
NL,PM10,µg/m3,2016-01-02 19:00:00 +01:00,18.683749995000003
NL,PM10,µg/m3,2016-01-02 20:00:00 +01:00,17.30874999625
