Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm25 (µg/m3)
IT,PM2.5,µg/m3,2015-01-01 00:00:00 +01:00,14.714285714285714
IT,PM2.5,µg/m3,2015-01-02 00:00:00 +01:00,33.285714285714285
IT,PM2.5,µg/m3,2015-01-03 00:00:00 +01:00,51.142857142857146
IT,PM2.5,µg/m3,2015-01-04 00:00:00 +01:00,13.714285714285714
IT,PM2.5,µg/m3,2015-01-05 00:00:00 +01:00,17.714285714285715
IT,PM2.5,µg/m3,2015-01-06 00:00:00 +01:00,32.42857142857143
IT,PM2.5,µg/m3,2015-01-07 00:00:00 +01:00,37.285714285714285
IT,PM2.5,µg/m3,2015-01-08 00:00:00 +01:00,49.57142857142857
IT,PM2.5,µg/m3,2015-01-09 00:00:00 +01:00,38.42857142857143
IT,PM2.5,µg/m3,2015-01-10 00:00:00 +01:00,29.0
IT,PM2.5,µg/m3,2015-01-11 00:00:00 +01:00,26.428571428571427
IT,PM2.5,µg/m3,2015-01-12 00:00:00 +01:00,22.0
IT,PM2.5,µg/m3,2015-01-13 00:00:00 +01:00,38.0
IT,PM2.5,µg/m3,2015-01-14 00:00:00 +01:00,38.857142857142854
IT,PM2.5,µg/m3,2015-01-15 00:00:00 +01:00,35.714285714285715
IT,PM2.5,µg/m3,2015-01-16 00:00:00 +01:00,27.714285714285715
IT,PM2.5,µg/m3,2015-01-17 00:00:00 +01:00,15.285714285714286
IT,PM2.5,µg/m3,2015-01-18 00:00:00 +01:00,21.857142857142858
IT,PM2.5,µg/m3,2015-01-19 00:00:00 +01:00,20.166666666666668
IT,PM2.5,µg/m3,2015-01-20 00:00:00 +01:00,16.6
IT,PM2.5,µg/m3,2015-01-21 00:00:00 +01:00,14.857142857142858
IT,PM2.5,µg/m3,2015-01-22 00:00:00 +01:00,11.857142857142858
IT,PM2.5,µg/m3,2015-01-23 00:00:00 +01:00,7.285714285714286
IT,PM2.5,µg/m3,2015-01-24 00:00:00 +01:00,7.5
IT,PM2.5,µg/m3,2015-01-25 00:00:00 +01:00,7.857142857142857
IT,PM2.5,µg/m3,2015-01-26 00:00:00 +01:00,9.285714285714286
IT,PM2.5,µg/m3,2015-01-27 00:00:00 +01:00,15.285714285714286
IT,PM2.5,µg/m3,2015-01-28 00:00:00 +01:00,11.166666666666666
IT,PM2.5,µg/m3,2015-01-29 00:00:00 +01:00,19.285714285714285
IT,PM2.5,µg/m3,2015-01-30 00:00:00 +01:00,8.5
IT,PM2.5,µg/m3,2015-01-31 00:00:00 +01:00,14.142857142857142
IT,PM2.5,µg/m3,2015-02-01 00:00:00 +01:00,13.833333333333334
IT,PM2.5,µg/m3,2015-02-02 00:00:00 +01:00,15.285714285714286
IT,PM2.5,µg/m3,2015-02-03 00:00:00 +01:00,14.714285714285714
IT,PM2.5,µg/m3,2015-02-04 00:00:00 +01:00,8.285714285714286
IT,PM2.5,µg/m3,2015-02-05 00:00:00 +01:00,12.142857142857142
IT,PM2.5,µg/m3,2015-02-06 00:00:00 +01:00,16.0
IT,PM2.5,µg/m3,2015-02-07 00:00:00 +01:00,20.714285714285715
IT,PM2.5,µg/m3,2015-02-08 00:00:00 +01:00,15.428571428571429
IT,PM2.5,µg/m3,2015-02-09 00:00:00 +01:00,8.428571428571429
IT,PM2.5,µg/m3,2015-02-10 00:00:00 +01:00,17.428571428571427
IT,PM2.5,µg/m3,2015-02-11 00:00:00 +01:00,24.571428571428573
IT,PM2.5,µg/m3,2015-02-12 00:00:00 +01:00,29.571428571428573
IT,PM2.5,µg/m3,2015-02-13 00:00:00 +01:00,35.285714285714285
IT,PM2.5,µg/m3,2015-02-14 00:00:00 +01:00,35.142857142857146
IT,PM2.5,µg/m3,2015-02-15 00:00:00 +01:00,19.5
IT,PM2.5,µg/m3,2015-02-16 00:00:00 +01:00,14.333333333333334
IT,PM2.5,µg/m3,2015-02-17 00:00:00 +01:00,16.857142857142858
IT,PM2.5,µg/m3,2015-02-18 00:00:00 +01:00,22.5
IT,PM2.5,µg/m3,2015-02-19 00:00:00 +01:00,24.142857142857142
IT,PM2.5,µg/m3,2015-02-20 00:00:00 +01:00,34.166666666666664
IT,PM2.5,µg/m3,2015-02-21 00:00:00 +01:00,23.833333333333332
IT,PM2.5,µg/m3,2015-02-22 00:00:00 +01:00,7.6
IT,PM2.5,µg/m3,2015-02-23 00:00:00 +01:00,7.333333333333333
IT,PM2.5,µg/m3,2015-02-24 00:00:00 +01:00,9.142857142857142
IT,PM2.5,µg/m3,2015-02-25 00:00:00 +01:00,10.857142857142858
IT,PM2.5,µg/m3,2015-02-26 00:00:00 +01:00,11.857142857142858
IT,PM2.5,µg/m3,2015-02-27 00:00:00 +01:00,16.142857142857142
IT,PM2.5,µg/m3,2015-02-28 00:00:00 +01:00,26.857142857142858
IT,PM2.5,µg/m3,2015-03-01 00:00:00 +01:00,30.428571428571427
IT,PM2.5,µg/m3,2015-03-02 00:00:00 +01:00,12.428571428571429
IT,PM2.5,µg/m3,2015-03-03 00:00:00 +01:00,24.0
IT,PM2.5,µg/m3,2015-03-04 00:00:00 +01:00,18.0
IT,PM2.5,µg/m3,2015-03-05 00:00:00 +01:00,4.666666666666667
IT,PM2.5,µg/m3,2015-03-06 00:00:00 +01:00,7.428571428571429
IT,PM2.5,µg/m3,2015-03-07 00:00:00 +01:00,9.571428571428571
IT,PM2.5,µg/m3,2015-03-08 00:00:00 +01:00,16.142857142857142
IT,PM2.5,µg/m3,2015-03-09 00:00:00 +01:00,20.0
IT,PM2.5,µg/m3,2015-03-10 00:00:00 +01:00,29.0
IT,PM2.5,µg/m3,2015-03-11 00:00:00 +01:00,36.142857142857146
IT,PM2.5,µg/m3,2015-03-12 00:00:00 +01:00,19.428571428571427
IT,PM2.5,µg/m3,2015-03-13 00:00:00 +01:00,18.285714285714285
IT,PM2.5,µg/m3,2015-03-14 00:00:00 +01:00,31.285714285714285
IT,PM2.5,µg/m3,2015-03-15 00:00:00 +01:00,28.142857142857142
IT,PM2.5,µg/m3,2015-03-16 00:00:00 +01:00,20.166666666666668
IT,PM2.5,µg/m3,2015-03-17 00:00:00 +01:00,19.285714285714285
IT,PM2.5,µg/m3,2015-03-18 00:00:00 +01:00,22.0
IT,PM2.5,µg/m3,2015-03-19 00:00:00 +01:00,30.142857142857142
IT,PM2.5,µg/m3,2015-03-20 00:00:00 +01:00,35.0
