Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean no2 (µg/m3)
FR,NO2,µg/m3,2020-01-01 00:00:00 +01:00,50.08571428571428
FR,NO2,µg/m3,2020-01-01 01:00:00 +01:00,43.25238095238095
FR,NO2,µg/m3,2020-01-01 02:00:00 +01:00,36.090476190476195
FR,NO2,µg/m3,2020-01-01 03:00:00 +01:00,32.385714285714286
FR,NO2,µg/m3,2020-01-01 04:00:00 +01:00,32.614285714285714
FR,NO2,µg/m3,2020-01-01 05:00:00 +01:00,33.75238095238095
FR,NO2,µg/m3,2020-01-01 06:00:00 +01:00,35.16666666666667
FR,NO2,µg/m3,2020-01-01 07:00:00 +01:00,36.357142857142854
FR,NO2,µg/m3,2020-01-01 08:00:00 +01:00,29.914285714285718
FR,NO2,µg/m3,2020-01-01 09:00:00 +01:00,26.323809523809523
FR,NO2,µg/m3,2020-01-01 10:00:00 +01:00,25.20952380952381
FR,NO2,µg/m3,2020-01-01 11:00:00 +01:00,27.485714285714288
FR,NO2,µg/m3,2020-01-01 12:00:00 +01:00,30.40952380952381
FR,NO2,µg/m3,2020-01-01 13:00:00 +01:00,31.0
FR,NO2,µg/m3,2020-01-01 14:00:00 +01:00,31.238095238095244
FR,NO2,µg/m3,2020-01-01 15:00:00 +01:00,32.99047619047619
FR,NO2,µg/m3,2020-01-01 16:00:00 +01:00,33.314285714285724
FR,NO2,µg/m3,2020-01-01 17:00:00 +01:00,36.609523809523814
FR,NO2,µg/m3,2020-01-01 18:00:00 +01:00,36.771428571428565
FR,NO2,µg/m3,2020-01-01 19:00:00 +01:00,35.13809523809524
FR,NO2,µg/m3,2020-01-01 20:00:00 +01:00,34.857142857142854
FR,NO2,µg/m3,2020-01-01 21:00:00 +01:00,31.780952380952375
FR,NO2,µg/m3,2020-01-01 22:00:00 +01:00,29.5047619047619
FR,NO2,µg/m3,2020-01-01 23:00:00 +01:00,27.45714285714286
FR,NO2,µg/m3,2020-01-02 00:00:00 +01:00,25.204761904761902
FR,NO2,µg/m3,2020-01-02 01:00:00 +01:00,23.09523809523809
FR,NO2,µg/m3,2020-01-02 02:00:00 +01:00,22.014285714285716
FR,NO2,µg/m3,2020-01-02 03:00:00 +01:00,21.838095238095242
FR,NO2,µg/m3,2020-01-02 04:00:00 +01:00,23.166666666666668
FR,NO2,µg/m3,2020-01-02 05:00:00 +01:00,27.276190476190475
FR,NO2,µg/m3,2020-01-02 06:00:00 +01:00,33.84285714285714
FR,NO2,µg/m3,2020-01-02 07:00:00 +01:00,39.58571428571428
FR,NO2,µg/m3,2020-01-02 08:00:00 +01:00,42.88095238095239
