Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean no2 (µg/m3)
ES,NO2,µg/m3,2020-01-01 00:00:00 +01:00,67.43478260869566
ES,NO2,µg/m3,2020-01-01 01:00:00 +01:00,63.47826086956522
ES,NO2,µg/m3,2020-01-01 02:00:00 +01:00,61.34782608695652
ES,NO2,µg/m3,2020-01-01 03:00:00 +01:00,54.130434782608695
ES,NO2,µg/m3,2020-01-01 04:00:00 +01:00,47.30434782608695
ES,NO2,µg/m3,2020-01-01 05:00:00 +01:00,43.0
ES,NO2,µg/m3,2020-01-01 06:00:00 +01:00,42.91304347826087
ES,NO2,µg/m3,2020-01-01 07:00:00 +01:00,41.26086956521739
ES,NO2,µg/m3,2020-01-01 08:00:00 +01:00,40.26086956521739
ES,NO2,µg/m3,2020-01-01 09:00:00 +01:00,36.47826086956522
ES,NO2,µg/m3,2020-01-01 10:00:00 +01:00,32.43478260869565
ES,NO2,µg/m3,2020-01-01 11:00:00 +01:00,36.43478260869565
ES,NO2,µg/m3,2020-01-01 12:00:00 +01:00,41.608695652173914
ES,NO2,µg/m3,2020-01-01 13:00:00 +01:00,51.91304347826087
ES,NO2,µg/m3,2020-01-01 14:00:00 +01:00,57.95652173913044
ES,NO2,µg/m3,2020-01-01 15:00:00 +01:00,60.47826086956522
ES,NO2,µg/m3,2020-01-01 16:00:00 +01:00,64.34782608695652
ES,NO2,µg/m3,2020-01-01 17:00:00 +01:00,71.30434782608695
ES,NO2,µg/m3,2020-01-01 18:00:00 +01:00,81.56521739130434
ES,NO2,µg/m3,2020-01-01 19:00:00 +01:00,92.56521739130434
ES,NO2,µg/m3,2020-01-01 20:00:00 +01:00,103.43478260869566
ES,NO2,µg/m3,2020-01-01 21:00:00 +01:00,100.3913043478261
ES,NO2,µg/m3,2020-01-01 22:00:00 +01:00,93.6086956521739
ES,NO2,µg/m3,2020-01-01 23:00:00 +01:00,82.1304347826087
ES,NO2,µg/m3,2020-01-02 00:00:00 +01:00,67.95652173913044
ES,NO2,µg/m3,2020-01-02 01:00:00 +01:00,53.65217391304348
ES,NO2,µg/m3,2020-01-02 02:00:00 +01:00,39.30434782608695
ES,NO2,µg/m3,2020-01-02 03:00:00 +01:00,33.91304347826087
ES,NO2,µg/m3,2020-01-02 04:00:00 +01:00,33.130434782608695
ES,NO2,µg/m3,2020-01-02 05:00:00 +01:00,33.78260869565217
ES,NO2,µg/m3,2020-01-02 06:00:00 +01:00,40.69565217391305
ES,NO2,µg/m3,2020-01-02 07:00:00 +01:00,49.391304347826086
ES,NO2,µg/m3,2020-01-02 08:00:00 +01:00,56.82608695652174
ES,NO2,µg/m3,2020-01-02 09:00:00 +01:00,56.391304347826086
ES,NO2,µg/m3,2020-01-02 10:00:00 +01:00,52.65217391304348
ES,NO2,µg/m3,2020-01-02 11:00:00 +01:00,55.869565217391305
ES,NO2,µg/m3,2020-01-02 12:00:00 +01:00,58.81818181818182
ES,NO2,µg/m3,2020-01-02 13:00:00 +01:00,63.30434782608695
ES,NO2,µg/m3,2020-01-02 14:00:00 +01:00,66.27272727272727
ES,NO2,µg/m3,2020-01-02 15:00:00 +01:00,67.6086956521739
ES,NO2,µg/m3,2020-01-02 16:00:00 +01:00,66.47826086956522
ES,NO2,µg/m3,2020-01-02 17:00:00 +01:00,77.0
ES,NO2,µg/m3,2020-01-02 18:00:00 +01:00,92.63636363636364
ES,NO2,µg/m3,2020-01-02 19:00:00 +01:00,106.4090909090909
ES,NO2,µg/m3,2020-01-02 20:00:00 +01:00,115.54545454545455
ES,NO2,µg/m3,2020-01-02 21:00:00 +01:00,111.0909090909091
ES,NO2,µg/m3,2020-01-02 22:00:00 +01:00,103.36363636363636
ES,NO2,µg/m3,2020-01-02 23:00:00 +01:00,94.77272727272727
ES,NO2,µg/m3,2020-01-03 00:00:00 +01:00,88.65217391304348
ES,NO2,µg/m3,2020-01-03 01:00:00 +01:00,73.6086956521739
ES,NO2,µg/m3,2020-01-03 02:00:00 +01:00,58.69565217391305
ES,NO2,µg/m3,2020-01-03 03:00:00 +01:00,51.91304347826087
ES,NO2,µg/m3,2020-01-03 04:00:00 +01:00,44.91304347826087
ES,NO2,µg/m3,2020-01-03 05:00:00 +01:00,42.65217391304348
ES,NO2,µg/m3,2020-01-03 06:00:00 +01:00,47.34782608695652
ES,NO2,µg/m3,2020-01-03 07:00:00 +01:00,56.0
ES,NO2,µg/m3,2020-01-03 08:00:00 +01:00,62.52173913043478
ES,NO2,µg/m3,2020-01-03 09:00:00 +01:00,57.0
ES,NO2,µg/m3,2020-01-03 10:00:00 +01:00,55.0
ES,NO2,µg/m3,2020-01-03 11:00:00 +01:00,60.130434782608695
ES,NO2,µg/m3,2020-01-03 12:00:00 +01:00,63.69565217391305
ES,NO2,µg/m3,2020-01-03 13:00:00 +01:00,66.65217391304348
