Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
GB,O3,µg/m3,2013-01-01 01:00:00 +01:00,45.352282857142846
GB,O3,µg/m3,2013-01-01 02:00:00 +01:00,42.9186925
GB,O3,µg/m3,2013-01-01 03:00:00 +01:00,58.02379375
GB,O3,µg/m3,2013-01-01 04:00:00 +01:00,50.8321
GB,O3,µg/m3,2013-01-01 05:00:00 +01:00,50.326440000000005
GB,O3,µg/m3,2013-01-01 06:00:00 +01:00,45.5746175
GB,O3,µg/m3,2013-01-01 07:00:00 +01:00,42.888155
GB,O3,µg/m3,2013-01-01 08:00:00 +01:00,35.2959725
GB,O3,µg/m3,2013-01-01 09:00:00 +01:00,32.37512125
GB,O3,µg/m3,2013-01-01 10:00:00 +01:00,36.955565
GB,O3,µg/m3,2013-01-01 11:00:00 +01:00,43.095458750000006
GB,O3,µg/m3,2013-01-01 12:00:00 +01:00,48.615005000000004
GB,O3,µg/m3,2013-01-01 13:00:00 +01:00,51.575498749999994
GB,O3,µg/m3,2013-01-01 14:00:00 +01:00,53.335955
GB,O3,µg/m3,2013-01-01 15:00:00 +01:00,52.638646249999994
GB,O3,µg/m3,2013-01-01 16:00:00 +01:00,42.77365125
GB,O3,µg/m3,2013-01-01 17:00:00 +01:00,26.90091375
GB,O3,µg/m3,2013-01-01 18:00:00 +01:00,23.723385
GB,O3,µg/m3,2013-01-01 19:00:00 +01:00,23.805832499999998
GB,O3,µg/m3,2013-01-01 20:00:00 +01:00,25.81251
GB,O3,µg/m3,2013-01-01 21:00:00 +01:00,23.2403025
GB,O3,µg/m3,2013-01-01 22:00:00 +01:00,20.3291975
GB,O3,µg/m3,2013-01-01 23:00:00 +01:00,19.42253
GB,O3,µg/m3,2013-01-02 00:00:00 +01:00,20.62893
GB,O3,µg/m3,2013-01-02 01:00:00 +01:00,22.34111125
GB,O3,µg/m3,2013-01-02 02:00:00 +01:00,27.129215
GB,O3,µg/m3,2013-01-02 03:00:00 +01:00,27.76
GB,O3,µg/m3,2013-01-02 04:00:00 +01:00,26.22131625
GB,O3,µg/m3,2013-01-02 05:00:00 +01:00,22.87371625
GB,O3,µg/m3,2013-01-02 06:00:00 +01:00,19.92962375
GB,O3,µg/m3,2013-01-02 07:00:00 +01:00,12.952156249999998
GB,O3,µg/m3,2013-01-02 08:00:00 +01:00,7.625133749999999
GB,O3,µg/m3,2013-01-02 09:00:00 +01:00,5.806055
GB,O3,µg/m3,2013-01-02 10:00:00 +01:00,6.829162499999999
GB,O3,µg/m3,2013-01-02 11:00:00 +01:00,9.43673
GB,O3,µg/m3,2013-01-02 12:00:00 +01:00,10.333549999999999
GB,O3,µg/m3,2013-01-02 13:00:00 +01:00,14.93613125
GB,O3,µg/m3,2013-01-02 14:00:00 +01:00,20.407104285714286
GB,O3,µg/m3,2013-01-02 15:00:00 +01:00,21.78344375
GB,O3,µg/m3,2013-01-02 16:00:00 +01:00,19.236410000000003
GB,O3,µg/m3,2013-01-02 17:00:00 +01:00,15.837107499999998
GB,O3,µg/m3,2013-01-02 18:00:00 +01:00,14.927836249999999
GB,O3,µg/m3,2013-01-02 19:00:00 +01:00,19.16370875
GB,O3,µg/m3,2013-01-02 20:00:00 +01:00,21.50691125
GB,O3,µg/m3,2013-01-02 21:00:00 +01:00,24.194745
GB,O3,µg/m3,2013-01-02 22:00:00 +01:00,26.714628750000003
GB,O3,µg/m3,2013-01-02 23:00:00 +01:00,20.629241249999996
GB,O3,µg/m3,2013-01-03 00:00:00 +01:00,24.2890425
GB,O3,µg/m3,2013-01-03 01:00:00 +01:00,32.0428775
GB,O3,µg/m3,2013-01-03 02:00:00 +01:00,35.807515714285714
GB,O3,µg/m3,2013-01-03 03:00:00 +01:00,40.13545285714286
GB,O3,µg/m3,2013-01-03 04:00:00 +01:00,40.249207142857145
GB,O3,µg/m3,2013-01-03 05:00:00 +01:00,37.18174714285715
GB,O3,µg/m3,2013-01-03 06:00:00 +01:00,33.33916714285714
GB,O3,µg/m3,2013-01-03 07:00:00 +01:00,28.067169999999997
GB,O3,µg/m3,2013-01-03 08:00:00 +01:00,21.817634285714288
GB,O3,µg/m3,2013-01-03 09:00:00 +01:00,17.627947142857145
GB,O3,µg/m3,2013-01-03 10:00:00 +01:00,20.439532857142858
GB,O3,µg/m3,2013-01-03 11:00:00 +01:00,22.60593857142857
GB,O3,µg/m3,2013-01-03 12:00:00 +01:00,24.886451428571426
GB,O3,µg/m3,2013-01-03 13:00:00 +01:00,25.749948571428572
GB,O3,µg/m3,2013-01-03 14:00:00 +01:00,27.563257142857143
GB,O3,µg/m3,2013-01-03 15:00:00 +01:00,25.70647142857143
GB,O3,µg/m3,2013-01-03 16:00:00 +01:00,20.694127142857145
GB,O3,µg/m3,2013-01-03 17:00:00 +01:00,14.083371428571429
GB,O3,µg/m3,2013-01-03 18:00:00 +01:00,13.018664285714284
GB,O3,µg/m3,2013-01-03 19:00:00 +01:00,17.740277142857146
GB,O3,µg/m3,2013-01-03 20:00:00 +01:00,21.930248571428567
GB,O3,µg/m3,2013-01-03 21:00:00 +01:00,25.868194285714285
