Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm25 (µg/m3)
PT,PM2.5,µg/m3,2020-01-01 00:00:00 +01:00,71.7
PT,PM2.5,µg/m3,2020-01-01 01:00:00 +01:00,71.65
PT,PM2.5,µg/m3,2020-01-01 02:00:00 +01:00,72.0
PT,PM2.5,µg/m3,2020-01-01 03:00:00 +01:00,69.15
PT,PM2.5,µg/m3,2020-01-01 04:00:00 +01:00,64.1
PT,PM2.5,µg/m3,2020-01-01 05:00:00 +01:00,58.2
PT,PM2.5,µg/m3,2020-01-01 06:00:00 +01:00,53.150000000000006
PT,PM2.5,µg/m3,2020-01-01 07:00:00 +01:00,50.8
PT,PM2.5,µg/m3,2020-01-01 08:00:00 +01:00,46.150000000000006
PT,PM2.5,µg/m3,2020-01-01 09:00:00 +01:00,42.5
PT,PM2.5,µg/m3,2020-01-01 10:00:00 +01:00,40.7
PT,PM2.5,µg/m3,2020-01-01 11:00:00 +01:00,41.8
PT,PM2.5,µg/m3,2020-01-01 12:00:00 +01:00,37.1
PT,PM2.5,µg/m3,2020-01-01 13:00:00 +01:00,35.3
PT,PM2.5,µg/m3,2020-01-01 14:00:00 +01:00,33.55
PT,PM2.5,µg/m3,2020-01-01 15:00:00 +01:00,31.6
PT,PM2.5,µg/m3,2020-01-01 16:00:00 +01:00,29.85
PT,PM2.5,µg/m3,2020-01-01 17:00:00 +01:00,28.3
PT,PM2.5,µg/m3,2020-01-01 18:00:00 +01:00,27.8
PT,PM2.5,µg/m3,2020-01-01 19:00:00 +01:00,29.7
PT,PM2.5,µg/m3,2020-01-01 20:00:00 +01:00,34.599999999999994
PT,PM2.5,µg/m3,2020-01-01 21:00:00 +01:00,41.95
PT,PM2.5,µg/m3,2020-01-01 22:00:00 +01:00,48.55
PT,PM2.5,µg/m3,2020-01-01 23:00:00 +01:00,51.85
PT,PM2.5,µg/m3,2020-01-02 00:00:00 +01:00,52.3
PT,PM2.5,µg/m3,2020-01-02 01:00:00 +01:00,55.849999999999994
PT,PM2.5,µg/m3,2020-01-02 02:00:00 +01:00,58.2
PT,PM2.5,µg/m3,2020-01-02 03:00:00 +01:00,55.3
PT,PM2.5,µg/m3,2020-01-02 04:00:00 +01:00,53.3
PT,PM2.5,µg/m3,2020-01-02 05:00:00 +01:00,48.75
PT,PM2.5,µg/m3,2020-01-02 06:00:00 +01:00,45.35
PT,PM2.5,µg/m3,2020-01-02 07:00:00 +01:00,41.05
PT,PM2.5,µg/m3,2020-01-02 08:00:00 +01:00,37.75
PT,PM2.5,µg/m3,2020-01-02 09:00:00 +01:00,37.7
PT,PM2.5,µg/m3,2020-01-02 10:00:00 +01:00,34.95
PT,PM2.5,µg/m3,2020-01-02 11:00:00 +01:00,31.3
PT,PM2.5,µg/m3,2020-01-02 12:00:00 +01:00,27.85
PT,PM2.5,µg/m3,2020-01-02 13:00:00 +01:00,27.6
PT,PM2.5,µg/m3,2020-01-02 14:00:00 +01:00,27.25
PT,PM2.5,µg/m3,2020-01-02 15:00:00 +01:00,26.9
PT,PM2.5,µg/m3,2020-01-02 16:00:00 +01:00,26.3
PT,PM2.5,µg/m3,2020-01-02 17:00:00 +01:00,23.4
PT,PM2.5,µg/m3,2020-01-02 18:00:00 +01:00,22.9
PT,PM2.5,µg/m3,2020-01-02 19:00:00 +01:00,27.650000000000002
PT,PM2.5,µg/m3,2020-01-02 20:00:00 +01:00,28.15
PT,PM2.5,µg/m3,2020-01-02 21:00:00 +01:00,25.9
PT,PM2.5,µg/m3,2020-01-02 22:00:00 +01:00,27.0
PT,PM2.5,µg/m3,2020-01-02 23:00:00 +01:00,28.05
PT,PM2.5,µg/m3,2020-01-03 00:00:00 +01:00,25.599999999999998
PT,PM2.5,µg/m3,2020-01-03 01:00:00 +01:00,26.15
PT,PM2.5,µg/m3,2020-01-03 02:00:00 +01:00,26.049999999999997
PT,PM2.5,µg/m3,2020-01-03 03:00:00 +01:00,26.849999999999998
PT,PM2.5,µg/m3,2020-01-03 04:00:00 +01:00,28.650000000000002
PT,PM2.5,µg/m3,2020-01-03 05:00:00 +01:00,26.85
PT,PM2.5,µg/m3,2020-01-03 06:00:00 +01:00,27.95
PT,PM2.5,µg/m3,2020-01-03 07:00:00 +01:00,31.5
PT,PM2.5,µg/m3,2020-01-03 08:00:00 +01:00,33.4
PT,PM2.5,µg/m3,2020-01-03 09:00:00 +01:00,32.6
PT,PM2.5,µg/m3,2020-01-03 10:00:00 +01:00,31.35
PT,PM2.5,µg/m3,2020-01-03 11:00:00 +01:00,29.2
PT,PM2.5,µg/m3,2020-01-03 12:00:00 +01:00,26.75
PT,PM2.5,µg/m3,2020-01-03 13:00:00 +01:00,30.6
PT,PM2.5,µg/m3,2020-01-03 14:00:00 +01:00,28.1
PT,PM2.5,µg/m3,2020-01-03 15:00:00 +01:00,21.5
PT,PM2.5,µg/m3,2020-01-03 16:00:00 +01:00,19.7
PT,PM2.5,µg/m3,2020-01-03 17:00:00 +01:00,19.549999999999997
PT,PM2.5,µg/m3,2020-01-03 18:00:00 +01:00,19.049999999999997
PT,PM2.5,µg/m3,2020-01-03 19:00:00 +01:00,18.7
PT,PM2.5,µg/m3,2020-01-03 20:00:00 +01:00,20.95
PT,PM2.5,µg/m3,2020-01-03 21:00:00 +01:00,23.65
PT,PM2.5,µg/m3,2020-01-03 22:00:00 +01:00,22.35
PT,PM2.5,µg/m3,2020-01-03 23:00:00 +01:00,22.05
PT,PM2.5,µg/m3,2020-01-04 00:00:00 +01:00,20.950000000000003
PT,PM2.5,µg/m3,2020-01-04 01:00:00 +01:00,17.55
PT,PM2.5,µg/m3,2020-01-04 02:00:00 +01:00,16.45
PT,PM2.5,µg/m3,2020-01-04 03:00:00 +01:00,17.0
