Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm25 (µg/m3)
FR,PM2.5,µg/m3,2016-01-01 00:00:00 +01:00,20.101666666666667
FR,PM2.5,µg/m3,2016-01-01 01:00:00 +01:00,14.77833333
FR,PM2.5,µg/m3,2016-01-01 02:00:00 +01:00,14.164999991666667
FR,PM2.5,µg/m3,2016-01-01 03:00:00 +01:00,15.181666665
FR,PM2.5,µg/m3,2016-01-01 04:00:00 +01:00,16.026666663333334
FR,PM2.5,µg/m3,2016-01-01 05:00:00 +01:00,14.711666663333332
FR,PM2.5,µg/m3,2016-01-01 06:00:00 +01:00,15.696666665000002
FR,PM2.5,µg/m3,2016-01-01 07:00:00 +01:00,14.948333331666669
FR,PM2.5,µg/m3,2016-01-01 08:00:00 +01:00,15.643333328333332
FR,PM2.5,µg/m3,2016-01-01 09:00:00 +01:00,14.256666665000003
FR,PM2.5,µg/m3,2016-01-01 10:00:00 +01:00,13.576666663333334
FR,PM2.5,µg/m3,2016-01-01 11:00:00 +01:00,14.596666666666664
FR,PM2.5,µg/m3,2016-01-01 12:00:00 +01:00,12.376666663333333
FR,PM2.5,µg/m3,2016-01-01 13:00:00 +01:00,10.806666661666666
FR,PM2.5,µg/m3,2016-01-01 14:00:00 +01:00,12.644999996666668
FR,PM2.5,µg/m3,2016-01-01 15:00:00 +01:00,12.885
FR,PM2.5,µg/m3,2016-01-01 16:00:00 +01:00,15.754999994999999
FR,PM2.5,µg/m3,2016-01-01 17:00:00 +01:00,12.469999996666667
FR,PM2.5,µg/m3,2016-01-01 18:00:00 +01:00,11.758333326666666
FR,PM2.5,µg/m3,2016-01-01 19:00:00 +01:00,11.776666665
FR,PM2.5,µg/m3,2016-01-01 20:00:00 +01:00,9.326666658333334
FR,PM2.5,µg/m3,2016-01-01 21:00:00 +01:00,10.098333331666668
FR,PM2.5,µg/m3,2016-01-01 22:00:00 +01:00,11.988333326666668
FR,PM2.5,µg/m3,2016-01-01 23:00:00 +01:00,12.374999995000001
FR,PM2.5,µg/m3,2016-01-02 00:00:00 +01:00,10.435
FR,PM2.5,µg/m3,2016-01-02 01:00:00 +01:00,8.506666661666666
FR,PM2.5,µg/m3,2016-01-02 02:00:00 +01:00,9.200000000000001
FR,PM2.5,µg/m3,2016-01-02 03:00:00 +01:00,8.694999996666667
FR,PM2.5,µg/m3,2016-01-02 04:00:00 +01:00,9.756666663333334
FR,PM2.5,µg/m3,2016-01-02 05:00:00 +01:00,9.511666663333333
FR,PM2.5,µg/m3,2016-01-02 06:00:00 +01:00,10.24333333
FR,PM2.5,µg/m3,2016-01-02 07:00:00 +01:00,10.739999995
FR,PM2.5,µg/m3,2016-01-02 08:00:00 +01:00,8.556666658333334
FR,PM2.5,µg/m3,2016-01-02 09:00:00 +01:00,7.989999998333334
