Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
ES,O3,µg/m3,2019-01-01 01:00:00 +01:00,5.876923076923077
ES,O3,µg/m3,2019-01-01 02:00:00 +01:00,5.3307692307692305
ES,O3,µg/m3,2019-01-01 03:00:00 +01:00,5.133846153846155
ES,O3,µg/m3,2019-01-01 04:00:00 +01:00,6.03923076923077
ES,O3,µg/m3,2019-01-01 05:00:00 +01:00,8.396153846153846
ES,O3,µg/m3,2019-01-01 06:00:00 +01:00,6.533846153846152
ES,O3,µg/m3,2019-01-01 07:00:00 +01:00,6.756153846153846
ES,O3,µg/m3,2019-01-01 08:00:00 +01:00,7.21
ES,O3,µg/m3,2019-01-01 09:00:00 +01:00,10.02
ES,O3,µg/m3,2019-01-01 10:00:00 +01:00,17.56923076923077
ES,O3,µg/m3,2019-01-01 11:00:00 +01:00,25.30538461538462
ES,O3,µg/m3,2019-01-01 12:00:00 +01:00,31.35615384615384
ES,O3,µg/m3,2019-01-01 13:00:00 +01:00,32.46307692307692
ES,O3,µg/m3,2019-01-01 14:00:00 +01:00,33.723076923076924
ES,O3,µg/m3,2019-01-01 15:00:00 +01:00,32.98846153846154
ES,O3,µg/m3,2019-01-01 16:00:00 +01:00,29.49923076923076
ES,O3,µg/m3,2019-01-01 17:00:00 +01:00,17.31
ES,O3,µg/m3,2019-01-01 18:00:00 +01:00,5.153846153846155
ES,O3,µg/m3,2019-01-01 19:00:00 +01:00,3.7223076923076936
ES,O3,µg/m3,2019-01-01 20:00:00 +01:00,3.2892307692307696
ES,O3,µg/m3,2019-01-01 21:00:00 +01:00,3.4130769230769236
ES,O3,µg/m3,2019-01-01 22:00:00 +01:00,3.096923076923077
ES,O3,µg/m3,2019-01-01 23:00:00 +01:00,3.1115384615384607
ES,O3,µg/m3,2019-01-04 01:00:00 +01:00,8.108461538461539
ES,O3,µg/m3,2019-01-04 02:00:00 +01:00,8.150769230769232
ES,O3,µg/m3,2019-01-04 03:00:00 +01:00,8.930769230769231
ES,O3,µg/m3,2019-01-04 04:00:00 +01:00,9.433076923076923
ES,O3,µg/m3,2019-01-04 05:00:00 +01:00,8.746153846153847
ES,O3,µg/m3,2019-01-04 06:00:00 +01:00,7.094615384615385
ES,O3,µg/m3,2019-01-04 07:00:00 +01:00,3.28076923076923
ES,O3,µg/m3,2019-01-04 08:00:00 +01:00,2.738461538461538
ES,O3,µg/m3,2019-01-04 09:00:00 +01:00,3.9607692307692313
ES,O3,µg/m3,2019-01-04 10:00:00 +01:00,7.338461538461539
ES,O3,µg/m3,2019-01-04 11:00:00 +01:00,13.06230769230769
ES,O3,µg/m3,2019-01-04 12:00:00 +01:00,15.524999999999999
ES,O3,µg/m3,2019-01-04 13:00:00 +01:00,18.025384615384613
ES,O3,µg/m3,2019-01-04 14:00:00 +01:00,19.01923076923077
ES,O3,µg/m3,2019-01-04 15:00:00 +01:00,20.200769230769232
ES,O3,µg/m3,2019-01-04 16:00:00 +01:00,16.528461538461535
ES,O3,µg/m3,2019-01-04 17:00:00 +01:00,6.974615384615386
ES,O3,µg/m3,2019-01-04 18:00:00 +01:00,4.029999999999999
ES,O3,µg/m3,2019-01-04 19:00:00 +01:00,3.5492307692307685
ES,O3,µg/m3,2019-01-04 20:00:00 +01:00,3.5269230769230764
ES,O3,µg/m3,2019-01-04 21:00:00 +01:00,3.5900000000000007
ES,O3,µg/m3,2019-01-04 22:00:00 +01:00,3.5515384615384615
ES,O3,µg/m3,2019-01-04 23:00:00 +01:00,3.2830769230769223
ES,O3,µg/m3,2019-01-05 00:00:00 +01:00,3.04923076923077
ES,O3,µg/m3,2019-01-05 01:00:00 +01:00,3.8115384615384618
ES,O3,µg/m3,2019-01-05 02:00:00 +01:00,4.444615384615384
ES,O3,µg/m3,2019-01-05 03:00:00 +01:00,4.42
ES,O3,µg/m3,2019-01-05 04:00:00 +01:00,5.32923076923077
ES,O3,µg/m3,2019-01-05 05:00:00 +01:00,5.95076923076923
ES,O3,µg/m3,2019-01-05 06:00:00 +01:00,6.379230769230769
ES,O3,µg/m3,2019-01-05 07:00:00 +01:00,5.9192307692307695
ES,O3,µg/m3,2019-01-05 08:00:00 +01:00,5.65923076923077
ES,O3,µg/m3,2019-01-05 09:00:00 +01:00,7.267692307692307
ES,O3,µg/m3,2019-01-05 10:00:00 +01:00,11.547692307692309
ES,O3,µg/m3,2019-01-05 11:00:00 +01:00,17.323076923076922
ES,O3,µg/m3,2019-01-05 12:00:00 +01:00,21.08076923076923
ES,O3,µg/m3,2019-01-05 13:00:00 +01:00,20.603846153846153
ES,O3,µg/m3,2019-01-05 14:00:00 +01:00,19.455384615384613
ES,O3,µg/m3,2019-01-05 15:00:00 +01:00,17.17076923076923
ES,O3,µg/m3,2019-01-05 16:00:00 +01:00,11.546153846153848
ES,O3,µg/m3,2019-01-05 17:00:00 +01:00,6.106923076923076
ES,O3,µg/m3,2019-01-05 18:00:00 +01:00,3.865384615384616
ES,O3,µg/m3,2019-01-05 19:00:00 +01:00,4.173846153846154
ES,O3,µg/m3,2019-01-05 20:00:00 +01:00,3.275384615384615
ES,O3,µg/m3,2019-01-05 21:00:00 +01:00,3.1815384615384614
ES,O3,µg/m3,2019-01-05 22:00:00 +01:00,3.0576923076923075
ES,O3,µg/m3,2019-01-05 23:00:00 +01:00,3.0746153846153845
ES,O3,µg/m3,2019-01-06 00:00:00 +01:00,3.1692307692307695
ES,O3,µg/m3,2019-01-06 01:00:00 +01:00,2.9669230769230763
ES,O3,µg/m3,2019-01-06 02:00:00 +01:00,2.7492307692307696
ES,O3,µg/m3,2019-01-06 03:00:00 +01:00,2.7384615384615385
ES,O3,µg/m3,2019-01-06 04:00:00 +01:00,2.643076923076923
ES,O3,µg/m3,2019-01-06 05:00:00 +01:00,2.586153846153846
ES,O3,µg/m3,2019-01-06 06:00:00 +01:00,2.572307692307692
ES,O3,µg/m3,2019-01-06 07:00:00 +01:00,2.7823076923076924
ES,O3,µg/m3,2019-01-06 08:00:00 +01:00,3.243846153846154
ES,O3,µg/m3,2019-01-06 09:00:00 +01:00,5.217692307692308
ES,O3,µg/m3,2019-01-06 10:00:00 +01:00,8.799230769230771
ES,O3,µg/m3,2019-01-06 11:00:00 +01:00,13.646923076923077
ES,O3,µg/m3,2019-01-06 12:00:00 +01:00,19.744615384615386
ES,O3,µg/m3,2019-01-06 13:00:00 +01:00,26.947692307692307
ES,O3,µg/m3,2019-01-06 14:00:00 +01:00,30.113846153846154
ES,O3,µg/m3,2019-01-06 15:00:00 +01:00,32.48307692307692
ES,O3,µg/m3,2019-01-06 16:00:00 +01:00,36.7876923076923
ES,O3,µg/m3,2019-01-06 17:00:00 +01:00,17.456923076923076
ES,O3,µg/m3,2019-01-06 18:00:00 +01:00,9.843846153846155
