Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
PT,O3,µg/m3,2015-01-01 00:00:00 +01:00,8.6875
PT,O3,µg/m3,2015-01-01 01:00:00 +01:00,10.928571428571429
PT,O3,µg/m3,2015-01-01 02:00:00 +01:00,9.314285714285713
PT,O3,µg/m3,2015-01-01 03:00:00 +01:00,8.357142857142858
PT,O3,µg/m3,2015-01-01 04:00:00 +01:00,5.957142857142857
PT,O3,µg/m3,2015-01-01 05:00:00 +01:00,6.685714285714285
PT,O3,µg/m3,2015-01-01 06:00:00 +01:00,6.442857142857143
PT,O3,µg/m3,2015-01-01 07:00:00 +01:00,6.785714285714285
PT,O3,µg/m3,2015-01-01 08:00:00 +01:00,5.742857142857143
PT,O3,µg/m3,2015-01-01 09:00:00 +01:00,8.471428571428572
PT,O3,µg/m3,2015-01-01 10:00:00 +01:00,11.0
PT,O3,µg/m3,2015-01-01 11:00:00 +01:00,23.357142857142858
PT,O3,µg/m3,2015-01-01 12:00:00 +01:00,33.771428571428565
PT,O3,µg/m3,2015-01-01 13:00:00 +01:00,40.84285714285714
PT,O3,µg/m3,2015-01-01 14:00:00 +01:00,48.84285714285715
PT,O3,µg/m3,2015-01-01 15:00:00 +01:00,50.85714285714285
PT,O3,µg/m3,2015-01-01 16:00:00 +01:00,52.699999999999996
PT,O3,µg/m3,2015-01-01 17:00:00 +01:00,36.84285714285714
PT,O3,µg/m3,2015-01-01 18:00:00 +01:00,10.428571428571429
PT,O3,µg/m3,2015-01-01 19:00:00 +01:00,7.942857142857143
PT,O3,µg/m3,2015-01-01 20:00:00 +01:00,11.557142857142855
PT,O3,µg/m3,2015-01-01 21:00:00 +01:00,12.971428571428572
PT,O3,µg/m3,2015-01-01 22:00:00 +01:00,12.542857142857143
PT,O3,µg/m3,2015-01-01 23:00:00 +01:00,6.42857142857143
PT,O3,µg/m3,2015-01-02 00:00:00 +01:00,4.942857142857143
PT,O3,µg/m3,2015-01-02 01:00:00 +01:00,5.1571428571428575
PT,O3,µg/m3,2015-01-02 02:00:00 +01:00,6.3999999999999995
PT,O3,µg/m3,2015-01-02 03:00:00 +01:00,7.071428571428571
PT,O3,µg/m3,2015-01-02 04:00:00 +01:00,12.0
PT,O3,µg/m3,2015-01-02 05:00:00 +01:00,7.942857142857142
PT,O3,µg/m3,2015-01-02 06:00:00 +01:00,9.8
PT,O3,µg/m3,2015-01-02 07:00:00 +01:00,9.333333333333334
PT,O3,µg/m3,2015-01-02 08:00:00 +01:00,5.06
PT,O3,µg/m3,2015-01-02 09:00:00 +01:00,4.042857142857143
PT,O3,µg/m3,2015-01-02 10:00:00 +01:00,8.014285714285714
PT,O3,µg/m3,2015-01-02 11:00:00 +01:00,14.628571428571425
PT,O3,µg/m3,2015-01-02 12:00:00 +01:00,21.457142857142856
PT,O3,µg/m3,2015-01-02 13:00:00 +01:00,27.0
PT,O3,µg/m3,2015-01-02 14:00:00 +01:00,27.12857142857143
PT,O3,µg/m3,2015-01-02 15:00:00 +01:00,28.485714285714284
PT,O3,µg/m3,2015-01-02 16:00:00 +01:00,25.114285714285717
PT,O3,µg/m3,2015-01-02 17:00:00 +01:00,16.242857142857144
