Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
FR,O3,µg/m3,2018-01-01 00:00:00 +01:00,71.899999995
FR,O3,µg/m3,2018-01-01 01:00:00 +01:00,72.79999999625
FR,O3,µg/m3,2018-01-01 02:00:00 +01:00,74.19999999625
FR,O3,µg/m3,2018-01-01 03:00:00 +01:00,71.48749999500001
FR,O3,µg/m3,2018-01-01 04:00:00 +01:00,68.0999999925
FR,O3,µg/m3,2018-01-01 05:00:00 +01:00,66.6374999975
FR,O3,µg/m3,2018-01-01 06:00:00 +01:00,63.2249999925
FR,O3,µg/m3,2018-01-01 07:00:00 +01:00,60.5999999925
FR,O3,µg/m3,2018-01-01 08:00:00 +01:00,61.212499995
FR,O3,µg/m3,2018-01-01 09:00:00 +01:00,63.649999995
FR,O3,µg/m3,2018-01-01 10:00:00 +01:00,63.84999999875
FR,O3,µg/m3,2018-01-01 11:00:00 +01:00,62.59999999875
FR,O3,µg/m3,2018-01-01 12:00:00 +01:00,60.54999999625
FR,O3,µg/m3,2018-01-01 13:00:00 +01:00,57.88749999125
FR,O3,µg/m3,2018-01-01 14:00:00 +01:00,63.149999995
FR,O3,µg/m3,2018-01-01 15:00:00 +01:00,70.587499995
FR,O3,µg/m3,2018-01-01 16:00:00 +01:00,66.56249999375001
FR,O3,µg/m3,2018-01-01 17:00:00 +01:00,67.54999999625
FR,O3,µg/m3,2018-01-01 18:00:00 +01:00,68.43749999375001
FR,O3,µg/m3,2018-01-01 19:00:00 +01:00,64.0124999975
FR,O3,µg/m3,2018-01-01 20:00:00 +01:00,63.274999995
FR,O3,µg/m3,2018-01-01 21:00:00 +01:00,62.0749999975
FR,O3,µg/m3,2018-01-01 22:00:00 +01:00,62.2624999975
FR,O3,µg/m3,2018-01-01 23:00:00 +01:00,63.18749999375
FR,O3,µg/m3,2018-01-02 00:00:00 +01:00,64.774999995
FR,O3,µg/m3,2018-01-02 01:00:00 +01:00,66.149999995
FR,O3,µg/m3,2018-01-02 02:00:00 +01:00,66.11249999625
FR,O3,µg/m3,2018-01-02 03:00:00 +01:00,64.92499999625
FR,O3,µg/m3,2018-01-02 04:00:00 +01:00,63.649999995
FR,O3,µg/m3,2018-01-02 05:00:00 +01:00,55.5374999925
FR,O3,µg/m3,2018-01-02 06:00:00 +01:00,38.6624999925
FR,O3,µg/m3,2018-01-02 07:00:00 +01:00,22.975
FR,O3,µg/m3,2018-01-02 08:00:00 +01:00,15.099999998749999
FR,O3,µg/m3,2018-01-02 09:00:00 +01:00,18.7125
FR,O3,µg/m3,2018-01-02 10:00:00 +01:00,21.475
FR,O3,µg/m3,2018-01-02 11:00:00 +01:00,22.212500000000002
FR,O3,µg/m3,2018-01-02 12:00:00 +01:00,28.84999999875
FR,O3,µg/m3,2018-01-02 13:00:00 +01:00,33.7374999975
FR,O3,µg/m3,2018-01-02 14:00:00 +01:00,35.749999996250004
FR,O3,µg/m3,2018-01-02 15:00:00 +01:00,41.062499995
FR,O3,µg/m3,2018-01-02 16:00:00 +01:00,38.562499995
FR,O3,µg/m3,2018-01-02 17:00:00 +01:00,34.024999997500004
FR,O3,µg/m3,2018-01-02 18:00:00 +01:00,32.337499998750005
FR,O3,µg/m3,2018-01-02 19:00:00 +01:00,29.72499999875
FR,O3,µg/m3,2018-01-02 20:00:00 +01:00,29.14999999875
FR,O3,µg/m3,2018-01-02 21:00:00 +01:00,33.524999997500004
FR,O3,µg/m3,2018-01-02 22:00:00 +01:00,38.2249999925
FR,O3,µg/m3,2018-01-02 23:00:00 +01:00,53.26249999125
FR,O3,µg/m3,2018-01-03 00:00:00 +01:00,59.2249999925
FR,O3,µg/m3,2018-01-03 01:00:00 +01:00,61.5124999975
FR,O3,µg/m3,2018-01-03 02:00:00 +01:00,60.0374999925
FR,O3,µg/m3,2018-01-03 03:00:00 +01:00,56.524999995
FR,O3,µg/m3,2018-01-03 04:00:00 +01:00,56.98749999625
FR,O3,µg/m3,2018-01-03 05:00:00 +01:00,74.524999995
FR,O3,µg/m3,2018-01-03 06:00:00 +01:00,68.149999995
FR,O3,µg/m3,2018-01-03 07:00:00 +01:00,71.5749999975
FR,O3,µg/m3,2018-01-03 08:00:00 +01:00,71.76249999125
FR,O3,µg/m3,2018-01-03 09:00:00 +01:00,70.42499999625
FR,O3,µg/m3,2018-01-03 10:00:00 +01:00,70.1999999957143
FR,O3,µg/m3,2018-01-03 11:00:00 +01:00,67.72857142571429
FR,O3,µg/m3,2018-01-03 12:00:00 +01:00,69.1999999957143
FR,O3,µg/m3,2018-01-03 13:00:00 +01:00,64.18571428428571
FR,O3,µg/m3,2018-01-03 14:00:00 +01:00,64.38571428
FR,O3,µg/m3,2018-01-03 15:00:00 +01:00,64.91428571
FR,O3,µg/m3,2018-01-03 16:00:00 +01:00,60.199999995714286
FR,O3,µg/m3,2018-01-03 17:00:00 +01:00,58.17499999625
FR,O3,µg/m3,2018-01-03 18:00:00 +01:00,59.18749999375
FR,O3,µg/m3,2018-01-03 19:00:00 +01:00,55.73749999625
FR,O3,µg/m3,2018-01-03 20:00:00 +01:00,50.399999995
FR,O3,µg/m3,2018-01-03 21:00:00 +01:00,59.899999995
FR,O3,µg/m3,2018-01-03 22:00:00 +01:00,72.99999999375001
FR,O3,µg/m3,2018-01-03 23:00:00 +01:00,63.212499995
FR,O3,µg/m3,2018-01-04 00:00:00 +01:00,46.837499995
FR,O3,µg/m3,2018-01-04 01:00:00 +01:00,42.9499999975
FR,O3,µg/m3,2018-01-04 02:00:00 +01:00,44.274999995
FR,O3,µg/m3,2018-01-04 03:00:00 +01:00,41.087499995
FR,O3,µg/m3,2018-01-04 04:00:00 +01:00,43.87499999375
FR,O3,µg/m3,2018-01-04 05:00:00 +01:00,37.562499995
FR,O3,µg/m3,2018-01-04 06:00:00 +01:00,22.362499998750003
FR,O3,µg/m3,2018-01-04 07:00:00 +01:00,17.0625
FR,O3,µg/m3,2018-01-04 08:00:00 +01:00,30.1874999975
FR,O3,µg/m3,2018-01-04 09:00:00 +01:00,38.54999999625
FR,O3,µg/m3,2018-01-04 10:00:00 +01:00,43.23749999625
FR,O3,µg/m3,2018-01-04 11:00:00 +01:00,42.43749999375
