Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
ES,O3,µg/m3,2017-01-01 00:00:00 +01:00,4.846153846153846
ES,O3,µg/m3,2017-01-01 01:00:00 +01:00,4.099230763076923
ES,O3,µg/m3,2017-01-01 02:00:00 +01:00,4.418461532307692
ES,O3,µg/m3,2017-01-01 03:00:00 +01:00,4.959230764615385
ES,O3,µg/m3,2017-01-01 04:00:00 +01:00,4.963076917692307
ES,O3,µg/m3,2017-01-01 05:00:00 +01:00,5.615384610769231
ES,O3,µg/m3,2017-01-01 06:00:00 +01:00,5.696153843846154
ES,O3,µg/m3,2017-01-01 07:00:00 +01:00,7.206923072307692
ES,O3,µg/m3,2017-01-01 08:00:00 +01:00,8.21076922846154
ES,O3,µg/m3,2017-01-01 09:00:00 +01:00,8.226923075384615
ES,O3,µg/m3,2017-01-01 10:00:00 +01:00,9.616923073846154
ES,O3,µg/m3,2017-01-01 11:00:00 +01:00,12.506153841538463
ES,O3,µg/m3,2017-01-01 12:00:00 +01:00,15.03230769
ES,O3,µg/m3,2017-01-01 13:00:00 +01:00,25.11769230307692
ES,O3,µg/m3,2017-01-01 14:00:00 +01:00,38.987692306153846
ES,O3,µg/m3,2017-01-01 15:00:00 +01:00,44.10384615076923
ES,O3,µg/m3,2017-01-01 16:00:00 +01:00,42.20153845769231
ES,O3,µg/m3,2017-01-01 17:00:00 +01:00,33.393846150769235
ES,O3,µg/m3,2017-01-01 18:00:00 +01:00,15.656153840769228
ES,O3,µg/m3,2017-01-01 19:00:00 +01:00,7.384615380769231
ES,O3,µg/m3,2017-01-01 20:00:00 +01:00,5.016153841538462
ES,O3,µg/m3,2017-01-01 21:00:00 +01:00,5.102499996666667
ES,O3,µg/m3,2017-01-01 22:00:00 +01:00,7.053076917692309
ES,O3,µg/m3,2017-01-01 23:00:00 +01:00,12.066153841538462
ES,O3,µg/m3,2017-01-02 00:00:00 +01:00,20.52384615
ES,O3,µg/m3,2017-01-02 01:00:00 +01:00,24.053846151538462
ES,O3,µg/m3,2017-01-02 02:00:00 +01:00,27.625384610000005
ES,O3,µg/m3,2017-01-02 03:00:00 +01:00,32.599230764615385
ES,O3,µg/m3,2017-01-02 04:00:00 +01:00,29.819230764615384
ES,O3,µg/m3,2017-01-02 05:00:00 +01:00,22.91923076692308
ES,O3,µg/m3,2017-01-02 06:00:00 +01:00,12.267692303846152
ES,O3,µg/m3,2017-01-02 07:00:00 +01:00,6.2015384561538465
ES,O3,µg/m3,2017-01-02 08:00:00 +01:00,4.355384611538462
ES,O3,µg/m3,2017-01-02 09:00:00 +01:00,5.840769226923077
ES,O3,µg/m3,2017-01-02 10:00:00 +01:00,9.44230769
ES,O3,µg/m3,2017-01-02 11:00:00 +01:00,14.546666663333335
ES,O3,µg/m3,2017-01-02 12:00:00 +01:00,22.316666665
ES,O3,µg/m3,2017-01-02 13:00:00 +01:00,25.31749999666667
ES,O3,µg/m3,2017-01-02 14:00:00 +01:00,30.202307690769228
ES,O3,µg/m3,2017-01-02 15:00:00 +01:00,35.97916666416666
ES,O3,µg/m3,2017-01-02 16:00:00 +01:00,26.31461538230769
ES,O3,µg/m3,2017-01-02 17:00:00 +01:00,10.532307688461536
ES,O3,µg/m3,2017-01-02 18:00:00 +01:00,4.977692303846155
ES,O3,µg/m3,2017-01-02 19:00:00 +01:00,4.460769226923076
ES,O3,µg/m3,2017-01-02 20:00:00 +01:00,4.504999996666666
ES,O3,µg/m3,2017-01-02 21:00:00 +01:00,4.701538458461538
ES,O3,µg/m3,2017-01-02 22:00:00 +01:00,4.249999997692308
ES,O3,µg/m3,2017-01-02 23:00:00 +01:00,4.767692303846154
ES,O3,µg/m3,2017-01-03 00:00:00 +01:00,5.847692302307692
ES,O3,µg/m3,2017-01-03 01:00:00 +01:00,6.259230764615386
ES,O3,µg/m3,2017-01-03 02:00:00 +01:00,5.402307688461539
ES,O3,µg/m3,2017-01-03 03:00:00 +01:00,6.187692303076925
ES,O3,µg/m3,2017-01-03 04:00:00 +01:00,7.2507692284615395
ES,O3,µg/m3,2017-01-03 05:00:00 +01:00,6.182307688461538
ES,O3,µg/m3,2017-01-03 06:00:00 +01:00,3.9423076900000003
ES,O3,µg/m3,2017-01-03 07:00:00 +01:00,3.6569230746153845
ES,O3,µg/m3,2017-01-03 08:00:00 +01:00,3.6907692276923076
ES,O3,µg/m3,2017-01-03 09:00:00 +01:00,4.26384615
