Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
GB,O3,µg/m3,2015-01-01 00:00:00 +01:00,35.30571571428572
GB,O3,µg/m3,2015-01-01 01:00:00 +01:00,35.613170000000004
GB,O3,µg/m3,2015-01-01 02:00:00 +01:00,34.56576285714286
GB,O3,µg/m3,2015-01-01 03:00:00 +01:00,33.55470428571429
GB,O3,µg/m3,2015-01-01 04:00:00 +01:00,33.84814142857143
GB,O3,µg/m3,2015-01-01 05:00:00 +01:00,38.582157142857135
GB,O3,µg/m3,2015-01-01 06:00:00 +01:00,39.39961
GB,O3,µg/m3,2015-01-01 07:00:00 +01:00,37.76470285714286
GB,O3,µg/m3,2015-01-01 08:00:00 +01:00,37.13463285714285
GB,O3,µg/m3,2015-01-01 09:00:00 +01:00,34.53031571428571
GB,O3,µg/m3,2015-01-01 10:00:00 +01:00,35.775914285714286
GB,O3,µg/m3,2015-01-01 11:00:00 +01:00,35.85453285714285
GB,O3,µg/m3,2015-01-01 12:00:00 +01:00,35.300512857142856
GB,O3,µg/m3,2015-01-01 13:00:00 +01:00,35.16929428571429
GB,O3,µg/m3,2015-01-01 14:00:00 +01:00,35.98703285714286
GB,O3,µg/m3,2015-01-01 15:00:00 +01:00,38.56163
GB,O3,µg/m3,2015-01-01 16:00:00 +01:00,41.734364285714285
GB,O3,µg/m3,2015-01-01 17:00:00 +01:00,43.252022857142855
GB,O3,µg/m3,2015-01-01 18:00:00 +01:00,44.50368285714285
GB,O3,µg/m3,2015-01-01 19:00:00 +01:00,44.78094571428572
GB,O3,µg/m3,2015-01-01 20:00:00 +01:00,44.85093428571428
GB,O3,µg/m3,2015-01-01 21:00:00 +01:00,46.00815714285715
GB,O3,µg/m3,2015-01-01 22:00:00 +01:00,48.52765714285715
GB,O3,µg/m3,2015-01-01 23:00:00 +01:00,52.11528142857143
GB,O3,µg/m3,2015-01-02 00:00:00 +01:00,54.425235714285705
GB,O3,µg/m3,2015-01-02 01:00:00 +01:00,56.503018571428576
GB,O3,µg/m3,2015-01-02 02:00:00 +01:00,56.37740857142857
GB,O3,µg/m3,2015-01-02 03:00:00 +01:00,53.674851428571436
GB,O3,µg/m3,2015-01-02 04:00:00 +01:00,53.33544
GB,O3,µg/m3,2015-01-02 05:00:00 +01:00,55.9149542857143
GB,O3,µg/m3,2015-01-02 06:00:00 +01:00,58.37458142857143
GB,O3,µg/m3,2015-01-02 07:00:00 +01:00,52.21457
GB,O3,µg/m3,2015-01-02 08:00:00 +01:00,49.72621714285714
GB,O3,µg/m3,2015-01-02 09:00:00 +01:00,45.683499999999995
GB,O3,µg/m3,2015-01-02 10:00:00 +01:00,45.10994857142857
GB,O3,µg/m3,2015-01-02 11:00:00 +01:00,44.57125142857143
GB,O3,µg/m3,2015-01-02 12:00:00 +01:00,49.86669999999999
GB,O3,µg/m3,2015-01-02 13:00:00 +01:00,51.55648714285714
GB,O3,µg/m3,2015-01-02 14:00:00 +01:00,52.04457857142857
GB,O3,µg/m3,2015-01-02 15:00:00 +01:00,49.934695714285716
GB,O3,µg/m3,2015-01-02 16:00:00 +01:00,41.50984857142857
GB,O3,µg/m3,2015-01-02 17:00:00 +01:00,23.067797142857142
GB,O3,µg/m3,2015-01-02 18:00:00 +01:00,11.611410000000001
GB,O3,µg/m3,2015-01-02 19:00:00 +01:00,7.509462857142857
GB,O3,µg/m3,2015-01-02 20:00:00 +01:00,6.349107142857143
GB,O3,µg/m3,2015-01-02 21:00:00 +01:00,8.447015714285714
GB,O3,µg/m3,2015-01-02 22:00:00 +01:00,10.735727142857144
GB,O3,µg/m3,2015-01-02 23:00:00 +01:00,10.76594857142857
GB,O3,µg/m3,2015-01-03 00:00:00 +01:00,11.292172857142857
GB,O3,µg/m3,2015-01-03 01:00:00 +01:00,15.351968571428571
GB,O3,µg/m3,2015-01-03 02:00:00 +01:00,30.583057142857147
GB,O3,µg/m3,2015-01-03 03:00:00 +01:00,41.91732714285713
GB,O3,µg/m3,2015-01-03 04:00:00 +01:00,45.12128142857143
GB,O3,µg/m3,2015-01-03 05:00:00 +01:00,47.030452857142855
GB,O3,µg/m3,2015-01-03 06:00:00 +01:00,34.97058142857143
GB,O3,µg/m3,2015-01-03 07:00:00 +01:00,29.61818428571429
GB,O3,µg/m3,2015-01-03 08:00:00 +01:00,20.27510142857143
GB,O3,µg/m3,2015-01-03 09:00:00 +01:00,14.645517142857143
GB,O3,µg/m3,2015-01-03 10:00:00 +01:00,14.706882857142856
GB,O3,µg/m3,2015-01-03 11:00:00 +01:00,18.381111428571426
GB,O3,µg/m3,2015-01-03 12:00:00 +01:00,19.888078571428572
GB,O3,µg/m3,2015-01-03 13:00:00 +01:00,15.690192857142858
GB,O3,µg/m3,2015-01-03 14:00:00 +01:00,11.486964285714288
GB,O3,µg/m3,2015-01-03 15:00:00 +01:00,24.486812857142855
GB,O3,µg/m3,2015-01-03 16:00:00 +01:00,31.14354142857143
GB,O3,µg/m3,2015-01-03 17:00:00 +01:00,36.908049999999996
GB,O3,µg/m3,2015-01-03 18:00:00 +01:00,41.137151428571435
GB,O3,µg/m3,2015-01-03 19:00:00 +01:00,20.75635142857143
GB,O3,µg/m3,2015-01-03 20:00:00 +01:00,8.001688571428572
GB,O3,µg/m3,2015-01-03 21:00:00 +01:00,8.702392857142858
GB,O3,µg/m3,2015-01-03 22:00:00 +01:00,6.167141428571429
GB,O3,µg/m3,2015-01-03 23:00:00 +01:00,8.124567142857142
GB,O3,µg/m3,2015-01-04 00:00:00 +01:00,15.827042857142857
GB,O3,µg/m3,2015-01-04 01:00:00 +01:00,12.869795714285715
