Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
AT,O3,µg/m3,2017-01-01 00:00:00 +01:00,16.277799994
AT,O3,µg/m3,2017-01-01 01:00:00 +01:00,17.7059999975
AT,O3,µg/m3,2017-01-01 02:00:00 +01:00,18.336
AT,O3,µg/m3,2017-01-01 03:00:00 +01:00,18.6077499975
AT,O3,µg/m3,2017-01-01 04:00:00 +01:00,19.896999995
AT,O3,µg/m3,2017-01-01 05:00:00 +01:00,22.174749997499994
AT,O3,µg/m3,2017-01-01 06:00:00 +01:00,27.83566666333334
AT,O3,µg/m3,2017-01-01 07:00:00 +01:00,22.5942499975
AT,O3,µg/m3,2017-01-01 08:00:00 +01:00,20.5137499975
AT,O3,µg/m3,2017-01-01 09:00:00 +01:00,18.200249995
AT,O3,µg/m3,2017-01-01 10:00:00 +01:00,17.808333326666666
AT,O3,µg/m3,2017-01-01 11:00:00 +01:00,18.0197499925
AT,O3,µg/m3,2017-01-01 12:00:00 +01:00,20.988999999999997
AT,O3,µg/m3,2017-01-01 13:00:00 +01:00,21.7019999975
AT,O3,µg/m3,2017-01-01 14:00:00 +01:00,19.625249997500003
AT,O3,µg/m3,2017-01-01 15:00:00 +01:00,15.110999997499999
AT,O3,µg/m3,2017-01-01 16:00:00 +01:00,13.434749995
AT,O3,µg/m3,2017-01-01 17:00:00 +01:00,6.045666659999999
AT,O3,µg/m3,2017-01-01 18:00:00 +01:00,9.724999995000001
AT,O3,µg/m3,2017-01-01 19:00:00 +01:00,12.976749995
AT,O3,µg/m3,2017-01-01 20:00:00 +01:00,16.55833333
AT,O3,µg/m3,2017-01-01 21:00:00 +01:00,10.4612499975
AT,O3,µg/m3,2017-01-01 22:00:00 +01:00,11.517
AT,O3,µg/m3,2017-01-01 23:00:00 +01:00,10.904999994999999
AT,O3,µg/m3,2017-01-02 00:00:00 +01:00,14.0359999975
AT,O3,µg/m3,2017-01-02 01:00:00 +01:00,15.140999995000001
AT,O3,µg/m3,2017-01-02 02:00:00 +01:00,20.4704999975
AT,O3,µg/m3,2017-01-02 03:00:00 +01:00,20.191749995
AT,O3,µg/m3,2017-01-02 04:00:00 +01:00,22.09975
AT,O3,µg/m3,2017-01-02 05:00:00 +01:00,24.32133333333333
AT,O3,µg/m3,2017-01-02 06:00:00 +01:00,18.907249995
AT,O3,µg/m3,2017-01-02 07:00:00 +01:00,16.3899999925
AT,O3,µg/m3,2017-01-02 08:00:00 +01:00,17.7629999975
AT,O3,µg/m3,2017-01-02 09:00:00 +01:00,24.806333326666664
AT,O3,µg/m3,2017-01-02 10:00:00 +01:00,23.263499995
AT,O3,µg/m3,2017-01-02 11:00:00 +01:00,24.3699999975
AT,O3,µg/m3,2017-01-02 12:00:00 +01:00,14.962666666666665
AT,O3,µg/m3,2017-01-02 13:00:00 +01:00,31.337333330000003
AT,O3,µg/m3,2017-01-02 14:00:00 +01:00,39.048499995
AT,O3,µg/m3,2017-01-02 15:00:00 +01:00,33.3959999975
AT,O3,µg/m3,2017-01-02 16:00:00 +01:00,28.624666660000003
AT,O3,µg/m3,2017-01-02 17:00:00 +01:00,30.7957499975
AT,O3,µg/m3,2017-01-02 18:00:00 +01:00,30.8769999975
AT,O3,µg/m3,2017-01-02 19:00:00 +01:00,27.776
AT,O3,µg/m3,2017-01-02 20:00:00 +01:00,23.612249992499997
AT,O3,µg/m3,2017-01-02 21:00:00 +01:00,23.997999997500003
AT,O3,µg/m3,2017-01-02 22:00:00 +01:00,23.8044999975
AT,O3,µg/m3,2017-01-02 23:00:00 +01:00,23.567249994999997
AT,O3,µg/m3,2017-01-03 00:00:00 +01:00,24.35575
AT,O3,µg/m3,2017-01-03 01:00:00 +01:00,26.587999994999997
AT,O3,µg/m3,2017-01-03 02:00:00 +01:00,26.505999994999996
AT,O3,µg/m3,2017-01-03 03:00:00 +01:00,23.963999995
AT,O3,µg/m3,2017-01-03 04:00:00 +01:00,34.145999993333334
AT,O3,µg/m3,2017-01-03 05:00:00 +01:00,30.759499995000002
AT,O3,µg/m3,2017-01-03 06:00:00 +01:00,25.4607499975
AT,O3,µg/m3,2017-01-03 07:00:00 +01:00,29.055999997500003
AT,O3,µg/m3,2017-01-03 08:00:00 +01:00,38.14066666333333
AT,O3,µg/m3,2017-01-03 09:00:00 +01:00,46.8532499975
AT,O3,µg/m3,2017-01-03 10:00:00 +01:00,48.2672499975
AT,O3,µg/m3,2017-01-03 11:00:00 +01:00,55.228999994999995
AT,O3,µg/m3,2017-01-03 12:00:00 +01:00,60.20274999749999
AT,O3,µg/m3,2017-01-03 13:00:00 +01:00,62.32025
AT,O3,µg/m3,2017-01-03 14:00:00 +01:00,60.8139999925
