Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
AT,O3,µg/m3,2018-01-01 00:00:00 +01:00,15.2522499975
AT,O3,µg/m3,2018-01-01 01:00:00 +01:00,18.460199994
AT,O3,µg/m3,2018-01-01 02:00:00 +01:00,18.647399995999997
AT,O3,µg/m3,2018-01-01 03:00:00 +01:00,18.686799995999998
AT,O3,µg/m3,2018-01-01 04:00:00 +01:00,19.548199998
AT,O3,µg/m3,2018-01-01 05:00:00 +01:00,20.3358
AT,O3,µg/m3,2018-01-01 06:00:00 +01:00,20.928599996000003
AT,O3,µg/m3,2018-01-01 07:00:00 +01:00,17.305999996
AT,O3,µg/m3,2018-01-01 08:00:00 +01:00,16.029199996
AT,O3,µg/m3,2018-01-01 09:00:00 +01:00,20.249000000000002
AT,O3,µg/m3,2018-01-01 10:00:00 +01:00,39.078199994
AT,O3,µg/m3,2018-01-01 11:00:00 +01:00,61.257599995999996
AT,O3,µg/m3,2018-01-01 12:00:00 +01:00,74.04199999800001
AT,O3,µg/m3,2018-01-01 13:00:00 +01:00,73.871499995
AT,O3,µg/m3,2018-01-01 14:00:00 +01:00,71.631999998
AT,O3,µg/m3,2018-01-01 15:00:00 +01:00,70.54959999600001
AT,O3,µg/m3,2018-01-01 16:00:00 +01:00,68.366199994
AT,O3,µg/m3,2018-01-01 17:00:00 +01:00,62.523799996
AT,O3,µg/m3,2018-01-01 18:00:00 +01:00,50.924399996
AT,O3,µg/m3,2018-01-01 19:00:00 +01:00,40.903800000000004
AT,O3,µg/m3,2018-01-01 20:00:00 +01:00,27.797999992500003
AT,O3,µg/m3,2018-01-01 21:00:00 +01:00,37.788999995
AT,O3,µg/m3,2018-01-01 22:00:00 +01:00,27.921599994
AT,O3,µg/m3,2018-01-01 23:00:00 +01:00,30.960999994999998
AT,O3,µg/m3,2018-01-02 00:00:00 +01:00,27.325599998
AT,O3,µg/m3,2018-01-02 01:00:00 +01:00,32.203199999999995
AT,O3,µg/m3,2018-01-02 02:00:00 +01:00,35.773999998
AT,O3,µg/m3,2018-01-02 03:00:00 +01:00,35.583599998
AT,O3,µg/m3,2018-01-02 04:00:00 +01:00,28.917199998
AT,O3,µg/m3,2018-01-02 05:00:00 +01:00,22.166799995999995
AT,O3,µg/m3,2018-01-02 06:00:00 +01:00,42.671799996000004
AT,O3,µg/m3,2018-01-02 07:00:00 +01:00,57.372399996
AT,O3,µg/m3,2018-01-02 08:00:00 +01:00,61.070999994999994
AT,O3,µg/m3,2018-01-02 09:00:00 +01:00,61.003599994
AT,O3,µg/m3,2018-01-02 10:00:00 +01:00,64.17279999600001
AT,O3,µg/m3,2018-01-02 11:00:00 +01:00,65.162999996
AT,O3,µg/m3,2018-01-02 12:00:00 +01:00,63.48349999999999
AT,O3,µg/m3,2018-01-02 13:00:00 +01:00,64.16999999800001
AT,O3,µg/m3,2018-01-02 14:00:00 +01:00,62.294199997999996
AT,O3,µg/m3,2018-01-02 15:00:00 +01:00,60.470399996000005
AT,O3,µg/m3,2018-01-02 16:00:00 +01:00,55.516999997999996
AT,O3,µg/m3,2018-01-02 17:00:00 +01:00,50.776399998
AT,O3,µg/m3,2018-01-02 18:00:00 +01:00,51.270199992
AT,O3,µg/m3,2018-01-02 19:00:00 +01:00,46.053499997500005
AT,O3,µg/m3,2018-01-02 20:00:00 +01:00,46.0772499925
AT,O3,µg/m3,2018-01-02 21:00:00 +01:00,50.730199995999996
AT,O3,µg/m3,2018-01-02 22:00:00 +01:00,51.7427499925
AT,O3,µg/m3,2018-01-02 23:00:00 +01:00,49.064399996
AT,O3,µg/m3,2018-01-03 00:00:00 +01:00,51.490199998
AT,O3,µg/m3,2018-01-03 01:00:00 +01:00,55.214599992000004
AT,O3,µg/m3,2018-01-03 02:00:00 +01:00,50.181199992
AT,O3,µg/m3,2018-01-03 03:00:00 +01:00,46.328199997999995
AT,O3,µg/m3,2018-01-03 04:00:00 +01:00,43.804199997999994
AT,O3,µg/m3,2018-01-03 05:00:00 +01:00,44.153599996000004
AT,O3,µg/m3,2018-01-03 06:00:00 +01:00,38.845999998
AT,O3,µg/m3,2018-01-03 07:00:00 +01:00,30.064499995000002
AT,O3,µg/m3,2018-01-03 08:00:00 +01:00,31.8514
AT,O3,µg/m3,2018-01-03 09:00:00 +01:00,32.092599998
AT,O3,µg/m3,2018-01-03 10:00:00 +01:00,37.073999998000005
AT,O3,µg/m3,2018-01-03 11:00:00 +01:00,42.2977499925
AT,O3,µg/m3,2018-01-03 12:00:00 +01:00,47.605599998
AT,O3,µg/m3,2018-01-03 13:00:00 +01:00,39.139399995999995
AT,O3,µg/m3,2018-01-03 14:00:00 +01:00,49.499999996
AT,O3,µg/m3,2018-01-03 15:00:00 +01:00,66.810599996
AT,O3,µg/m3,2018-01-03 16:00:00 +01:00,77.007999992
AT,O3,µg/m3,2018-01-03 17:00:00 +01:00,76.07819999400002
AT,O3,µg/m3,2018-01-03 18:00:00 +01:00,74.84949999499999
AT,O3,µg/m3,2018-01-03 19:00:00 +01:00,75.591749995
AT,O3,µg/m3,2018-01-03 20:00:00 +01:00,74.751999998
AT,O3,µg/m3,2018-01-03 21:00:00 +01:00,76.6007499925
AT,O3,µg/m3,2018-01-03 22:00:00 +01:00,74.10299999600001
AT,O3,µg/m3,2018-01-03 23:00:00 +01:00,74.825599996
AT,O3,µg/m3,2018-01-04 00:00:00 +01:00,74.69439999599999
AT,O3,µg/m3,2018-01-04 01:00:00 +01:00,75.786599992
