Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
NL,O3,µg/m3,2013-01-01 00:00:00 +01:00,37.325
NL,O3,µg/m3,2013-01-01 01:00:00 +01:00,40.9
NL,O3,µg/m3,2013-01-01 02:00:00 +01:00,42.5
NL,O3,µg/m3,2013-01-01 03:00:00 +01:00,42.666666666666664
NL,O3,µg/m3,2013-01-01 04:00:00 +01:00,46.625
NL,O3,µg/m3,2013-01-01 05:00:00 +01:00,49.6
NL,O3,µg/m3,2013-01-01 06:00:00 +01:00,43.8
NL,O3,µg/m3,2013-01-01 07:00:00 +01:00,32.875
NL,O3,µg/m3,2013-01-01 08:00:00 +01:00,34.25
NL,O3,µg/m3,2013-01-01 09:00:00 +01:00,48.275
NL,O3,µg/m3,2013-01-01 10:00:00 +01:00,49.525
NL,O3,µg/m3,2013-01-01 11:00:00 +01:00,50.775
NL,O3,µg/m3,2013-01-01 12:00:00 +01:00,58.425
NL,O3,µg/m3,2013-01-01 13:00:00 +01:00,63.125
NL,O3,µg/m3,2013-01-01 14:00:00 +01:00,61.85
NL,O3,µg/m3,2013-01-01 15:00:00 +01:00,60.475
NL,O3,µg/m3,2013-01-01 16:00:00 +01:00,56.1
NL,O3,µg/m3,2013-01-01 17:00:00 +01:00,51.85
NL,O3,µg/m3,2013-01-01 18:00:00 +01:00,54.225
NL,O3,µg/m3,2013-01-01 19:00:00 +01:00,54.1
NL,O3,µg/m3,2013-01-01 20:00:00 +01:00,53.225
NL,O3,µg/m3,2013-01-01 21:00:00 +01:00,55.75
NL,O3,µg/m3,2013-01-01 22:00:00 +01:00,52.5
NL,O3,µg/m3,2013-01-01 23:00:00 +01:00,51.8
NL,O3,µg/m3,2013-01-02 00:00:00 +01:00,50.425
NL,O3,µg/m3,2013-01-02 01:00:00 +01:00,48.65
NL,O3,µg/m3,2013-01-02 02:00:00 +01:00,47.975
NL,O3,µg/m3,2013-01-02 03:00:00 +01:00,44.75
NL,O3,µg/m3,2013-01-02 04:00:00 +01:00,44.725
NL,O3,µg/m3,2013-01-02 05:00:00 +01:00,40.225
NL,O3,µg/m3,2013-01-02 06:00:00 +01:00,36.925
NL,O3,µg/m3,2013-01-02 07:00:00 +01:00,28.475
NL,O3,µg/m3,2013-01-02 08:00:00 +01:00,18.275
NL,O3,µg/m3,2013-01-02 09:00:00 +01:00,21.866666666666664
NL,O3,µg/m3,2013-01-02 10:00:00 +01:00,25.625
NL,O3,µg/m3,2013-01-02 11:00:00 +01:00,34.975
NL,O3,µg/m3,2013-01-02 12:00:00 +01:00,43.1
NL,O3,µg/m3,2013-01-02 13:00:00 +01:00,42.8
NL,O3,µg/m3,2013-01-02 14:00:00 +01:00,37.85
NL,O3,µg/m3,2013-01-02 15:00:00 +01:00,36.475
NL,O3,µg/m3,2013-01-02 16:00:00 +01:00,32.35
NL,O3,µg/m3,2013-01-02 17:00:00 +01:00,31.025
NL,O3,µg/m3,2013-01-02 18:00:00 +01:00,28.15
NL,O3,µg/m3,2013-01-02 19:00:00 +01:00,28.575
NL,O3,µg/m3,2013-01-02 20:00:00 +01:00,34.375
NL,O3,µg/m3,2013-01-02 21:00:00 +01:00,34.275
NL,O3,µg/m3,2013-01-02 22:00:00 +01:00,35.025
NL,O3,µg/m3,2013-01-02 23:00:00 +01:00,35.15
NL,O3,µg/m3,2013-01-03 00:00:00 +01:00,36.4
NL,O3,µg/m3,2013-01-03 01:00:00 +01:00,35.025
NL,O3,µg/m3,2013-01-03 02:00:00 +01:00,31.775
