Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
ES,O3,µg/m3,2018-01-01 00:00:00 +01:00,64.30384614615386
ES,O3,µg/m3,2018-01-01 01:00:00 +01:00,55.588461533076924
ES,O3,µg/m3,2018-01-01 02:00:00 +01:00,51.19384614769231
ES,O3,µg/m3,2018-01-01 03:00:00 +01:00,57.05384614846154
ES,O3,µg/m3,2018-01-01 04:00:00 +01:00,57.144615379230764
ES,O3,µg/m3,2018-01-01 05:00:00 +01:00,53.772307686153844
ES,O3,µg/m3,2018-01-01 06:00:00 +01:00,47.57384614923077
ES,O3,µg/m3,2018-01-01 07:00:00 +01:00,41.54076922615385
ES,O3,µg/m3,2018-01-01 08:00:00 +01:00,36.52384614846154
ES,O3,µg/m3,2018-01-01 09:00:00 +01:00,35.98230768846153
ES,O3,µg/m3,2018-01-01 10:00:00 +01:00,44.12769230461539
ES,O3,µg/m3,2018-01-01 11:00:00 +01:00,50.281538457692314
ES,O3,µg/m3,2018-01-01 12:00:00 +01:00,55.026923069999995
ES,O3,µg/m3,2018-01-01 13:00:00 +01:00,57.00769230461539
ES,O3,µg/m3,2018-01-01 14:00:00 +01:00,64.31384614923077
ES,O3,µg/m3,2018-01-01 15:00:00 +01:00,61.15307691846154
ES,O3,µg/m3,2018-01-01 16:00:00 +01:00,57.54692307384616
ES,O3,µg/m3,2018-01-01 17:00:00 +01:00,52.33615384307692
ES,O3,µg/m3,2018-01-01 18:00:00 +01:00,46.136923072307695
ES,O3,µg/m3,2018-01-01 19:00:00 +01:00,44.416923072307696
ES,O3,µg/m3,2018-01-01 20:00:00 +01:00,45.11076922846154
ES,O3,µg/m3,2018-01-01 21:00:00 +01:00,41.71153845846153
ES,O3,µg/m3,2018-01-01 22:00:00 +01:00,41.3461538423077
ES,O3,µg/m3,2018-01-01 23:00:00 +01:00,53.359999994166664
ES,O3,µg/m3,2018-01-02 00:00:00 +01:00,55.157692304615395
ES,O3,µg/m3,2018-01-02 01:00:00 +01:00,55.872307689230766
