Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm10 (µg/m3)
NL,PM10,µg/m3,2017-01-01 00:00:00 +01:00,379.9571428499999
NL,PM10,µg/m3,2017-01-01 01:00:00 +01:00,190.38571428142856
NL,PM10,µg/m3,2017-01-01 02:00:00 +01:00,253.44285714142856
NL,PM10,µg/m3,2017-01-01 03:00:00 +01:00,126.11428571142858
NL,PM10,µg/m3,2017-01-01 04:00:00 +01:00,76.21428570857144
NL,PM10,µg/m3,2017-01-01 05:00:00 +01:00,58.62857142285715
NL,PM10,µg/m3,2017-01-01 06:00:00 +01:00,51.62857142714286
NL,PM10,µg/m3,2017-01-01 07:00:00 +01:00,42.414285711428576
NL,PM10,µg/m3,2017-01-01 08:00:00 +01:00,40.82857142571429
NL,PM10,µg/m3,2017-01-01 09:00:00 +01:00,38.31428571
NL,PM10,µg/m3,2017-01-01 10:00:00 +01:00,33.657142854285716
NL,PM10,µg/m3,2017-01-01 11:00:00 +01:00,36.699999992857144
NL,PM10,µg/m3,2017-01-01 12:00:00 +01:00,39.22857142714286
NL,PM10,µg/m3,2017-01-01 13:00:00 +01:00,36.185714284285716
NL,PM10,µg/m3,2017-01-01 14:00:00 +01:00,30.67142857
NL,PM10,µg/m3,2017-01-01 15:00:00 +01:00,35.88571427857143
NL,PM10,µg/m3,2017-01-01 16:00:00 +01:00,35.228571422857144
NL,PM10,µg/m3,2017-01-01 17:00:00 +01:00,38.049999995
NL,PM10,µg/m3,2017-01-01 18:00:00 +01:00,42.78571428428571
NL,PM10,µg/m3,2017-01-01 19:00:00 +01:00,47.08571428285715
NL,PM10,µg/m3,2017-01-01 20:00:00 +01:00,45.142857140000004
NL,PM10,µg/m3,2017-01-01 21:00:00 +01:00,40.485714281428564
NL,PM10,µg/m3,2017-01-01 22:00:00 +01:00,37.59999999285714
NL,PM10,µg/m3,2017-01-01 23:00:00 +01:00,35.22857142714285
NL,PM10,µg/m3,2017-01-02 00:00:00 +01:00,33.31428571142857
NL,PM10,µg/m3,2017-01-02 01:00:00 +01:00,28.04285714
NL,PM10,µg/m3,2017-01-02 02:00:00 +01:00,15.857142851428572
NL,PM10,µg/m3,2017-01-02 03:00:00 +01:00,18.028571427142857
NL,PM10,µg/m3,2017-01-02 04:00:00 +01:00,24.07142856857143
NL,PM10,µg/m3,2017-01-02 05:00:00 +01:00,26.499999995714287
NL,PM10,µg/m3,2017-01-02 06:00:00 +01:00,29.48571427857143
NL,PM10,µg/m3,2017-01-02 07:00:00 +01:00,28.08571428285714
NL,PM10,µg/m3,2017-01-02 08:00:00 +01:00,27.642857137142858
NL,PM10,µg/m3,2017-01-02 09:00:00 +01:00,27.95714285
NL,PM10,µg/m3,2017-01-02 10:00:00 +01:00,30.057142852857144
NL,PM10,µg/m3,2017-01-02 11:00:00 +01:00,29.81428571
NL,PM10,µg/m3,2017-01-02 12:00:00 +01:00,22.114285711428572
NL,PM10,µg/m3,2017-01-02 13:00:00 +01:00,18.642857139999997
NL,PM10,µg/m3,2017-01-02 14:00:00 +01:00,17.399999997142857
NL,PM10,µg/m3,2017-01-02 15:00:00 +01:00,17.84285714
NL,PM10,µg/m3,2017-01-02 16:00:00 +01:00,14.371428565714286
NL,PM10,µg/m3,2017-01-02 17:00:00 +01:00,15.271428568571432
NL,PM10,µg/m3,2017-01-02 18:00:00 +01:00,13.914285712857145
NL,PM10,µg/m3,2017-01-02 19:00:00 +01:00,14.1
NL,PM10,µg/m3,2017-01-02 20:00:00 +01:00,10.828571425714285
NL,PM10,µg/m3,2017-01-02 21:00:00 +01:00,14.314285709999998
NL,PM10,µg/m3,2017-01-02 22:00:00 +01:00,17.98571428
NL,PM10,µg/m3,2017-01-02 23:00:00 +01:00,13.7
NL,PM10,µg/m3,2017-01-03 00:00:00 +01:00,12.571428568571426
NL,PM10,µg/m3,2017-01-03 01:00:00 +01:00,13.857142851428572
NL,PM10,µg/m3,2017-01-03 02:00:00 +01:00,12.242857137142858
NL,PM10,µg/m3,2017-01-03 03:00:00 +01:00,12.928571422857145
NL,PM10,µg/m3,2017-01-03 04:00:00 +01:00,12.899999997142857
NL,PM10,µg/m3,2017-01-03 05:00:00 +01:00,11.128571425714286
NL,PM10,µg/m3,2017-01-03 06:00:00 +01:00,15.671428568571427
NL,PM10,µg/m3,2017-01-03 07:00:00 +01:00,16.971428565714284
NL,PM10,µg/m3,2017-01-03 08:00:00 +01:00,16.34285714142857
NL,PM10,µg/m3,2017-01-03 09:00:00 +01:00,17.428571422857143
NL,PM10,µg/m3,2017-01-03 10:00:00 +01:00,15.714285709999997
NL,PM10,µg/m3,2017-01-03 11:00:00 +01:00,12.342857139999998
