Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean no2 (µg/m3)
FR,NO2,µg/m3,2015-01-01 01:00:00 +01:00,111.63888888888889
FR,NO2,µg/m3,2015-01-01 02:00:00 +01:00,112.25
FR,NO2,µg/m3,2015-01-01 03:00:00 +01:00,102.74074074074075
FR,NO2,µg/m3,2015-01-01 04:00:00 +01:00,100.11111111111111
FR,NO2,µg/m3,2015-01-01 05:00:00 +01:00,94.45370370370371
FR,NO2,µg/m3,2015-01-01 06:00:00 +01:00,87.31481481481481
FR,NO2,µg/m3,2015-01-01 07:00:00 +01:00,84.74074074074075
FR,NO2,µg/m3,2015-01-01 08:00:00 +01:00,82.00925925925925
FR,NO2,µg/m3,2015-01-01 09:00:00 +01:00,78.13888888888889
FR,NO2,µg/m3,2015-01-01 10:00:00 +01:00,76.87962962962963
FR,NO2,µg/m3,2015-01-01 11:00:00 +01:00,73.62962962962963
FR,NO2,µg/m3,2015-01-01 12:00:00 +01:00,59.379629629629626
FR,NO2,µg/m3,2015-01-01 13:00:00 +01:00,45.75925925925926
FR,NO2,µg/m3,2015-01-01 14:00:00 +01:00,40.71296296296296
FR,NO2,µg/m3,2015-01-01 15:00:00 +01:00,41.48148148148148
FR,NO2,µg/m3,2015-01-01 16:00:00 +01:00,48.02777777777778
FR,NO2,µg/m3,2015-01-01 17:00:00 +01:00,58.18518518518518
FR,NO2,µg/m3,2015-01-01 18:00:00 +01:00,63.28703703703704
FR,NO2,µg/m3,2015-01-01 19:00:00 +01:00,65.81481481481481
FR,NO2,µg/m3,2015-01-01 20:00:00 +01:00,62.842592592592595
FR,NO2,µg/m3,2015-01-01 21:00:00 +01:00,54.22222222222222
FR,NO2,µg/m3,2015-01-01 22:00:00 +01:00,48.93518518518518
FR,NO2,µg/m3,2015-01-01 23:00:00 +01:00,41.69444444444444
FR,NO2,µg/m3,2015-01-02 00:00:00 +01:00,35.02777777777778
FR,NO2,µg/m3,2015-01-02 01:00:00 +01:00,29.12037037037037
FR,NO2,µg/m3,2015-01-02 02:00:00 +01:00,25.203703703703702
FR,NO2,µg/m3,2015-01-02 03:00:00 +01:00,24.47222222222222
FR,NO2,µg/m3,2015-01-02 04:00:00 +01:00,26.685185185185187
FR,NO2,µg/m3,2015-01-02 05:00:00 +01:00,31.962962962962962
FR,NO2,µg/m3,2015-01-02 06:00:00 +01:00,40.7962962962963
FR,NO2,µg/m3,2015-01-02 07:00:00 +01:00,43.592592592592595
FR,NO2,µg/m3,2015-01-02 08:00:00 +01:00,46.80555555555556
FR,NO2,µg/m3,2015-01-02 09:00:00 +01:00,49.27777777777778
FR,NO2,µg/m3,2015-01-02 10:00:00 +01:00,50.083333333333336
FR,NO2,µg/m3,2015-01-02 11:00:00 +01:00,53.49038461538461
FR,NO2,µg/m3,2015-01-02 12:00:00 +01:00,56.86538461538461
FR,NO2,µg/m3,2015-01-02 13:00:00 +01:00,57.96153846153846
FR,NO2,µg/m3,2015-01-02 14:00:00 +01:00,52.57692307692308
FR,NO2,µg/m3,2015-01-02 15:00:00 +01:00,51.25925925925926
FR,NO2,µg/m3,2015-01-02 16:00:00 +01:00,63.888888888888886
FR,NO2,µg/m3,2015-01-02 17:00:00 +01:00,76.8425925925926
FR,NO2,µg/m3,2015-01-02 18:00:00 +01:00,88.75925925925925
FR,NO2,µg/m3,2015-01-02 19:00:00 +01:00,99.0
FR,NO2,µg/m3,2015-01-02 20:00:00 +01:00,104.66666666666667
FR,NO2,µg/m3,2015-01-02 21:00:00 +01:00,102.8425925925926
FR,NO2,µg/m3,2015-01-02 22:00:00 +01:00,107.70370370370371
FR,NO2,µg/m3,2015-01-02 23:00:00 +01:00,107.13888888888889
FR,NO2,µg/m3,2015-01-03 00:00:00 +01:00,101.94444444444444
FR,NO2,µg/m3,2015-01-03 01:00:00 +01:00,88.37962962962963
FR,NO2,µg/m3,2015-01-03 02:00:00 +01:00,66.9074074074074
FR,NO2,µg/m3,2015-01-03 03:00:00 +01:00,45.388888888888886
FR,NO2,µg/m3,2015-01-03 04:00:00 +01:00,40.69444444444444
FR,NO2,µg/m3,2015-01-03 05:00:00 +01:00,40.69444444444444
FR,NO2,µg/m3,2015-01-03 06:00:00 +01:00,41.00925925925926
FR,NO2,µg/m3,2015-01-03 07:00:00 +01:00,35.98148148148148
FR,NO2,µg/m3,2015-01-03 08:00:00 +01:00,41.157407407407405
FR,NO2,µg/m3,2015-01-03 09:00:00 +01:00,46.342592592592595
FR,NO2,µg/m3,2015-01-03 10:00:00 +01:00,44.870370370370374
FR,NO2,µg/m3,2015-01-03 11:00:00 +01:00,36.074074074074076
FR,NO2,µg/m3,2015-01-03 12:00:00 +01:00,31.712962962962962
FR,NO2,µg/m3,2015-01-03 13:00:00 +01:00,33.842592592592595
FR,NO2,µg/m3,2015-01-03 14:00:00 +01:00,36.370370370370374
FR,NO2,µg/m3,2015-01-03 15:00:00 +01:00,31.0
FR,NO2,µg/m3,2015-01-03 16:00:00 +01:00,27.61111111111111
FR,NO2,µg/m3,2015-01-03 17:00:00 +01:00,29.935185185185187
FR,NO2,µg/m3,2015-01-03 18:00:00 +01:00,32.861111111111114
FR,NO2,µg/m3,2015-01-03 19:00:00 +01:00,32.824074074074076
FR,NO2,µg/m3,2015-01-03 20:00:00 +01:00,32.842592592592595
FR,NO2,µg/m3,2015-01-03 21:00:00 +01:00,30.77777777777778
FR,NO2,µg/m3,2015-01-03 22:00:00 +01:00,34.083333333333336
FR,NO2,µg/m3,2015-01-03 23:00:00 +01:00,36.01851851851852
FR,NO2,µg/m3,2015-01-04 00:00:00 +01:00,34.96296296296296
FR,NO2,µg/m3,2015-01-04 01:00:00 +01:00,27.87037037037037
FR,NO2,µg/m3,2015-01-04 02:00:00 +01:00,24.203703703703702
FR,NO2,µg/m3,2015-01-04 03:00:00 +01:00,21.462962962962962
FR,NO2,µg/m3,2015-01-04 04:00:00 +01:00,18.34259259259259
FR,NO2,µg/m3,2015-01-04 05:00:00 +01:00,19.13888888888889
FR,NO2,µg/m3,2015-01-04 06:00:00 +01:00,20.944444444444443
FR,NO2,µg/m3,2015-01-04 07:00:00 +01:00,24.60185185185185
FR,NO2,µg/m3,2015-01-04 08:00:00 +01:00,29.425925925925927
FR,NO2,µg/m3,2015-01-04 09:00:00 +01:00,35.81481481481482
FR,NO2,µg/m3,2015-01-04 10:00:00 +01:00,38.398148148148145
FR,NO2,µg/m3,2015-01-04 11:00:00 +01:00,39.333333333333336
FR,NO2,µg/m3,2015-01-04 12:00:00 +01:00,44.03703703703704
FR,NO2,µg/m3,2015-01-04 13:00:00 +01:00,41.907407407407405
FR,NO2,µg/m3,2015-01-04 14:00:00 +01:00,41.611111111111114
FR,NO2,µg/m3,2015-01-04 15:00:00 +01:00,46.842592592592595
FR,NO2,µg/m3,2015-01-04 16:00:00 +01:00,57.21296296296296
FR,NO2,µg/m3,2015-01-04 17:00:00 +01:00,75.17592592592592
FR,NO2,µg/m3,2015-01-04 18:00:00 +01:00,86.91666666666667
FR,NO2,µg/m3,2015-01-04 19:00:00 +01:00,94.6574074074074
FR,NO2,µg/m3,2015-01-04 20:00:00 +01:00,91.57407407407408
FR,NO2,µg/m3,2015-01-04 21:00:00 +01:00,87.42592592592592
FR,NO2,µg/m3,2015-01-04 22:00:00 +01:00,81.60185185185185
FR,NO2,µg/m3,2015-01-04 23:00:00 +01:00,72.97222222222223
FR,NO2,µg/m3,2015-01-05 00:00:00 +01:00,69.10185185185185
FR,NO2,µg/m3,2015-01-05 01:00:00 +01:00,64.70192307692308
FR,NO2,µg/m3,2015-01-05 02:00:00 +01:00,60.824074074074076
FR,NO2,µg/m3,2015-01-05 03:00:00 +01:00,57.333333333333336
FR,NO2,µg/m3,2015-01-05 04:00:00 +01:00,58.074074074074076
FR,NO2,µg/m3,2015-01-05 05:00:00 +01:00,61.99074074074074
FR,NO2,µg/m3,2015-01-05 06:00:00 +01:00,68.91666666666667
FR,NO2,µg/m3,2015-01-05 07:00:00 +01:00,76.26851851851852
FR,NO2,µg/m3,2015-01-05 08:00:00 +01:00,80.22222222222223
FR,NO2,µg/m3,2015-01-05 09:00:00 +01:00,81.93518518518519
FR,NO2,µg/m3,2015-01-05 10:00:00 +01:00,82.00961538461539
FR,NO2,µg/m3,2015-01-05 11:00:00 +01:00,77.3132
FR,NO2,µg/m3,2015-01-05 12:00:00 +01:00,74.53833333333334
FR,NO2,µg/m3,2015-01-05 13:00:00 +01:00,73.15217391304348
FR,NO2,µg/m3,2015-01-05 14:00:00 +01:00,71.0576923076923
FR,NO2,µg/m3,2015-01-05 15:00:00 +01:00,68.91666666666667
FR,NO2,µg/m3,2015-01-05 16:00:00 +01:00,73.70370370370371
FR,NO2,µg/m3,2015-01-05 17:00:00 +01:00,76.36111111111111
FR,NO2,µg/m3,2015-01-05 18:00:00 +01:00,74.72222222222223
FR,NO2,µg/m3,2015-01-05 19:00:00 +01:00,73.85185185185185
FR,NO2,µg/m3,2015-01-05 20:00:00 +01:00,67.71296296296296
FR,NO2,µg/m3,2015-01-05 21:00:00 +01:00,61.01851851851852
FR,NO2,µg/m3,2015-01-05 22:00:00 +01:00,59.16346153846154
FR,NO2,µg/m3,2015-01-05 23:00:00 +01:00,54.638888888888886
FR,NO2,µg/m3,2015-01-06 00:00:00 +01:00,50.842592592592595
FR,NO2,µg/m3,2015-01-06 01:00:00 +01:00,44.49074074074074
FR,NO2,µg/m3,2015-01-06 02:00:00 +01:00,40.78703703703704
FR,NO2,µg/m3,2015-01-06 03:00:00 +01:00,40.851851851851855
FR,NO2,µg/m3,2015-01-06 04:00:00 +01:00,41.0462962962963
FR,NO2,µg/m3,2015-01-06 05:00:00 +01:00,44.30555555555556
FR,NO2,µg/m3,2015-01-06 06:00:00 +01:00,46.666666666666664
FR,NO2,µg/m3,2015-01-06 07:00:00 +01:00,49.407407407407405
