Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
AT,O3,µg/m3,2013-01-01 00:00:00 +01:00,25.42222221777778
AT,O3,µg/m3,2013-01-01 01:00:00 +01:00,22.978499998
AT,O3,µg/m3,2013-01-01 02:00:00 +01:00,24.394799998
AT,O3,µg/m3,2013-01-01 03:00:00 +01:00,31.516999999
AT,O3,µg/m3,2013-01-01 04:00:00 +01:00,37.436800000000005
AT,O3,µg/m3,2013-01-01 05:00:00 +01:00,39.492799995999995
AT,O3,µg/m3,2013-01-01 06:00:00 +01:00,41.01777777444445
AT,O3,µg/m3,2013-01-01 07:00:00 +01:00,40.774374997500004
AT,O3,µg/m3,2013-01-01 08:00:00 +01:00,39.25711110666667
AT,O3,µg/m3,2013-01-01 09:00:00 +01:00,38.80044444333333
AT,O3,µg/m3,2013-01-01 10:00:00 +01:00,40.42122222
AT,O3,µg/m3,2013-01-01 11:00:00 +01:00,41.178399997999996
AT,O3,µg/m3,2013-01-01 12:00:00 +01:00,40.350999996
AT,O3,µg/m3,2013-01-01 13:00:00 +01:00,40.111399998
AT,O3,µg/m3,2013-01-01 14:00:00 +01:00,39.576899999
AT,O3,µg/m3,2013-01-01 15:00:00 +01:00,37.204099998
AT,O3,µg/m3,2013-01-01 16:00:00 +01:00,34.97989999799999
AT,O3,µg/m3,2013-01-01 17:00:00 +01:00,34.903799999
AT,O3,µg/m3,2013-01-01 18:00:00 +01:00,35.68344444111111
AT,O3,µg/m3,2013-01-01 19:00:00 +01:00,36.080222219999996
AT,O3,µg/m3,2013-01-01 20:00:00 +01:00,34.125599997
AT,O3,µg/m3,2013-01-01 21:00:00 +01:00,33.037199996000005
AT,O3,µg/m3,2013-01-01 22:00:00 +01:00,33.13577777555556
AT,O3,µg/m3,2013-01-01 23:00:00 +01:00,32.59444444333334
AT,O3,µg/m3,2013-01-02 00:00:00 +01:00,32.581399999
AT,O3,µg/m3,2013-01-02 01:00:00 +01:00,32.60969999900001
AT,O3,µg/m3,2013-01-02 02:00:00 +01:00,32.8476
AT,O3,µg/m3,2013-01-02 03:00:00 +01:00,32.432399997
AT,O3,µg/m3,2013-01-02 04:00:00 +01:00,31.535399998000003
AT,O3,µg/m3,2013-01-02 05:00:00 +01:00,29.98833333222222
AT,O3,µg/m3,2013-01-02 06:00:00 +01:00,25.849749997500002
AT,O3,µg/m3,2013-01-02 07:00:00 +01:00,18.77866666444444
AT,O3,µg/m3,2013-01-02 08:00:00 +01:00,14.485111108888889
AT,O3,µg/m3,2013-01-02 09:00:00 +01:00,14.515777775555556
AT,O3,µg/m3,2013-01-02 10:00:00 +01:00,14.9085
AT,O3,µg/m3,2013-01-02 11:00:00 +01:00,18.210099999999997
AT,O3,µg/m3,2013-01-02 12:00:00 +01:00,25.656599997
AT,O3,µg/m3,2013-01-02 13:00:00 +01:00,30.052599999000005
AT,O3,µg/m3,2013-01-02 14:00:00 +01:00,31.863899997000004
AT,O3,µg/m3,2013-01-02 15:00:00 +01:00,34.313599997000004
AT,O3,µg/m3,2013-01-02 16:00:00 +01:00,37.250599997
AT,O3,µg/m3,2013-01-02 17:00:00 +01:00,41.84355555222223
