Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
FR,O3,µg/m3,2015-01-01 01:00:00 +01:00,7.642857142857143
FR,O3,µg/m3,2015-01-01 02:00:00 +01:00,6.166666666666667
FR,O3,µg/m3,2015-01-01 03:00:00 +01:00,6.0
FR,O3,µg/m3,2015-01-01 04:00:00 +01:00,4.916666666666667
FR,O3,µg/m3,2015-01-01 05:00:00 +01:00,3.5
FR,O3,µg/m3,2015-01-01 06:00:00 +01:00,2.9722222222222223
FR,O3,µg/m3,2015-01-01 07:00:00 +01:00,3.5277777777777777
FR,O3,µg/m3,2015-01-01 08:00:00 +01:00,2.9722222222222223
FR,O3,µg/m3,2015-01-01 09:00:00 +01:00,3.25
FR,O3,µg/m3,2015-01-01 10:00:00 +01:00,6.5
FR,O3,µg/m3,2015-01-01 11:00:00 +01:00,16.5
FR,O3,µg/m3,2015-01-01 12:00:00 +01:00,28.833333333333332
FR,O3,µg/m3,2015-01-01 13:00:00 +01:00,42.12
FR,O3,µg/m3,2015-01-01 14:00:00 +01:00,48.72222222222222
FR,O3,µg/m3,2015-01-01 15:00:00 +01:00,50.55555555555556
FR,O3,µg/m3,2015-01-01 16:00:00 +01:00,44.97222222222222
FR,O3,µg/m3,2015-01-01 17:00:00 +01:00,36.611111111111114
FR,O3,µg/m3,2015-01-01 18:00:00 +01:00,28.13888888888889
FR,O3,µg/m3,2015-01-01 19:00:00 +01:00,21.944444444444443
FR,O3,µg/m3,2015-01-01 20:00:00 +01:00,22.869999999999997
FR,O3,µg/m3,2015-01-01 21:00:00 +01:00,27.416666666666668
FR,O3,µg/m3,2015-01-01 22:00:00 +01:00,31.38888888888889
FR,O3,µg/m3,2015-01-01 23:00:00 +01:00,37.611111111111114
FR,O3,µg/m3,2015-01-02 00:00:00 +01:00,40.97222222222222
FR,O3,µg/m3,2015-01-02 01:00:00 +01:00,42.17857142857143
FR,O3,µg/m3,2015-01-02 02:00:00 +01:00,39.97222222222222
FR,O3,µg/m3,2015-01-02 03:00:00 +01:00,39.611111111111114
FR,O3,µg/m3,2015-01-02 04:00:00 +01:00,38.27777777777778
FR,O3,µg/m3,2015-01-02 05:00:00 +01:00,35.333333333333336
FR,O3,µg/m3,2015-01-02 06:00:00 +01:00,27.416666666666668
FR,O3,µg/m3,2015-01-02 07:00:00 +01:00,24.13888888888889
FR,O3,µg/m3,2015-01-02 08:00:00 +01:00,21.88888888888889
FR,O3,µg/m3,2015-01-02 09:00:00 +01:00,18.916666666666668
FR,O3,µg/m3,2015-01-02 10:00:00 +01:00,14.3125
FR,O3,µg/m3,2015-01-02 11:00:00 +01:00,9.6875
FR,O3,µg/m3,2015-01-02 12:00:00 +01:00,11.833333333333334
FR,O3,µg/m3,2015-01-02 13:00:00 +01:00,15.213333333333335
FR,O3,µg/m3,2015-01-02 14:00:00 +01:00,23.194444444444443
FR,O3,µg/m3,2015-01-02 15:00:00 +01:00,36.75
FR,O3,µg/m3,2015-01-02 16:00:00 +01:00,34.75
FR,O3,µg/m3,2015-01-02 17:00:00 +01:00,19.11111111111111
FR,O3,µg/m3,2015-01-02 18:00:00 +01:00,8.527777777777779
FR,O3,µg/m3,2015-01-02 19:00:00 +01:00,4.166666666666667
FR,O3,µg/m3,2015-01-02 20:00:00 +01:00,4.63
FR,O3,µg/m3,2015-01-02 21:00:00 +01:00,6.972222222222222
FR,O3,µg/m3,2015-01-02 22:00:00 +01:00,4.944444444444445
FR,O3,µg/m3,2015-01-02 23:00:00 +01:00,5.25
FR,O3,µg/m3,2015-01-03 00:00:00 +01:00,2.861111111111111
FR,O3,µg/m3,2015-01-03 01:00:00 +01:00,2.607142857142857
FR,O3,µg/m3,2015-01-03 02:00:00 +01:00,3.25
FR,O3,µg/m3,2015-01-03 03:00:00 +01:00,4.0
FR,O3,µg/m3,2015-01-03 04:00:00 +01:00,6.055555555555555
FR,O3,µg/m3,2015-01-03 05:00:00 +01:00,7.805555555555555
FR,O3,µg/m3,2015-01-03 06:00:00 +01:00,13.5
FR,O3,µg/m3,2015-01-03 07:00:00 +01:00,21.805555555555557
FR,O3,µg/m3,2015-01-03 08:00:00 +01:00,18.055555555555557
FR,O3,µg/m3,2015-01-03 09:00:00 +01:00,14.194444444444445
FR,O3,µg/m3,2015-01-03 10:00:00 +01:00,10.444444444444445
FR,O3,µg/m3,2015-01-03 11:00:00 +01:00,12.833333333333334
FR,O3,µg/m3,2015-01-03 12:00:00 +01:00,19.416666666666668
FR,O3,µg/m3,2015-01-03 13:00:00 +01:00,23.444444444444443
FR,O3,µg/m3,2015-01-03 14:00:00 +01:00,29.38888888888889
FR,O3,µg/m3,2015-01-03 15:00:00 +01:00,37.25
FR,O3,µg/m3,2015-01-03 16:00:00 +01:00,41.333333333333336
FR,O3,µg/m3,2015-01-03 17:00:00 +01:00,46.638888888888886
FR,O3,µg/m3,2015-01-03 18:00:00 +01:00,48.638888888888886
FR,O3,µg/m3,2015-01-03 19:00:00 +01:00,47.47222222222222
FR,O3,µg/m3,2015-01-03 20:00:00 +01:00,45.852222222222224
FR,O3,µg/m3,2015-01-03 21:00:00 +01:00,46.19444444444444
FR,O3,µg/m3,2015-01-03 22:00:00 +01:00,40.05555555555556
FR,O3,µg/m3,2015-01-03 23:00:00 +01:00,30.666666666666668
