Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
PT,O3,µg/m3,2019-01-01 01:00:00 +01:00,10.733333333333336
PT,O3,µg/m3,2019-01-01 02:00:00 +01:00,9.466666666666667
PT,O3,µg/m3,2019-01-01 03:00:00 +01:00,6.3100000000000005
PT,O3,µg/m3,2019-01-01 04:00:00 +01:00,5.580000000000001
PT,O3,µg/m3,2019-01-01 05:00:00 +01:00,7.066666666666666
PT,O3,µg/m3,2019-01-01 06:00:00 +01:00,7.522222222222222
PT,O3,µg/m3,2019-01-01 07:00:00 +01:00,6.87
PT,O3,µg/m3,2019-01-01 08:00:00 +01:00,6.270000000000001
PT,O3,µg/m3,2019-01-01 09:00:00 +01:00,7.1
PT,O3,µg/m3,2019-01-01 10:00:00 +01:00,12.720000000000002
PT,O3,µg/m3,2019-01-01 11:00:00 +01:00,23.410000000000004
PT,O3,µg/m3,2019-01-01 12:00:00 +01:00,33.94
PT,O3,µg/m3,2019-01-01 13:00:00 +01:00,38.82
PT,O3,µg/m3,2019-01-01 14:00:00 +01:00,43.5
PT,O3,µg/m3,2019-01-01 15:00:00 +01:00,45.2
PT,O3,µg/m3,2019-01-01 16:00:00 +01:00,45.309999999999995
PT,O3,µg/m3,2019-01-01 17:00:00 +01:00,30.810000000000002
PT,O3,µg/m3,2019-01-01 18:00:00 +01:00,8.190000000000001
PT,O3,µg/m3,2019-01-01 19:00:00 +01:00,7.610000000000001
PT,O3,µg/m3,2019-01-01 20:00:00 +01:00,8.959999999999999
PT,O3,µg/m3,2019-01-01 21:00:00 +01:00,7.9799999999999995
PT,O3,µg/m3,2019-01-01 22:00:00 +01:00,8.34
PT,O3,µg/m3,2019-01-01 23:00:00 +01:00,13.429999999999998
PT,O3,µg/m3,2019-01-02 00:00:00 +01:00,15.5
PT,O3,µg/m3,2019-01-02 01:00:00 +01:00,17.56666666666667
PT,O3,µg/m3,2019-01-02 02:00:00 +01:00,32.46666666666667
PT,O3,µg/m3,2019-01-02 03:00:00 +01:00,44.91111111111111
PT,O3,µg/m3,2019-01-02 04:00:00 +01:00,47.33333333333333
PT,O3,µg/m3,2019-01-02 05:00:00 +01:00,41.82222222222222
PT,O3,µg/m3,2019-01-02 06:00:00 +01:00,37.49999999999999
PT,O3,µg/m3,2019-01-02 07:00:00 +01:00,22.750000000000004
PT,O3,µg/m3,2019-01-02 08:00:00 +01:00,13.85
PT,O3,µg/m3,2019-01-02 09:00:00 +01:00,10.266666666666667
PT,O3,µg/m3,2019-01-02 10:00:00 +01:00,14.411111111111113
PT,O3,µg/m3,2019-01-02 11:00:00 +01:00,20.85
PT,O3,µg/m3,2019-01-02 12:00:00 +01:00,25.630000000000003
PT,O3,µg/m3,2019-01-02 13:00:00 +01:00,30.15
PT,O3,µg/m3,2019-01-02 14:00:00 +01:00,35.63
PT,O3,µg/m3,2019-01-02 15:00:00 +01:00,35.82
PT,O3,µg/m3,2019-01-02 16:00:00 +01:00,39.11
PT,O3,µg/m3,2019-01-02 17:00:00 +01:00,36.08
PT,O3,µg/m3,2019-01-02 18:00:00 +01:00,33.230000000000004
PT,O3,µg/m3,2019-01-02 19:00:00 +01:00,33.33
PT,O3,µg/m3,2019-01-02 20:00:00 +01:00,27.54
PT,O3,µg/m3,2019-01-02 21:00:00 +01:00,28.879999999999995
PT,O3,µg/m3,2019-01-02 22:00:00 +01:00,32.169999999999995
PT,O3,µg/m3,2019-01-02 23:00:00 +01:00,35.011111111111106
PT,O3,µg/m3,2019-01-03 00:00:00 +01:00,33.84444444444444
PT,O3,µg/m3,2019-01-03 01:00:00 +01:00,36.111111111111114
PT,O3,µg/m3,2019-01-03 02:00:00 +01:00,34.12222222222223
PT,O3,µg/m3,2019-01-03 03:00:00 +01:00,28.71111111111111
PT,O3,µg/m3,2019-01-03 04:00:00 +01:00,23.866666666666667
PT,O3,µg/m3,2019-01-03 05:00:00 +01:00,20.419999999999998
