Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
AT,O3,µg/m3,2016-01-01 00:00:00 +01:00,9.5462499975
AT,O3,µg/m3,2016-01-01 01:00:00 +01:00,15.099749997500002
AT,O3,µg/m3,2016-01-01 02:00:00 +01:00,14.630749995
AT,O3,µg/m3,2016-01-01 03:00:00 +01:00,16.009749997500002
AT,O3,µg/m3,2016-01-01 04:00:00 +01:00,16.7822499975
AT,O3,µg/m3,2016-01-01 05:00:00 +01:00,15.6812499925
AT,O3,µg/m3,2016-01-01 06:00:00 +01:00,15.878249992499999
AT,O3,µg/m3,2016-01-01 07:00:00 +01:00,20.3774999975
AT,O3,µg/m3,2016-01-01 08:00:00 +01:00,26.58899999666667
AT,O3,µg/m3,2016-01-01 09:00:00 +01:00,23.2837499925
AT,O3,µg/m3,2016-01-01 10:00:00 +01:00,22.2074999975
AT,O3,µg/m3,2016-01-01 11:00:00 +01:00,21.8675
AT,O3,µg/m3,2016-01-01 12:00:00 +01:00,22.770999995
AT,O3,µg/m3,2016-01-01 13:00:00 +01:00,20.47675
AT,O3,µg/m3,2016-01-01 14:00:00 +01:00,18.32225
AT,O3,µg/m3,2016-01-01 15:00:00 +01:00,12.367999993333333
AT,O3,µg/m3,2016-01-01 16:00:00 +01:00,15.529666666666666
AT,O3,µg/m3,2016-01-01 17:00:00 +01:00,14.1772499975
AT,O3,µg/m3,2016-01-01 18:00:00 +01:00,15.685333333333332
AT,O3,µg/m3,2016-01-01 19:00:00 +01:00,15.309999997499999
AT,O3,µg/m3,2016-01-01 20:00:00 +01:00,24.2354999975
AT,O3,µg/m3,2016-01-01 21:00:00 +01:00,25.985499994999998
AT,O3,µg/m3,2016-01-01 22:00:00 +01:00,33.81375
AT,O3,µg/m3,2016-01-01 23:00:00 +01:00,37.841999995
AT,O3,µg/m3,2016-01-02 00:00:00 +01:00,33.5979999975
AT,O3,µg/m3,2016-01-02 01:00:00 +01:00,34.423499995
AT,O3,µg/m3,2016-01-02 02:00:00 +01:00,20.1962499975
AT,O3,µg/m3,2016-01-02 03:00:00 +01:00,10.083499995
AT,O3,µg/m3,2016-01-02 04:00:00 +01:00,8.205249995
AT,O3,µg/m3,2016-01-02 05:00:00 +01:00,9.415500000000002
AT,O3,µg/m3,2016-01-02 06:00:00 +01:00,11.92425
AT,O3,µg/m3,2016-01-02 07:00:00 +01:00,15.682999996666666
AT,O3,µg/m3,2016-01-02 08:00:00 +01:00,19.8289999975
