Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm25 (µg/m3)
AT,PM2.5,µg/m3,2020-01-01 00:00:00 +01:00,29.826458766666672
AT,PM2.5,µg/m3,2020-01-01 01:00:00 +01:00,13.590454254166666
AT,PM2.5,µg/m3,2020-01-01 02:00:00 +01:00,11.861153995833334
AT,PM2.5,µg/m3,2020-01-01 03:00:00 +01:00,11.157354111666665
AT,PM2.5,µg/m3,2020-01-01 04:00:00 +01:00,10.605575079166668
AT,PM2.5,µg/m3,2020-01-01 05:00:00 +01:00,10.948554351666667
AT,PM2.5,µg/m3,2020-01-01 06:00:00 +01:00,11.794012542499999
AT,PM2.5,µg/m3,2020-01-01 07:00:00 +01:00,11.112083348333334
AT,PM2.5,µg/m3,2020-01-01 08:00:00 +01:00,11.40504161
AT,PM2.5,µg/m3,2020-01-01 09:00:00 +01:00,10.82073759583333
AT,PM2.5,µg/m3,2020-01-01 10:00:00 +01:00,10.497233385833335
AT,PM2.5,µg/m3,2020-01-01 11:00:00 +01:00,10.037562763333334
AT,PM2.5,µg/m3,2020-01-01 12:00:00 +01:00,10.911520953333335
AT,PM2.5,µg/m3,2020-01-01 13:00:00 +01:00,12.333441730833336
AT,PM2.5,µg/m3,2020-01-01 14:00:00 +01:00,11.582624826666667
AT,PM2.5,µg/m3,2020-01-01 15:00:00 +01:00,11.2651292425
AT,PM2.5,µg/m3,2020-01-01 16:00:00 +01:00,13.108420764166667
AT,PM2.5,µg/m3,2020-01-01 17:00:00 +01:00,16.3277207175
AT,PM2.5,µg/m3,2020-01-01 18:00:00 +01:00,19.039020454166664
AT,PM2.5,µg/m3,2020-01-01 19:00:00 +01:00,19.925708209166665
AT,PM2.5,µg/m3,2020-01-01 20:00:00 +01:00,23.088791763333333
AT,PM2.5,µg/m3,2020-01-01 21:00:00 +01:00,23.05245844
AT,PM2.5,µg/m3,2020-01-01 22:00:00 +01:00,22.513916806666668
AT,PM2.5,µg/m3,2020-01-01 23:00:00 +01:00,22.28383334
AT,PM2.5,µg/m3,2020-01-02 00:00:00 +01:00,22.94845803
AT,PM2.5,µg/m3,2020-01-02 01:00:00 +01:00,22.656332964166666
AT,PM2.5,µg/m3,2020-01-02 02:00:00 +01:00,22.713333125833334
AT,PM2.5,µg/m3,2020-01-02 03:00:00 +01:00,21.314708625833333
AT,PM2.5,µg/m3,2020-01-02 04:00:00 +01:00,20.850708319166667
AT,PM2.5,µg/m3,2020-01-02 05:00:00 +01:00,20.68905416666667
AT,PM2.5,µg/m3,2020-01-02 06:00:00 +01:00,20.909708336666668
AT,PM2.5,µg/m3,2020-01-02 07:00:00 +01:00,21.7364997825
AT,PM2.5,µg/m3,2020-01-02 08:00:00 +01:00,23.4192082025
AT,PM2.5,µg/m3,2020-01-02 09:00:00 +01:00,25.119125203333336
AT,PM2.5,µg/m3,2020-01-02 10:00:00 +01:00,28.730583662500006
AT,PM2.5,µg/m3,2020-01-02 11:00:00 +01:00,30.256375306666666
AT,PM2.5,µg/m3,2020-01-02 12:00:00 +01:00,29.61470826
AT,PM2.5,µg/m3,2020-01-02 13:00:00 +01:00,30.47279134833334
AT,PM2.5,µg/m3,2020-01-02 14:00:00 +01:00,30.571957901666668
AT,PM2.5,µg/m3,2020-01-02 15:00:00 +01:00,31.67012516166667
AT,PM2.5,µg/m3,2020-01-02 16:00:00 +01:00,32.60429143416667
AT,PM2.5,µg/m3,2020-01-02 17:00:00 +01:00,34.59679189833333
AT,PM2.5,µg/m3,2020-01-02 18:00:00 +01:00,39.04474973250001
AT,PM2.5,µg/m3,2020-01-02 19:00:00 +01:00,40.22491597666666
AT,PM2.5,µg/m3,2020-01-02 20:00:00 +01:00,43.58837572249999
AT,PM2.5,µg/m3,2020-01-02 21:00:00 +01:00,42.56404113166667
AT,PM2.5,µg/m3,2020-01-02 22:00:00 +01:00,42.48429202500001
AT,PM2.5,µg/m3,2020-01-02 23:00:00 +01:00,43.05279159
AT,PM2.5,µg/m3,2020-01-03 00:00:00 +01:00,42.736291245
AT,PM2.5,µg/m3,2020-01-03 01:00:00 +01:00,42.77408217833334
AT,PM2.5,µg/m3,2020-01-03 02:00:00 +01:00,42.97358353500001
AT,PM2.5,µg/m3,2020-01-03 03:00:00 +01:00,43.82416661083334
AT,PM2.5,µg/m3,2020-01-03 04:00:00 +01:00,43.29454167333333
AT,PM2.5,µg/m3,2020-01-03 05:00:00 +01:00,42.19437503416667
AT,PM2.5,µg/m3,2020-01-03 06:00:00 +01:00,41.042750671666674
AT,PM2.5,µg/m3,2020-01-03 07:00:00 +01:00,38.817374699999995
AT,PM2.5,µg/m3,2020-01-03 08:00:00 +01:00,37.21829096
AT,PM2.5,µg/m3,2020-01-03 09:00:00 +01:00,36.58670901833333
AT,PM2.5,µg/m3,2020-01-03 10:00:00 +01:00,38.942582443333336
AT,PM2.5,µg/m3,2020-01-03 11:00:00 +01:00,41.44762451916666
AT,PM2.5,µg/m3,2020-01-03 12:00:00 +01:00,40.83704153166667
AT,PM2.5,µg/m3,2020-01-03 13:00:00 +01:00,40.70379161416667
AT,PM2.5,µg/m3,2020-01-03 14:00:00 +01:00,41.62891737166667
AT,PM2.5,µg/m3,2020-01-03 15:00:00 +01:00,39.03924941416667
AT,PM2.5,µg/m3,2020-01-03 16:00:00 +01:00,37.721999481666664
AT,PM2.5,µg/m3,2020-01-03 17:00:00 +01:00,37.75895722166666
AT,PM2.5,µg/m3,2020-01-03 18:00:00 +01:00,39.369167006666665
