Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm10 (µg/m3)
AT,PM10,µg/m3,2016-01-01 00:00:00 +01:00,103.578528966
AT,PM10,µg/m3,2016-01-01 01:00:00 +01:00,87.93500386000002
AT,PM10,µg/m3,2016-01-01 02:00:00 +01:00,72.19308001307692
AT,PM10,µg/m3,2016-01-01 03:00:00 +01:00,72.2503465423077
AT,PM10,µg/m3,2016-01-01 04:00:00 +01:00,60.99453852076923
AT,PM10,µg/m3,2016-01-01 05:00:00 +01:00,51.28788433692307
AT,PM10,µg/m3,2016-01-01 06:00:00 +01:00,43.845307267692306
AT,PM10,µg/m3,2016-01-01 07:00:00 +01:00,36.63603870076924
AT,PM10,µg/m3,2016-01-01 08:00:00 +01:00,34.872654097692305
AT,PM10,µg/m3,2016-01-01 09:00:00 +01:00,32.99815353230769
AT,PM10,µg/m3,2016-01-01 10:00:00 +01:00,34.3529231623077
AT,PM10,µg/m3,2016-01-01 11:00:00 +01:00,36.697846039999995
AT,PM10,µg/m3,2016-01-01 12:00:00 +01:00,38.906115154615385
AT,PM10,µg/m3,2016-01-01 13:00:00 +01:00,42.13873099538462
AT,PM10,µg/m3,2016-01-01 14:00:00 +01:00,43.515615308461534
AT,PM10,µg/m3,2016-01-01 15:00:00 +01:00,44.98646133307692
AT,PM10,µg/m3,2016-01-01 16:00:00 +01:00,45.47026911923077
AT,PM10,µg/m3,2016-01-01 17:00:00 +01:00,41.77315520076923
AT,PM10,µg/m3,2016-01-01 18:00:00 +01:00,38.872422576153845
AT,PM10,µg/m3,2016-01-01 19:00:00 +01:00,39.98088454538462
AT,PM10,µg/m3,2016-01-01 20:00:00 +01:00,35.10350064615385
AT,PM10,µg/m3,2016-01-01 21:00:00 +01:00,26.238154622307693
AT,PM10,µg/m3,2016-01-01 22:00:00 +01:00,19.564943083846153
AT,PM10,µg/m3,2016-01-01 23:00:00 +01:00,18.894692635384615
AT,PM10,µg/m3,2016-01-02 00:00:00 +01:00,31.599075784499995
AT,PM10,µg/m3,2016-01-02 01:00:00 +01:00,22.582423054615386
