Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean pm10 (µg/m3)
GB,PM10,µg/m3,2019-01-01 01:00:00 +01:00,26.55
GB,PM10,µg/m3,2019-01-01 02:00:00 +01:00,18.533333333333335
GB,PM10,µg/m3,2019-01-01 03:00:00 +01:00,12.200000000000001
GB,PM10,µg/m3,2019-01-01 04:00:00 +01:00,12.299999999999999
GB,PM10,µg/m3,2019-01-01 05:00:00 +01:00,12.283333333333333
GB,PM10,µg/m3,2019-01-01 06:00:00 +01:00,14.38
GB,PM10,µg/m3,2019-01-01 07:00:00 +01:00,13.416666666666666
GB,PM10,µg/m3,2019-01-01 08:00:00 +01:00,12.533333333333331
GB,PM10,µg/m3,2019-01-01 09:00:00 +01:00,12.983333333333334
GB,PM10,µg/m3,2019-01-01 10:00:00 +01:00,13.633333333333333
GB,PM10,µg/m3,2019-01-01 11:00:00 +01:00,11.733333333333334
GB,PM10,µg/m3,2019-01-01 12:00:00 +01:00,9.916666666666666
GB,PM10,µg/m3,2019-01-01 13:00:00 +01:00,10.616666666666667
GB,PM10,µg/m3,2019-01-01 14:00:00 +01:00,11.383333333333333
GB,PM10,µg/m3,2019-01-01 15:00:00 +01:00,10.166666666666666
GB,PM10,µg/m3,2019-01-01 16:00:00 +01:00,11.75
GB,PM10,µg/m3,2019-01-01 17:00:00 +01:00,14.216666666666667
GB,PM10,µg/m3,2019-01-01 18:00:00 +01:00,16.016666666666666
GB,PM10,µg/m3,2019-01-01 19:00:00 +01:00,16.9
GB,PM10,µg/m3,2019-01-01 20:00:00 +01:00,15.566666666666668
GB,PM10,µg/m3,2019-01-01 21:00:00 +01:00,12.783333333333331
GB,PM10,µg/m3,2019-01-01 22:00:00 +01:00,11.283333333333333
GB,PM10,µg/m3,2019-01-01 23:00:00 +01:00,13.783333333333333
GB,PM10,µg/m3,2019-01-02 00:00:00 +01:00,13.100000000000001
GB,PM10,µg/m3,2019-01-02 01:00:00 +01:00,12.459999999999999
GB,PM10,µg/m3,2019-01-02 02:00:00 +01:00,13.34
GB,PM10,µg/m3,2019-01-02 03:00:00 +01:00,12.9
GB,PM10,µg/m3,2019-01-02 04:00:00 +01:00,14.0
GB,PM10,µg/m3,2019-01-02 05:00:00 +01:00,14.680000000000001
GB,PM10,µg/m3,2019-01-02 06:00:00 +01:00,14.74
GB,PM10,µg/m3,2019-01-02 07:00:00 +01:00,16.8
GB,PM10,µg/m3,2019-01-02 08:00:00 +01:00,19.14
GB,PM10,µg/m3,2019-01-02 09:00:00 +01:00,16.1
GB,PM10,µg/m3,2019-01-02 10:00:00 +01:00,18.12
GB,PM10,µg/m3,2019-01-02 11:00:00 +01:00,21.94
GB,PM10,µg/m3,2019-01-02 12:00:00 +01:00,21.14
GB,PM10,µg/m3,2019-01-02 13:00:00 +01:00,21.020000000000003
GB,PM10,µg/m3,2019-01-02 14:00:00 +01:00,19.02
GB,PM10,µg/m3,2019-01-02 15:00:00 +01:00,18.119999999999997
GB,PM10,µg/m3,2019-01-02 16:00:00 +01:00,19.560000000000002
GB,PM10,µg/m3,2019-01-02 17:00:00 +01:00,18.98
GB,PM10,µg/m3,2019-01-02 18:00:00 +01:00,19.56
GB,PM10,µg/m3,2019-01-02 19:00:00 +01:00,20.339999999999996
GB,PM10,µg/m3,2019-01-02 20:00:00 +01:00,19.939999999999998
GB,PM10,µg/m3,2019-01-02 21:00:00 +01:00,19.68
GB,PM10,µg/m3,2019-01-02 22:00:00 +01:00,18.639999999999997
GB,PM10,µg/m3,2019-01-02 23:00:00 +01:00,19.18
GB,PM10,µg/m3,2019-01-03 00:00:00 +01:00,18.28
GB,PM10,µg/m3,2019-01-03 01:00:00 +01:00,16.36
GB,PM10,µg/m3,2019-01-03 02:00:00 +01:00,14.919999999999998
GB,PM10,µg/m3,2019-01-03 03:00:00 +01:00,13.059999999999999
GB,PM10,µg/m3,2019-01-03 04:00:00 +01:00,12.059999999999999
GB,PM10,µg/m3,2019-01-03 05:00:00 +01:00,13.075
GB,PM10,µg/m3,2019-01-03 06:00:00 +01:00,13.62
GB,PM10,µg/m3,2019-01-03 07:00:00 +01:00,15.979999999999999
GB,PM10,µg/m3,2019-01-03 08:00:00 +01:00,18.259999999999998
GB,PM10,µg/m3,2019-01-03 09:00:00 +01:00,14.440000000000001
GB,PM10,µg/m3,2019-01-03 10:00:00 +01:00,8.2
GB,PM10,µg/m3,2019-01-03 11:00:00 +01:00,13.983333333333333
GB,PM10,µg/m3,2019-01-03 12:00:00 +01:00,13.566666666666668
GB,PM10,µg/m3,2019-01-03 13:00:00 +01:00,17.62
GB,PM10,µg/m3,2019-01-03 14:00:00 +01:00,16.5
GB,PM10,µg/m3,2019-01-03 15:00:00 +01:00,21.04
GB,PM10,µg/m3,2019-01-03 16:00:00 +01:00,21.759999999999998
GB,PM10,µg/m3,2019-01-03 17:00:00 +01:00,22.319999999999997
GB,PM10,µg/m3,2019-01-03 18:00:00 +01:00,20.499999999999996
GB,PM10,µg/m3,2019-01-03 19:00:00 +01:00,22.139999999999997
GB,PM10,µg/m3,2019-01-03 20:00:00 +01:00,23.080000000000002
GB,PM10,µg/m3,2019-01-03 21:00:00 +01:00,27.919999999999998
GB,PM10,µg/m3,2019-01-03 22:00:00 +01:00,29.159999999999997
GB,PM10,µg/m3,2019-01-03 23:00:00 +01:00,31.9
GB,PM10,µg/m3,2019-01-04 00:00:00 +01:00,28.240000000000002
GB,PM10,µg/m3,2019-01-04 01:00:00 +01:00,25.639999999999997
GB,PM10,µg/m3,2019-01-04 02:00:00 +01:00,21.88
GB,PM10,µg/m3,2019-01-04 03:00:00 +01:00,21.259999999999998
GB,PM10,µg/m3,2019-01-04 04:00:00 +01:00,21.42
GB,PM10,µg/m3,2019-01-04 05:00:00 +01:00,22.8
GB,PM10,µg/m3,2019-01-04 06:00:00 +01:00,28.78
GB,PM10,µg/m3,2019-01-04 07:00:00 +01:00,33.76
GB,PM10,µg/m3,2019-01-04 08:00:00 +01:00,38.16
GB,PM10,µg/m3,2019-01-04 09:00:00 +01:00,44.940000000000005
GB,PM10,µg/m3,2019-01-04 10:00:00 +01:00,48.239999999999995
GB,PM10,µg/m3,2019-01-04 11:00:00 +01:00,43.739999999999995
GB,PM10,µg/m3,2019-01-04 12:00:00 +01:00,43.68
GB,PM10,µg/m3,2019-01-04 13:00:00 +01:00,34.260000000000005
GB,PM10,µg/m3,2019-01-04 14:00:00 +01:00,33.42
GB,PM10,µg/m3,2019-01-04 15:00:00 +01:00,32.46
GB,PM10,µg/m3,2019-01-04 16:00:00 +01:00,27.05
GB,PM10,µg/m3,2019-01-04 17:00:00 +01:00,25.98
GB,PM10,µg/m3,2019-01-04 18:00:00 +01:00,30.840000000000003
GB,PM10,µg/m3,2019-01-04 19:00:00 +01:00,36.5
GB,PM10,µg/m3,2019-01-04 21:00:00 +01:00,41.959999999999994
GB,PM10,µg/m3,2019-01-04 22:00:00 +01:00,42.18000000000001
GB,PM10,µg/m3,2019-01-04 23:00:00 +01:00,41.94
GB,PM10,µg/m3,2019-01-05 00:00:00 +01:00,40.56
GB,PM10,µg/m3,2019-01-05 01:00:00 +01:00,38.82
GB,PM10,µg/m3,2019-01-05 02:00:00 +01:00,36.18
GB,PM10,µg/m3,2019-01-05 03:00:00 +01:00,34.739999999999995
