Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean no2 (µg/m3)
ES,NO2,µg/m3,2016-01-01 00:00:00 +01:00,47.75
ES,NO2,µg/m3,2016-01-01 01:00:00 +01:00,53.5
ES,NO2,µg/m3,2016-01-01 02:00:00 +01:00,53.875
ES,NO2,µg/m3,2016-01-01 03:00:00 +01:00,50.958333333333336
ES,NO2,µg/m3,2016-01-01 04:00:00 +01:00,49.0
ES,NO2,µg/m3,2016-01-01 05:00:00 +01:00,47.875
ES,NO2,µg/m3,2016-01-01 06:00:00 +01:00,43.375
ES,NO2,µg/m3,2016-01-01 07:00:00 +01:00,41.041666666666664
ES,NO2,µg/m3,2016-01-01 08:00:00 +01:00,34.625
ES,NO2,µg/m3,2016-01-01 09:00:00 +01:00,32.541666666666664
ES,NO2,µg/m3,2016-01-01 10:00:00 +01:00,27.916666666666668
ES,NO2,µg/m3,2016-01-01 11:00:00 +01:00,25.458333333333332
ES,NO2,µg/m3,2016-01-01 12:00:00 +01:00,24.041666666666668
ES,NO2,µg/m3,2016-01-01 13:00:00 +01:00,21.0
ES,NO2,µg/m3,2016-01-01 14:00:00 +01:00,23.083333333333332
ES,NO2,µg/m3,2016-01-01 15:00:00 +01:00,25.625
ES,NO2,µg/m3,2016-01-01 16:00:00 +01:00,20.833333333333332
ES,NO2,µg/m3,2016-01-01 17:00:00 +01:00,25.875
ES,NO2,µg/m3,2016-01-01 18:00:00 +01:00,39.833333333333336
ES,NO2,µg/m3,2016-01-01 19:00:00 +01:00,32.291666666666664
ES,NO2,µg/m3,2016-01-01 20:00:00 +01:00,26.25
ES,NO2,µg/m3,2016-01-01 21:00:00 +01:00,27.916666666666668
ES,NO2,µg/m3,2016-01-01 22:00:00 +01:00,29.875
ES,NO2,µg/m3,2016-01-01 23:00:00 +01:00,28.125
ES,NO2,µg/m3,2016-01-02 00:00:00 +01:00,11.625
ES,NO2,µg/m3,2016-01-02 01:00:00 +01:00,9.041666666666666
ES,NO2,µg/m3,2016-01-02 02:00:00 +01:00,8.333333333333334
ES,NO2,µg/m3,2016-01-02 03:00:00 +01:00,7.416666666666667
ES,NO2,µg/m3,2016-01-02 04:00:00 +01:00,8.541666666666666
ES,NO2,µg/m3,2016-01-02 05:00:00 +01:00,9.208333333333334
ES,NO2,µg/m3,2016-01-02 06:00:00 +01:00,13.041666666666666
ES,NO2,µg/m3,2016-01-02 07:00:00 +01:00,15.208333333333334
ES,NO2,µg/m3,2016-01-02 08:00:00 +01:00,18.25
ES,NO2,µg/m3,2016-01-02 09:00:00 +01:00,24.208333333333332
ES,NO2,µg/m3,2016-01-02 10:00:00 +01:00,24.875
ES,NO2,µg/m3,2016-01-02 11:00:00 +01:00,22.416666666666668
ES,NO2,µg/m3,2016-01-02 12:00:00 +01:00,21.791666666666668
ES,NO2,µg/m3,2016-01-02 13:00:00 +01:00,20.333333333333332
ES,NO2,µg/m3,2016-01-02 14:00:00 +01:00,17.75
ES,NO2,µg/m3,2016-01-02 15:00:00 +01:00,14.75
ES,NO2,µg/m3,2016-01-02 16:00:00 +01:00,18.583333333333332
ES,NO2,µg/m3,2016-01-02 17:00:00 +01:00,29.958333333333332
ES,NO2,µg/m3,2016-01-02 18:00:00 +01:00,41.75
ES,NO2,µg/m3,2016-01-02 19:00:00 +01:00,51.041666666666664
ES,NO2,µg/m3,2016-01-02 20:00:00 +01:00,57.916666666666664
ES,NO2,µg/m3,2016-01-02 21:00:00 +01:00,67.79166666666667
ES,NO2,µg/m3,2016-01-02 22:00:00 +01:00,73.20833333333333
ES,NO2,µg/m3,2016-01-02 23:00:00 +01:00,70.45833333333333
ES,NO2,µg/m3,2016-01-03 00:00:00 +01:00,62.875
ES,NO2,µg/m3,2016-01-03 01:00:00 +01:00,52.25
ES,NO2,µg/m3,2016-01-03 02:00:00 +01:00,38.791666666666664
ES,NO2,µg/m3,2016-01-03 03:00:00 +01:00,27.291666666666668
ES,NO2,µg/m3,2016-01-03 04:00:00 +01:00,23.583333333333332
ES,NO2,µg/m3,2016-01-03 05:00:00 +01:00,19.833333333333332
ES,NO2,µg/m3,2016-01-03 06:00:00 +01:00,22.041666666666668
ES,NO2,µg/m3,2016-01-03 07:00:00 +01:00,23.791666666666668
ES,NO2,µg/m3,2016-01-03 08:00:00 +01:00,25.0
