Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
FR,O3,µg/m3,2020-01-01 00:00:00 +01:00,4.7749999999999995
FR,O3,µg/m3,2020-01-01 01:00:00 +01:00,4.3375
FR,O3,µg/m3,2020-01-01 02:00:00 +01:00,3.2
FR,O3,µg/m3,2020-01-01 03:00:00 +01:00,2.1875
FR,O3,µg/m3,2020-01-01 04:00:00 +01:00,3.5875
FR,O3,µg/m3,2020-01-01 05:00:00 +01:00,5.0625
FR,O3,µg/m3,2020-01-01 06:00:00 +01:00,3.9749999999999996
FR,O3,µg/m3,2020-01-01 07:00:00 +01:00,1.9874999999999998
FR,O3,µg/m3,2020-01-01 08:00:00 +01:00,2.1125
FR,O3,µg/m3,2020-01-01 09:00:00 +01:00,3.0249999999999995
FR,O3,µg/m3,2020-01-01 10:00:00 +01:00,4.1875
FR,O3,µg/m3,2020-01-01 11:00:00 +01:00,5.3375
FR,O3,µg/m3,2020-01-01 12:00:00 +01:00,6.262499999999999
FR,O3,µg/m3,2020-01-01 13:00:00 +01:00,6.749999999999999
FR,O3,µg/m3,2020-01-01 14:00:00 +01:00,7.049999999999999
FR,O3,µg/m3,2020-01-01 15:00:00 +01:00,6.6625000000000005
FR,O3,µg/m3,2020-01-01 16:00:00 +01:00,5.3375
FR,O3,µg/m3,2020-01-01 17:00:00 +01:00,3.625
FR,O3,µg/m3,2020-01-01 18:00:00 +01:00,3.0125
FR,O3,µg/m3,2020-01-01 19:00:00 +01:00,2.85
FR,O3,µg/m3,2020-01-01 20:00:00 +01:00,2.9875
FR,O3,µg/m3,2020-01-01 21:00:00 +01:00,3.2375000000000003
FR,O3,µg/m3,2020-01-01 22:00:00 +01:00,2.925
FR,O3,µg/m3,2020-01-01 23:00:00 +01:00,3.2874999999999996
FR,O3,µg/m3,2020-01-02 00:00:00 +01:00,3.3499999999999996
FR,O3,µg/m3,2020-01-02 01:00:00 +01:00,3.4125
FR,O3,µg/m3,2020-01-02 02:00:00 +01:00,3.8625
FR,O3,µg/m3,2020-01-02 03:00:00 +01:00,4.1625000000000005
FR,O3,µg/m3,2020-01-02 04:00:00 +01:00,3.65
FR,O3,µg/m3,2020-01-02 05:00:00 +01:00,2.9375
FR,O3,µg/m3,2020-01-02 06:00:00 +01:00,2.1250000000000004
FR,O3,µg/m3,2020-01-02 07:00:00 +01:00,2.3125
FR,O3,µg/m3,2020-01-02 08:00:00 +01:00,1.7374999999999998
FR,O3,µg/m3,2020-01-02 09:00:00 +01:00,1.6
FR,O3,µg/m3,2020-01-02 10:00:00 +01:00,3.3999999999999995
FR,O3,µg/m3,2020-01-02 11:00:00 +01:00,7.475
FR,O3,µg/m3,2020-01-02 12:00:00 +01:00,11.875
FR,O3,µg/m3,2020-01-02 13:00:00 +01:00,15.014285714285714
FR,O3,µg/m3,2020-01-02 14:00:00 +01:00,18.285714285714285
FR,O3,µg/m3,2020-01-02 15:00:00 +01:00,22.11428571428571
FR,O3,µg/m3,2020-01-02 16:00:00 +01:00,21.575
FR,O3,µg/m3,2020-01-02 17:00:00 +01:00,14.975000000000001
FR,O3,µg/m3,2020-01-02 18:00:00 +01:00,13.525000000000002
FR,O3,µg/m3,2020-01-02 19:00:00 +01:00,15.1875
FR,O3,µg/m3,2020-01-02 20:00:00 +01:00,16.1875
FR,O3,µg/m3,2020-01-02 21:00:00 +01:00,21.462500000000002
FR,O3,µg/m3,2020-01-02 22:00:00 +01:00,32.0375
FR,O3,µg/m3,2020-01-02 23:00:00 +01:00,38.375
FR,O3,µg/m3,2020-01-03 00:00:00 +01:00,39.31249999999999
FR,O3,µg/m3,2020-01-03 01:00:00 +01:00,41.25
