Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
PT,O3,µg/m3,2013-01-01 01:00:00 +01:00,60.74285714285714
PT,O3,µg/m3,2013-01-01 02:00:00 +01:00,52.81428571428571
PT,O3,µg/m3,2013-01-01 03:00:00 +01:00,38.971428571428575
PT,O3,µg/m3,2013-01-01 04:00:00 +01:00,29.614285712857143
PT,O3,µg/m3,2013-01-01 05:00:00 +01:00,27.828571427142858
PT,O3,µg/m3,2013-01-01 06:00:00 +01:00,29.642857142857142
PT,O3,µg/m3,2013-01-01 07:00:00 +01:00,29.285714285714285
PT,O3,µg/m3,2013-01-01 08:00:00 +01:00,20.09999999857143
PT,O3,µg/m3,2013-01-01 09:00:00 +01:00,18.571428571428573
PT,O3,µg/m3,2013-01-01 10:00:00 +01:00,33.32857142857143
PT,O3,µg/m3,2013-01-01 11:00:00 +01:00,48.54285714142858
PT,O3,µg/m3,2013-01-01 12:00:00 +01:00,48.81428571285715
PT,O3,µg/m3,2013-01-01 13:00:00 +01:00,44.27142857
PT,O3,µg/m3,2013-01-01 14:00:00 +01:00,41.48571428571428
PT,O3,µg/m3,2013-01-01 15:00:00 +01:00,41.35714285714287
PT,O3,µg/m3,2013-01-01 16:00:00 +01:00,52.52857142714286
PT,O3,µg/m3,2013-01-01 17:00:00 +01:00,50.385714285714286
PT,O3,µg/m3,2013-01-01 18:00:00 +01:00,43.22857142714286
PT,O3,µg/m3,2013-01-01 19:00:00 +01:00,31.99999999857143
PT,O3,µg/m3,2013-01-01 20:00:00 +01:00,29.97142857142857
PT,O3,µg/m3,2013-01-01 21:00:00 +01:00,33.22857142857143
PT,O3,µg/m3,2013-01-01 22:00:00 +01:00,36.65714285714286
PT,O3,µg/m3,2013-01-01 23:00:00 +01:00,33.89999999857143
PT,O3,µg/m3,2013-01-02 00:00:00 +01:00,39.52857142714286
PT,O3,µg/m3,2013-01-02 01:00:00 +01:00,48.38571428428572
PT,O3,µg/m3,2013-01-02 02:00:00 +01:00,47.25714285714286
PT,O3,µg/m3,2013-01-02 03:00:00 +01:00,46.671428569999996
PT,O3,µg/m3,2013-01-02 04:00:00 +01:00,44.55714285714286
PT,O3,µg/m3,2013-01-02 05:00:00 +01:00,38.62857142714286
PT,O3,µg/m3,2013-01-02 06:00:00 +01:00,33.97142857
PT,O3,µg/m3,2013-01-02 07:00:00 +01:00,28.27142857142857
PT,O3,µg/m3,2013-01-02 08:00:00 +01:00,16.22857142857143
PT,O3,µg/m3,2013-01-02 09:00:00 +01:00,14.671428571428574
PT,O3,µg/m3,2013-01-02 10:00:00 +01:00,23.27142857142857
PT,O3,µg/m3,2013-01-02 11:00:00 +01:00,31.057142857142857
PT,O3,µg/m3,2013-01-02 12:00:00 +01:00,34.971428571428575
PT,O3,µg/m3,2013-01-02 13:00:00 +01:00,37.042857142857144
PT,O3,µg/m3,2013-01-02 14:00:00 +01:00,41.41428571285714
PT,O3,µg/m3,2013-01-02 15:00:00 +01:00,44.257142855714285
PT,O3,µg/m3,2013-01-02 16:00:00 +01:00,40.12857142714285
PT,O3,µg/m3,2013-01-02 17:00:00 +01:00,34.728571428571435
PT,O3,µg/m3,2013-01-02 18:00:00 +01:00,14.428571428571429
PT,O3,µg/m3,2013-01-02 19:00:00 +01:00,9.228571428571428
PT,O3,µg/m3,2013-01-02 20:00:00 +01:00,10.599999998571429
