Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
PT,O3,µg/m3,2017-01-01 00:00:00 +01:00,13.188888886666668
PT,O3,µg/m3,2017-01-01 01:00:00 +01:00,17.977777776666667
PT,O3,µg/m3,2017-01-01 02:00:00 +01:00,15.777777776666666
PT,O3,µg/m3,2017-01-01 03:00:00 +01:00,15.711111110000003
PT,O3,µg/m3,2017-01-01 04:00:00 +01:00,16.211111105555556
PT,O3,µg/m3,2017-01-01 05:00:00 +01:00,15.288888885555556
PT,O3,µg/m3,2017-01-01 06:00:00 +01:00,15.566666663333333
PT,O3,µg/m3,2017-01-01 07:00:00 +01:00,14.899999995555554
PT,O3,µg/m3,2017-01-01 08:00:00 +01:00,13.855555554444443
PT,O3,µg/m3,2017-01-01 09:00:00 +01:00,14.855555553333334
PT,O3,µg/m3,2017-01-01 10:00:00 +01:00,17.633333328888888
PT,O3,µg/m3,2017-01-01 11:00:00 +01:00,20.21111110777778
PT,O3,µg/m3,2017-01-01 12:00:00 +01:00,22.722222218888888
PT,O3,µg/m3,2017-01-01 13:00:00 +01:00,25.13333333111111
PT,O3,µg/m3,2017-01-01 14:00:00 +01:00,25.41111111
PT,O3,µg/m3,2017-01-01 15:00:00 +01:00,26.888888886666667
PT,O3,µg/m3,2017-01-01 16:00:00 +01:00,25.377777773333335
PT,O3,µg/m3,2017-01-01 17:00:00 +01:00,20.76666666333334
PT,O3,µg/m3,2017-01-01 18:00:00 +01:00,14.999999995555555
PT,O3,µg/m3,2017-01-01 19:00:00 +01:00,13.766666662222223
PT,O3,µg/m3,2017-01-01 20:00:00 +01:00,10.655555553333334
PT,O3,µg/m3,2017-01-01 21:00:00 +01:00,9.888888886666669
PT,O3,µg/m3,2017-01-01 22:00:00 +01:00,9.177777775555557
PT,O3,µg/m3,2017-01-01 23:00:00 +01:00,10.399999997777776
PT,O3,µg/m3,2017-01-02 00:00:00 +01:00,13.811111105555556
PT,O3,µg/m3,2017-01-02 01:00:00 +01:00,20.66666666333333
PT,O3,µg/m3,2017-01-02 02:00:00 +01:00,36.44444444
PT,O3,µg/m3,2017-01-02 03:00:00 +01:00,48.08888888222222
PT,O3,µg/m3,2017-01-02 04:00:00 +01:00,51.97777777444445
PT,O3,µg/m3,2017-01-02 05:00:00 +01:00,50.43333332888889
