Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
FR,O3,µg/m3,2019-01-01 01:00:00 +01:00,32.5375
FR,O3,µg/m3,2019-01-01 02:00:00 +01:00,32.775
FR,O3,µg/m3,2019-01-01 03:00:00 +01:00,32.0125
FR,O3,µg/m3,2019-01-01 04:00:00 +01:00,32.4625
FR,O3,µg/m3,2019-01-01 05:00:00 +01:00,42.375
FR,O3,µg/m3,2019-01-01 06:00:00 +01:00,33.974999999999994
FR,O3,µg/m3,2019-01-01 07:00:00 +01:00,37.6875
FR,O3,µg/m3,2019-01-01 08:00:00 +01:00,39.31250000000001
FR,O3,µg/m3,2019-01-01 09:00:00 +01:00,43.775
FR,O3,µg/m3,2019-01-01 10:00:00 +01:00,47.89999999999999
FR,O3,µg/m3,2019-01-01 11:00:00 +01:00,50.4
FR,O3,µg/m3,2019-01-01 12:00:00 +01:00,52.65
FR,O3,µg/m3,2019-01-01 13:00:00 +01:00,50.3
FR,O3,µg/m3,2019-01-01 14:00:00 +01:00,46.2
FR,O3,µg/m3,2019-01-01 15:00:00 +01:00,43.21249999999999
FR,O3,µg/m3,2019-01-01 16:00:00 +01:00,39.4375
FR,O3,µg/m3,2019-01-01 17:00:00 +01:00,35.887499999999996
FR,O3,µg/m3,2019-01-01 18:00:00 +01:00,26.2875
FR,O3,µg/m3,2019-01-01 19:00:00 +01:00,24.487500000000004
FR,O3,µg/m3,2019-01-01 20:00:00 +01:00,23.6375
FR,O3,µg/m3,2019-01-01 21:00:00 +01:00,22.025000000000002
FR,O3,µg/m3,2019-01-01 22:00:00 +01:00,21.637500000000003
FR,O3,µg/m3,2019-01-01 23:00:00 +01:00,38.199999999999996
FR,O3,µg/m3,2019-01-02 00:00:00 +01:00,54.125
FR,O3,µg/m3,2019-01-02 01:00:00 +01:00,56.06250000000001
FR,O3,µg/m3,2019-01-02 02:00:00 +01:00,52.837500000000006
FR,O3,µg/m3,2019-01-02 03:00:00 +01:00,49.900000000000006
FR,O3,µg/m3,2019-01-02 04:00:00 +01:00,47.3625
FR,O3,µg/m3,2019-01-02 05:00:00 +01:00,46.1375
FR,O3,µg/m3,2019-01-02 06:00:00 +01:00,41.6375
FR,O3,µg/m3,2019-01-02 07:00:00 +01:00,33.5
FR,O3,µg/m3,2019-01-02 08:00:00 +01:00,29.325
FR,O3,µg/m3,2019-01-02 09:00:00 +01:00,28.3
FR,O3,µg/m3,2019-01-02 10:00:00 +01:00,38.0625
FR,O3,µg/m3,2019-01-02 11:00:00 +01:00,42.125
FR,O3,µg/m3,2019-01-02 12:00:00 +01:00,48.1625
FR,O3,µg/m3,2019-01-02 13:00:00 +01:00,52.5125
FR,O3,µg/m3,2019-01-02 14:00:00 +01:00,51.987500000000004
FR,O3,µg/m3,2019-01-02 15:00:00 +01:00,52.4375
FR,O3,µg/m3,2019-01-02 16:00:00 +01:00,47.625
FR,O3,µg/m3,2019-01-02 17:00:00 +01:00,38.725
FR,O3,µg/m3,2019-01-02 18:00:00 +01:00,36.087500000000006
FR,O3,µg/m3,2019-01-02 19:00:00 +01:00,35.887499999999996
FR,O3,µg/m3,2019-01-02 20:00:00 +01:00,39.82857142857143
FR,O3,µg/m3,2019-01-02 21:00:00 +01:00,32.9125
FR,O3,µg/m3,2019-01-02 22:00:00 +01:00,31.775
FR,O3,µg/m3,2019-01-02 23:00:00 +01:00,36.825
FR,O3,µg/m3,2019-01-03 00:00:00 +01:00,35.8875
FR,O3,µg/m3,2019-01-03 01:00:00 +01:00,37.5375
FR,O3,µg/m3,2019-01-03 02:00:00 +01:00,43.074999999999996
FR,O3,µg/m3,2019-01-03 03:00:00 +01:00,44.9125
FR,O3,µg/m3,2019-01-03 04:00:00 +01:00,36.912499999999994
FR,O3,µg/m3,2019-01-03 05:00:00 +01:00,28.8875
FR,O3,µg/m3,2019-01-03 06:00:00 +01:00,21.8375
FR,O3,µg/m3,2019-01-03 07:00:00 +01:00,12.1125
FR,O3,µg/m3,2019-01-03 08:00:00 +01:00,7.437499999999999
FR,O3,µg/m3,2019-01-03 09:00:00 +01:00,9.828571428571427
FR,O3,µg/m3,2019-01-03 10:00:00 +01:00,16.066666666666666
FR,O3,µg/m3,2019-01-03 11:00:00 +01:00,24.400000000000002
FR,O3,µg/m3,2019-01-03 12:00:00 +01:00,35.371428571428574
FR,O3,µg/m3,2019-01-03 13:00:00 +01:00,42.628571428571426
FR,O3,µg/m3,2019-01-03 14:00:00 +01:00,45.5125
FR,O3,µg/m3,2019-01-03 15:00:00 +01:00,42.362500000000004
FR,O3,µg/m3,2019-01-03 16:00:00 +01:00,37.3125
FR,O3,µg/m3,2019-01-03 17:00:00 +01:00,31.6125
FR,O3,µg/m3,2019-01-03 18:00:00 +01:00,27.425
FR,O3,µg/m3,2019-01-03 19:00:00 +01:00,28.5
FR,O3,µg/m3,2019-01-03 20:00:00 +01:00,30.2125
FR,O3,µg/m3,2019-01-03 21:00:00 +01:00,35.224999999999994
FR,O3,µg/m3,2019-01-03 22:00:00 +01:00,33.3
FR,O3,µg/m3,2019-01-03 23:00:00 +01:00,32.0125
FR,O3,µg/m3,2019-01-04 00:00:00 +01:00,30.775
FR,O3,µg/m3,2019-01-04 01:00:00 +01:00,31.05
FR,O3,µg/m3,2019-01-04 02:00:00 +01:00,31.8
FR,O3,µg/m3,2019-01-04 03:00:00 +01:00,30.1125
FR,O3,µg/m3,2019-01-04 04:00:00 +01:00,25.762499999999996
FR,O3,µg/m3,2019-01-04 05:00:00 +01:00,21.6625
FR,O3,µg/m3,2019-01-04 06:00:00 +01:00,13.9875
FR,O3,µg/m3,2019-01-04 07:00:00 +01:00,8.9375
FR,O3,µg/m3,2019-01-04 08:00:00 +01:00,5.2125
FR,O3,µg/m3,2019-01-04 09:00:00 +01:00,6.3999999999999995
FR,O3,µg/m3,2019-01-04 10:00:00 +01:00,10.862499999999999
FR,O3,µg/m3,2019-01-04 11:00:00 +01:00,17.5
FR,O3,µg/m3,2019-01-04 12:00:00 +01:00,24.200000000000003
FR,O3,µg/m3,2019-01-04 13:00:00 +01:00,35.2125
FR,O3,µg/m3,2019-01-04 14:00:00 +01:00,37.1
FR,O3,µg/m3,2019-01-04 15:00:00 +01:00,41.550000000000004
FR,O3,µg/m3,2019-01-04 16:00:00 +01:00,37.612500000000004
FR,O3,µg/m3,2019-01-04 17:00:00 +01:00,31.4375
FR,O3,µg/m3,2019-01-04 18:00:00 +01:00,33.775
FR,O3,µg/m3,2019-01-04 19:00:00 +01:00,37.2875
FR,O3,µg/m3,2019-01-04 20:00:00 +01:00,36.6875
FR,O3,µg/m3,2019-01-04 21:00:00 +01:00,37.974999999999994
FR,O3,µg/m3,2019-01-04 22:00:00 +01:00,40.3125
FR,O3,µg/m3,2019-01-04 23:00:00 +01:00,37.474999999999994
FR,O3,µg/m3,2019-01-05 00:00:00 +01:00,35.599999999999994
FR,O3,µg/m3,2019-01-05 01:00:00 +01:00,38.537499999999994
FR,O3,µg/m3,2019-01-05 02:00:00 +01:00,40.95
FR,O3,µg/m3,2019-01-05 03:00:00 +01:00,42.5875
FR,O3,µg/m3,2019-01-05 04:00:00 +01:00,48.112500000000004
FR,O3,µg/m3,2019-01-05 05:00:00 +01:00,47.9125
FR,O3,µg/m3,2019-01-05 06:00:00 +01:00,45.4875
FR,O3,µg/m3,2019-01-05 07:00:00 +01:00,41.425000000000004
FR,O3,µg/m3,2019-01-05 08:00:00 +01:00,36.637499999999996
FR,O3,µg/m3,2019-01-05 09:00:00 +01:00,31.025000000000002
FR,O3,µg/m3,2019-01-05 10:00:00 +01:00,28.987499999999997
FR,O3,µg/m3,2019-01-05 11:00:00 +01:00,26.2
