Countrycode,AirPollutant,UnitOfMeasurement,DatetimeBegin,mean o3 (µg/m3)
FR,O3,µg/m3,2016-01-01 00:00:00 +01:00,35.71875
FR,O3,µg/m3,2016-01-01 01:00:00 +01:00,32.78125
FR,O3,µg/m3,2016-01-01 02:00:00 +01:00,23.0
FR,O3,µg/m3,2016-01-01 03:00:00 +01:00,16.416666666666668
FR,O3,µg/m3,2016-01-01 04:00:00 +01:00,10.416666666666666
FR,O3,µg/m3,2016-01-01 05:00:00 +01:00,5.388888888888889
FR,O3,µg/m3,2016-01-01 06:00:00 +01:00,4.722222222222222
FR,O3,µg/m3,2016-01-01 07:00:00 +01:00,3.8055555555555554
FR,O3,µg/m3,2016-01-01 08:00:00 +01:00,3.861111111111111
FR,O3,µg/m3,2016-01-01 09:00:00 +01:00,10.13888888888889
FR,O3,µg/m3,2016-01-01 10:00:00 +01:00,19.444444444444443
FR,O3,µg/m3,2016-01-01 11:00:00 +01:00,24.86111111111111
FR,O3,µg/m3,2016-01-01 12:00:00 +01:00,33.94444444444444
FR,O3,µg/m3,2016-01-01 13:00:00 +01:00,42.22222222222222
FR,O3,µg/m3,2016-01-01 14:00:00 +01:00,43.97222222222222
FR,O3,µg/m3,2016-01-01 15:00:00 +01:00,41.30555555555556
FR,O3,µg/m3,2016-01-01 16:00:00 +01:00,36.5
FR,O3,µg/m3,2016-01-01 17:00:00 +01:00,32.361111111111114
FR,O3,µg/m3,2016-01-01 18:00:00 +01:00,29.944444444444443
FR,O3,µg/m3,2016-01-01 19:00:00 +01:00,33.416666666666664
FR,O3,µg/m3,2016-01-01 20:00:00 +01:00,33.611111111111114
FR,O3,µg/m3,2016-01-01 21:00:00 +01:00,29.333333333333332
FR,O3,µg/m3,2016-01-01 22:00:00 +01:00,29.77777777777778
FR,O3,µg/m3,2016-01-01 23:00:00 +01:00,31.444444444444443
FR,O3,µg/m3,2016-01-02 00:00:00 +01:00,29.97222222222222
FR,O3,µg/m3,2016-01-02 01:00:00 +01:00,28.0
FR,O3,µg/m3,2016-01-02 02:00:00 +01:00,26.805555555555557
FR,O3,µg/m3,2016-01-02 03:00:00 +01:00,26.13888888888889
FR,O3,µg/m3,2016-01-02 04:00:00 +01:00,26.083333333333332
FR,O3,µg/m3,2016-01-02 05:00:00 +01:00,23.305555555555557
FR,O3,µg/m3,2016-01-02 06:00:00 +01:00,20.27777777777778
FR,O3,µg/m3,2016-01-02 07:00:00 +01:00,21.75
FR,O3,µg/m3,2016-01-02 08:00:00 +01:00,31.25
FR,O3,µg/m3,2016-01-02 09:00:00 +01:00,37.166666666666664
FR,O3,µg/m3,2016-01-02 10:00:00 +01:00,44.22222222222222
FR,O3,µg/m3,2016-01-02 11:00:00 +01:00,51.166666666666664
FR,O3,µg/m3,2016-01-02 12:00:00 +01:00,53.861111111111114
FR,O3,µg/m3,2016-01-02 13:00:00 +01:00,55.27777777777778
FR,O3,µg/m3,2016-01-02 14:00:00 +01:00,54.083333333333336
FR,O3,µg/m3,2016-01-02 15:00:00 +01:00,51.97222222222222
FR,O3,µg/m3,2016-01-02 16:00:00 +01:00,51.916666666666664
FR,O3,µg/m3,2016-01-02 17:00:00 +01:00,50.97222222222222
FR,O3,µg/m3,2016-01-02 18:00:00 +01:00,44.638888888888886
FR,O3,µg/m3,2016-01-02 19:00:00 +01:00,43.02777777777778
FR,O3,µg/m3,2016-01-02 20:00:00 +01:00,46.388888888888886
FR,O3,µg/m3,2016-01-02 21:00:00 +01:00,49.05555555555556
FR,O3,µg/m3,2016-01-02 22:00:00 +01:00,53.52777777777778
FR,O3,µg/m3,2016-01-02 23:00:00 +01:00,55.0
FR,O3,µg/m3,2016-01-03 00:00:00 +01:00,55.916666666666664
FR,O3,µg/m3,2016-01-03 01:00:00 +01:00,55.19444444444444
FR,O3,µg/m3,2016-01-03 02:00:00 +01:00,56.05444444111111
FR,O3,µg/m3,2016-01-03 03:00:00 +01:00,56.582222217777776
FR,O3,µg/m3,2016-01-03 04:00:00 +01:00,54.30555555555556
FR,O3,µg/m3,2016-01-03 05:00:00 +01:00,52.97222222222222
FR,O3,µg/m3,2016-01-03 06:00:00 +01:00,49.611111111111114
FR,O3,µg/m3,2016-01-03 07:00:00 +01:00,47.94444444444444
FR,O3,µg/m3,2016-01-03 08:00:00 +01:00,45.55555555555556
FR,O3,µg/m3,2016-01-03 09:00:00 +01:00,44.77777777777778
FR,O3,µg/m3,2016-01-03 10:00:00 +01:00,44.05555555555556
FR,O3,µg/m3,2016-01-03 11:00:00 +01:00,43.888888888888886
FR,O3,µg/m3,2016-01-03 12:00:00 +01:00,46.22222222222222
FR,O3,µg/m3,2016-01-03 13:00:00 +01:00,48.55555555555556
FR,O3,µg/m3,2016-01-03 14:00:00 +01:00,49.388888888888886
FR,O3,µg/m3,2016-01-03 15:00:00 +01:00,47.05555555555556
FR,O3,µg/m3,2016-01-03 16:00:00 +01:00,48.138888888888886
FR,O3,µg/m3,2016-01-03 17:00:00 +01:00,48.47222222222222
FR,O3,µg/m3,2016-01-03 18:00:00 +01:00,45.47222222222222
FR,O3,µg/m3,2016-01-03 19:00:00 +01:00,43.888888888888886
FR,O3,µg/m3,2016-01-03 20:00:00 +01:00,43.861111111111114
FR,O3,µg/m3,2016-01-03 21:00:00 +01:00,42.27777777777778
FR,O3,µg/m3,2016-01-03 22:00:00 +01:00,44.611111111111114
FR,O3,µg/m3,2016-01-03 23:00:00 +01:00,50.25
FR,O3,µg/m3,2016-01-04 00:00:00 +01:00,53.388888888888886
FR,O3,µg/m3,2016-01-04 01:00:00 +01:00,52.72222222222222
FR,O3,µg/m3,2016-01-04 02:00:00 +01:00,55.74111111
FR,O3,µg/m3,2016-01-04 03:00:00 +01:00,56.35222222111111
FR,O3,µg/m3,2016-01-04 04:00:00 +01:00,54.388888888888886
FR,O3,µg/m3,2016-01-04 05:00:00 +01:00,51.5
FR,O3,µg/m3,2016-01-04 06:00:00 +01:00,41.94444444444444
FR,O3,µg/m3,2016-01-04 07:00:00 +01:00,30.36111111111111
FR,O3,µg/m3,2016-01-04 08:00:00 +01:00,24.02777777777778
FR,O3,µg/m3,2016-01-04 09:00:00 +01:00,26.768888888888892
FR,O3,µg/m3,2016-01-04 10:00:00 +01:00,35.916666666666664
FR,O3,µg/m3,2016-01-04 11:00:00 +01:00,43.666666666666664
FR,O3,µg/m3,2016-01-04 12:00:00 +01:00,45.30555555555556
FR,O3,µg/m3,2016-01-04 13:00:00 +01:00,49.361111111111114
FR,O3,µg/m3,2016-01-04 14:00:00 +01:00,49.55555555555556
FR,O3,µg/m3,2016-01-04 15:00:00 +01:00,48.416666666666664
FR,O3,µg/m3,2016-01-04 16:00:00 +01:00,39.5
FR,O3,µg/m3,2016-01-04 17:00:00 +01:00,28.166666666666668
FR,O3,µg/m3,2016-01-04 18:00:00 +01:00,17.194444444444443
FR,O3,µg/m3,2016-01-04 19:00:00 +01:00,13.805555555555555
FR,O3,µg/m3,2016-01-04 20:00:00 +01:00,19.694444444444443
FR,O3,µg/m3,2016-01-04 21:00:00 +01:00,26.61111111111111
FR,O3,µg/m3,2016-01-04 22:00:00 +01:00,34.833333333333336
FR,O3,µg/m3,2016-01-04 23:00:00 +01:00,39.638888888888886
FR,O3,µg/m3,2016-01-05 00:00:00 +01:00,41.47222222222222
FR,O3,µg/m3,2016-01-05 01:00:00 +01:00,43.416666666666664
FR,O3,µg/m3,2016-01-05 02:00:00 +01:00,45.79666666666667
FR,O3,µg/m3,2016-01-05 03:00:00 +01:00,46.102222222222224
FR,O3,µg/m3,2016-01-05 04:00:00 +01:00,48.94444444444444
