,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,PT,STA-PT03071,NO2,48.6,µg/m3,2015-06-15 07:00:00 +01:00
1,PT,STA-PT03071,NO2,19.3,µg/m3,2015-06-15 03:00:00 +01:00
2,PT,STA-PT03071,NO2,17.1,µg/m3,2015-06-15 21:00:00 +01:00
3,PT,STA-PT03071,NO2,13.4,µg/m3,2015-06-15 15:00:00 +01:00
4,PT,STA-PT03071,NO2,14.0,µg/m3,2015-06-15 13:00:00 +01:00
5,PT,STA-PT03071,NO2,14.3,µg/m3,2015-06-15 11:00:00 +01:00
6,PT,STA-PT03071,NO2,7.1,µg/m3,2015-06-16 03:00:00 +01:00
7,PT,STA-PT03071,NO2,22.3,µg/m3,2015-06-15 19:00:00 +01:00
8,PT,STA-PT03071,NO2,11.5,µg/m3,2015-06-17 02:00:00 +01:00
9,PT,STA-PT03071,NO2,65.5,µg/m3,2015-06-17 07:00:00 +01:00
10,PT,STA-PT03071,NO2,21.4,µg/m3,2015-06-17 11:00:00 +01:00
11,PT,STA-PT03071,NO2,22.6,µg/m3,2015-06-16 23:00:00 +01:00
12,PT,STA-PT03071,NO2,17.6,µg/m3,2015-06-16 16:00:00 +01:00
13,PT,STA-PT03071,NO2,29.4,µg/m3,2015-06-16 19:00:00 +01:00
14,PT,STA-PT03071,NO2,14.6,µg/m3,2015-06-16 13:00:00 +01:00
15,PT,STA-PT03071,NO2,13.3,µg/m3,2015-06-16 14:00:00 +01:00
16,PT,STA-PT03071,NO2,6.5,µg/m3,2015-06-16 01:00:00 +01:00
17,PT,STA-PT03071,NO2,21.0,µg/m3,2015-06-16 07:00:00 +01:00
18,PT,STA-PT03071,NO2,14.7,µg/m3,2015-06-16 11:00:00 +01:00
19,PT,STA-PT03071,NO2,26.0,µg/m3,2015-06-16 09:00:00 +01:00
20,PT,STA-PT03071,NO2,27.8,µg/m3,2015-06-14 08:00:00 +01:00
21,PT,STA-PT03071,NO2,14.9,µg/m3,2015-06-13 23:00:00 +01:00
22,PT,STA-PT03071,NO2,14.9,µg/m3,2015-06-14 05:00:00 +01:00
23,PT,STA-PT03071,NO2,16.6,µg/m3,2015-06-15 04:00:00 +01:00
24,PT,STA-PT03071,NO2,22.4,µg/m3,2015-06-14 12:00:00 +01:00
25,PT,STA-PT03071,NO2,12.5,µg/m3,2015-06-14 14:00:00 +01:00
26,PT,STA-PT03071,NO2,7.4,µg/m3,2015-06-13 14:00:00 +01:00
27,PT,STA-PT03071,NO2,9.3,µg/m3,2015-06-13 12:00:00 +01:00
