,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
45,PT,STA-PT03100,NO2,62.5,µg/m3,2014-01-28 09:00:00 +01:00
46,PT,STA-PT03100,NO2,21.0,µg/m3,2014-01-27 23:00:00 +01:00
48,PT,STA-PT03100,NO2,37.9,µg/m3,2014-01-06 12:00:00 +01:00
49,PT,STA-PT03100,NO2,93.5,µg/m3,2014-01-04 23:00:00 +01:00
50,PT,STA-PT03100,NO2,18.8,µg/m3,2014-01-04 13:00:00 +01:00
51,PT,STA-PT03100,NO2,37.7,µg/m3,2014-01-07 15:00:00 +01:00
52,PT,STA-PT03100,NO2,100.8,µg/m3,2014-01-09 09:00:00 +01:00
53,PT,STA-PT03100,NO2,95.2,µg/m3,2014-01-09 18:00:00 +01:00
83,PT,STA-PT03100,NO2,72.2,µg/m3,2014-01-11 17:00:00 +01:00
84,PT,STA-PT03100,NO2,52.8,µg/m3,2014-01-10 14:00:00 +01:00
85,PT,STA-PT03100,NO2,74.4,µg/m3,2014-01-10 13:00:00 +01:00
98,PT,STA-PT03100,NO2,38.9,µg/m3,2014-01-14 23:00:00 +01:00
99,PT,STA-PT03100,NO2,16.7,µg/m3,2014-01-15 23:00:00 +01:00
100,PT,STA-PT03100,NO2,30.9,µg/m3,2014-01-23 09:00:00 +01:00
101,PT,STA-PT03100,NO2,30.0,µg/m3,2014-01-23 19:00:00 +01:00
102,PT,STA-PT03100,NO2,19.5,µg/m3,2014-01-23 08:00:00 +01:00
103,PT,STA-PT03100,NO2,2.3,µg/m3,2014-01-23 05:00:00 +01:00
104,PT,STA-PT03100,NO2,9.8,µg/m3,2014-01-22 23:00:00 +01:00
105,PT,STA-PT03100,NO2,13.9,µg/m3,2014-01-26 23:00:00 +01:00
106,PT,STA-PT03100,NO2,36.2,µg/m3,2014-01-27 11:00:00 +01:00
107,PT,STA-PT03100,NO2,49.3,µg/m3,2014-01-27 19:00:00 +01:00
108,PT,STA-PT03100,NO2,21.6,µg/m3,2014-01-27 07:00:00 +01:00
109,PT,STA-PT03100,NO2,22.9,µg/m3,2014-01-27 13:00:00 +01:00
110,PT,STA-PT03100,NO2,83.5,µg/m3,2014-01-27 09:00:00 +01:00
111,PT,STA-PT03100,NO2,4.5,µg/m3,2014-01-27 06:00:00 +01:00
113,PT,STA-PT03100,NO2,57.5,µg/m3,2014-01-19 22:00:00 +01:00
114,PT,STA-PT03100,NO2,108.9,µg/m3,2014-01-20 21:00:00 +01:00
115,PT,STA-PT03100,NO2,63.3,µg/m3,2014-01-19 19:00:00 +01:00
116,PT,STA-PT03100,NO2,64.4,µg/m3,2014-01-22 09:00:00 +01:00
117,PT,STA-PT03100,NO2,55.4,µg/m3,2014-01-18 23:00:00 +01:00
118,PT,STA-PT03100,NO2,47.1,µg/m3,2014-01-19 18:00:00 +01:00
119,PT,STA-PT03100,NO2,5.5,µg/m3,2014-01-19 03:00:00 +01:00
120,PT,STA-PT03100,NO2,27.1,µg/m3,2014-03-04 21:00:00 +01:00
121,PT,STA-PT03100,NO2,7.1,µg/m3,2014-03-04 05:00:00 +01:00
122,PT,STA-PT03100,NO2,73.4,µg/m3,2014-03-06 09:00:00 +01:00
123,PT,STA-PT03100,NO2,88.9,µg/m3,2014-03-07 18:00:00 +01:00
124,PT,STA-PT03100,NO2,51.5,µg/m3,2014-03-07 12:00:00 +01:00
127,PT,STA-PT03100,NO2,37.5,µg/m3,2014-01-31 23:00:00 +01:00
129,PT,STA-PT03100,NO2,45.0,µg/m3,2014-01-29 10:00:00 +01:00
130,PT,STA-PT03100,NO2,27.8,µg/m3,2014-02-07 21:00:00 +01:00
131,PT,STA-PT03100,NO2,24.3,µg/m3,2014-02-08 16:00:00 +01:00
132,PT,STA-PT03100,NO2,22.1,µg/m3,2014-02-07 14:00:00 +01:00
133,PT,STA-PT03100,NO2,35.9,µg/m3,2014-02-06 22:00:00 +01:00
134,PT,STA-PT03100,NO2,26.9,µg/m3,2014-02-06 23:00:00 +01:00
140,PT,STA-PT03100,NO2,47.1,µg/m3,2014-02-04 10:00:00 +01:00
141,PT,STA-PT03100,NO2,87.1,µg/m3,2014-02-21 20:00:00 +01:00
142,PT,STA-PT03100,NO2,94.0,µg/m3,2014-02-17 00:00:00 +01:00
143,PT,STA-PT03100,NO2,70.0,µg/m3,2014-02-23 01:00:00 +01:00
144,PT,STA-PT03100,NO2,43.4,µg/m3,2014-02-24 22:00:00 +01:00
145,PT,STA-PT03100,NO2,24.0,µg/m3,2014-03-01 18:00:00 +01:00
146,PT,STA-PT03100,NO2,18.8,µg/m3,2014-03-02 12:00:00 +01:00
147,PT,STA-PT03100,NO2,18.7,µg/m3,2014-03-03 15:00:00 +01:00
148,PT,STA-PT03100,NO2,34.3,µg/m3,2014-03-03 08:00:00 +01:00
149,PT,STA-PT03100,NO2,35.7,µg/m3,2014-02-27 12:00:00 +01:00
150,PT,STA-PT03100,NO2,13.9,µg/m3,2014-02-28 03:00:00 +01:00
151,PT,STA-PT03100,NO2,49.8,µg/m3,2014-02-28 19:00:00 +01:00
152,PT,STA-PT03100,NO2,44.2,µg/m3,2014-02-28 21:00:00 +01:00
153,PT,STA-PT03100,NO2,68.4,µg/m3,2014-02-28 20:00:00 +01:00
154,PT,STA-PT03100,NO2,36.8,µg/m3,2014-02-27 03:00:00 +01:00
155,PT,STA-PT03100,NO2,64.9,µg/m3,2014-02-26 19:00:00 +01:00
156,PT,STA-PT03100,NO2,2.2,µg/m3,2014-02-11 05:00:00 +01:00
159,PT,STA-PT03100,NO2,28.8,µg/m3,2014-02-12 11:00:00 +01:00
160,PT,STA-PT03100,NO2,64.4,µg/m3,2014-02-11 23:00:00 +01:00
161,PT,STA-PT03100,NO2,12.3,µg/m3,2014-02-12 23:00:00 +01:00
163,PT,STA-PT03100,NO2,20.1,µg/m3,2014-02-18 04:00:00 +01:00
164,PT,STA-PT03100,NO2,26.5,µg/m3,2014-02-15 11:00:00 +01:00
165,PT,STA-PT03100,NO2,26.2,µg/m3,2014-02-14 23:00:00 +01:00
166,PT,STA-PT03100,NO2,52.4,µg/m3,2014-02-15 23:00:00 +01:00
167,PT,STA-PT03100,NO2,11.1,µg/m3,2014-02-13 23:00:00 +01:00
168,PT,STA-PT03100,NO2,26.9,µg/m3,2014-04-06 17:00:00 +01:00
169,PT,STA-PT03100,NO2,44.3,µg/m3,2014-04-05 23:00:00 +01:00
170,PT,STA-PT03100,NO2,34.7,µg/m3,2014-04-05 15:00:00 +01:00
171,PT,STA-PT03100,NO2,33.2,µg/m3,2014-04-05 22:00:00 +01:00
172,PT,STA-PT03100,NO2,62.3,µg/m3,2014-01-08 23:00:00 +01:00
174,PT,STA-PT03100,NO2,13.1,µg/m3,2014-01-05 13:00:00 +01:00
175,PT,STA-PT03100,NO2,53.3,µg/m3,2014-01-09 11:00:00 +01:00
176,PT,STA-PT03100,NO2,10.4,µg/m3,2014-01-04 10:00:00 +01:00
177,PT,STA-PT03100,NO2,27.0,µg/m3,2014-01-02 10:00:00 +01:00
178,PT,STA-PT03100,NO2,28.5,µg/m3,2014-01-02 15:00:00 +01:00
179,PT,STA-PT03100,NO2,101.5,µg/m3,2014-04-14 19:00:00 +01:00
180,PT,STA-PT03100,NO2,64.4,µg/m3,2014-01-03 10:00:00 +01:00
181,PT,STA-PT03100,NO2,31.4,µg/m3,2014-03-21 01:00:00 +01:00
