,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,GB,Station_GB0682A,O3,1.59656,µg/m3,2020-01-01 00:00:00 +01:00
1,GB,Station_GB0682A,O3,1.19742,µg/m3,2020-01-01 01:00:00 +01:00
2,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 02:00:00 +01:00
3,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 03:00:00 +01:00
4,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 04:00:00 +01:00
5,GB,Station_GB0682A,O3,2.39484,µg/m3,2020-01-01 05:00:00 +01:00
6,GB,Station_GB0682A,O3,2.39484,µg/m3,2020-01-01 06:00:00 +01:00
7,GB,Station_GB0682A,O3,2.39484,µg/m3,2020-01-01 07:00:00 +01:00
8,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 08:00:00 +01:00
9,GB,Station_GB0682A,O3,1.19742,µg/m3,2020-01-01 09:00:00 +01:00
10,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 10:00:00 +01:00
11,GB,Station_GB0682A,O3,1.59656,µg/m3,2020-01-01 11:00:00 +01:00
12,GB,Station_GB0682A,O3,1.39699,µg/m3,2020-01-01 12:00:00 +01:00
13,GB,Station_GB0682A,O3,2.59441,µg/m3,2020-01-01 13:00:00 +01:00
14,GB,Station_GB0682A,O3,2.39484,µg/m3,2020-01-01 14:00:00 +01:00
15,GB,Station_GB0682A,O3,2.99355,µg/m3,2020-01-01 15:00:00 +01:00
16,GB,Station_GB0682A,O3,2.79398,µg/m3,2020-01-01 16:00:00 +01:00
17,GB,Station_GB0682A,O3,2.39484,µg/m3,2020-01-01 17:00:00 +01:00
18,GB,Station_GB0682A,O3,3.39269,µg/m3,2020-01-01 18:00:00 +01:00
19,GB,Station_GB0682A,O3,3.59226,µg/m3,2020-01-01 19:00:00 +01:00
20,GB,Station_GB0682A,O3,4.39054,µg/m3,2020-01-01 20:00:00 +01:00
21,GB,Station_GB0682A,O3,6.18667,µg/m3,2020-01-01 21:00:00 +01:00
22,GB,Station_GB0682A,O3,4.39054,µg/m3,2020-01-01 22:00:00 +01:00
23,GB,Station_GB0682A,O3,5.18882,µg/m3,2020-01-01 23:00:00 +01:00
24,GB,Station_GB0682A,O3,6.78538,µg/m3,2020-01-02 01:00:00 +01:00
25,GB,Station_GB0682A,O3,5.38839,µg/m3,2020-01-02 00:00:00 +01:00
26,GB,Station_GB0682A,O3,7.78323,µg/m3,2020-01-02 02:00:00 +01:00
27,GB,Station_GB0682A,O3,7.58366,µg/m3,2020-01-02 04:00:00 +01:00
28,GB,Station_GB0682A,O3,7.38409,µg/m3,2020-01-02 03:00:00 +01:00
29,GB,Station_GB0682A,O3,9.57936,µg/m3,2020-01-02 05:00:00 +01:00
30,GB,Station_GB0682A,O3,7.78323,µg/m3,2020-01-02 06:00:00 +01:00
31,GB,Station_GB0682A,O3,4.78968,µg/m3,2020-01-02 07:00:00 +01:00
32,GB,Station_GB0682A,O3,2.59441,µg/m3,2020-01-02 08:00:00 +01:00
33,GB,Station_GB0682A,O3,2.79398,µg/m3,2020-01-02 09:00:00 +01:00
34,GB,Station_GB0682A,O3,5.18882,µg/m3,2020-01-02 10:00:00 +01:00
35,GB,Station_GB0682A,O3,5.9871,µg/m3,2020-01-02 11:00:00 +01:00
36,GB,Station_GB0682A,O3,7.38409,µg/m3,2020-01-02 12:00:00 +01:00
37,GB,Station_GB0682A,O3,7.9828,µg/m3,2020-01-02 13:00:00 +01:00
38,GB,Station_GB0682A,O3,9.77893,µg/m3,2020-01-02 14:00:00 +01:00
39,GB,Station_GB0682A,O3,12.37334,µg/m3,2020-01-02 15:00:00 +01:00
