Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
GB,Station_GB0682A,O3,22.05249,µg/m3,2014-06-25 05:00:00 +01:00
GB,Station_GB0682A,O3,39.51486,µg/m3,2014-06-25 03:00:00 +01:00
GB,Station_GB0682A,O3,30.93335,µg/m3,2014-06-25 04:00:00 +01:00
GB,Station_GB0682A,O3,39.01594,µg/m3,2014-06-25 00:00:00 +01:00
GB,Station_GB0682A,O3,42.90755,µg/m3,2014-06-25 01:00:00 +01:00
GB,Station_GB0682A,O3,29.27027,µg/m3,2014-06-27 02:00:00 +01:00
GB,Station_GB0682A,O3,22.35184,µg/m3,2014-06-27 00:00:00 +01:00
GB,Station_GB0682A,O3,27.39098,µg/m3,2014-06-25 19:00:00 +01:00
GB,Station_GB0682A,O3,31.13292,µg/m3,2014-06-26 02:00:00 +01:00
GB,Station_GB0682A,O3,30.93335,µg/m3,2014-06-26 00:00:00 +01:00
GB,Station_GB0682A,O3,37.65221,µg/m3,2014-06-26 01:00:00 +01:00
GB,Station_GB0682A,O3,13.22151,µg/m3,2014-06-25 20:00:00 +01:00
GB,Station_GB0682A,O3,5.08904,µg/m3,2014-06-27 08:00:00 +01:00
GB,Station_GB0682A,O3,9.51284,µg/m3,2014-06-28 02:00:00 +01:00
GB,Station_GB0682A,O3,10.6271,µg/m3,2014-06-27 18:00:00 +01:00
GB,Station_GB0682A,O3,9.87872,µg/m3,2014-06-27 19:00:00 +01:00
GB,Station_GB0682A,O3,8.98065,µg/m3,2014-06-27 20:00:00 +01:00
GB,Station_GB0682A,O3,15.41678,µg/m3,2014-07-02 21:00:00 +01:00
GB,Station_GB0682A,O3,6.935060000000001,µg/m3,2014-07-02 19:00:00 +01:00
GB,Station_GB0682A,O3,5.5380699999999985,µg/m3,2014-07-03 10:00:00 +01:00
GB,Station_GB0682A,O3,7.88302,µg/m3,2014-07-03 11:00:00 +01:00
GB,Station_GB0682A,O3,4.64,µg/m3,2014-07-03 08:00:00 +01:00
GB,Station_GB0682A,O3,15.36689,µg/m3,2014-07-03 13:00:00 +01:00
GB,Station_GB0682A,O3,6.08689,µg/m3,2014-07-03 06:00:00 +01:00
GB,Station_GB0682A,O3,12.27356,µg/m3,2014-07-02 22:00:00 +01:00
GB,Station_GB0682A,O3,5.58796,µg/m3,2014-07-04 06:00:00 +01:00
GB,Station_GB0682A,O3,9.28001,µg/m3,2014-07-03 23:00:00 +01:00
GB,Station_GB0682A,O3,3.3428,µg/m3,2014-07-04 08:00:00 +01:00
GB,Station_GB0682A,O3,11.27571,µg/m3,2014-07-03 12:00:00 +01:00
GB,Station_GB0682A,O3,10.17807,µg/m3,2014-07-03 17:00:00 +01:00
GB,Station_GB0682A,O3,9.28001,µg/m3,2014-07-04 18:00:00 +01:00
GB,Station_GB0682A,O3,6.33635,µg/m3,2014-07-04 10:00:00 +01:00
GB,Station_GB0682A,O3,11.9742,µg/m3,2014-07-05 03:00:00 +01:00
GB,Station_GB0682A,O3,30.8003,µg/m3,2014-01-01 01:00:00 +01:00
GB,Station_GB0682A,O3,24.54711,µg/m3,2014-01-01 12:00:00 +01:00
GB,Station_GB0682A,O3,1.09764,µg/m3,2014-07-08 05:00:00 +01:00
GB,Station_GB0682A,O3,6.03699,µg/m3,2014-07-08 13:00:00 +01:00
GB,Station_GB0682A,O3,6.08689,µg/m3,2014-07-05 11:00:00 +01:00
GB,Station_GB0682A,O3,7.38409,µg/m3,2014-07-05 18:00:00 +01:00
GB,Station_GB0682A,O3,6.58581,µg/m3,2014-07-06 01:00:00 +01:00
GB,Station_GB0682A,O3,5.13893,µg/m3,2014-07-06 00:00:00 +01:00
GB,Station_GB0682A,O3,9.08044,µg/m3,2014-07-06 04:00:00 +01:00
GB,Station_GB0682A,O3,4.54022,µg/m3,2014-07-06 06:00:00 +01:00
GB,Station_GB0682A,O3,11.90768,µg/m3,2014-07-06 02:00:00 +01:00
GB,Station_GB0682A,O3,7.23441,µg/m3,2014-07-07 04:00:00 +01:00
GB,Station_GB0682A,O3,7.83312,µg/m3,2014-07-06 09:00:00 +01:00
