,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
5,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2013-05-16 00:00:00 +01:00
7,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2013-11-16 00:00:00 +01:00
10,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2013-11-01 00:00:00 +01:00
11,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2013-11-13 00:00:00 +01:00
17,ES,STA_ES1893A,PM2.5,43.0,µg/m3,2013-12-13 00:00:00 +01:00
18,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2013-05-31 00:00:00 +01:00
21,ES,STA_ES1893A,PM2.5,24.0,µg/m3,2013-12-22 00:00:00 +01:00
23,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2013-06-18 00:00:00 +01:00
26,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2013-06-21 00:00:00 +01:00
32,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2013-08-30 00:00:00 +01:00
34,ES,STA_ES1893A,PM2.5,11.0,µg/m3,2013-09-02 00:00:00 +01:00
36,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2013-09-08 00:00:00 +01:00
39,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2013-09-17 00:00:00 +01:00
42,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2013-09-14 00:00:00 +01:00
46,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2013-09-23 00:00:00 +01:00
47,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2013-09-20 00:00:00 +01:00
51,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2013-09-29 00:00:00 +01:00
58,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2013-10-20 00:00:00 +01:00
60,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2013-10-26 00:00:00 +01:00
63,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2013-11-04 00:00:00 +01:00
65,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2013-10-29 00:00:00 +01:00
67,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2013-11-10 00:00:00 +01:00
69,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2013-11-07 00:00:00 +01:00
71,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2013-11-22 00:00:00 +01:00
73,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2013-11-19 00:00:00 +01:00
76,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2013-11-25 00:00:00 +01:00
77,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2013-12-01 00:00:00 +01:00
81,ES,STA_ES1893A,PM2.5,24.0,µg/m3,2013-12-10 00:00:00 +01:00
84,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2013-12-16 00:00:00 +01:00
93,ES,STA_ES1893A,PM2.5,15.0,µg/m3,2013-10-14 00:00:00 +01:00
97,ES,STA_ES1893A,PM2.5,20.0,µg/m3,2013-12-07 00:00:00 +01:00
