,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,ES,STA_ES1894A,PM2.5,8.0,µg/m3,2018-01-03 00:00:00 +01:00
1,ES,STA_ES1894A,PM2.5,17.0,µg/m3,2018-01-09 00:00:00 +01:00
2,ES,STA_ES1894A,PM2.5,13.0,µg/m3,2018-01-12 00:00:00 +01:00
3,ES,STA_ES1894A,PM2.5,9.0,µg/m3,2018-01-15 00:00:00 +01:00
4,ES,STA_ES1894A,PM2.5,12.0,µg/m3,2018-01-18 00:00:00 +01:00
5,ES,STA_ES1894A,PM2.5,18.0,µg/m3,2018-01-24 00:00:00 +01:00
6,ES,STA_ES1894A,PM2.5,10.0,µg/m3,2018-01-30 00:00:00 +01:00
7,ES,STA_ES1894A,PM2.5,3.0,µg/m3,2018-02-02 00:00:00 +01:00
8,ES,STA_ES1894A,PM2.5,5.0,µg/m3,2018-02-08 00:00:00 +01:00
9,ES,STA_ES1894A,PM2.5,8.0,µg/m3,2018-02-11 00:00:00 +01:00
10,ES,STA_ES1894A,PM2.5,5.0,µg/m3,2018-02-14 00:00:00 +01:00
11,ES,STA_ES1894A,PM2.5,17.0,µg/m3,2018-02-17 00:00:00 +01:00
12,ES,STA_ES1894A,PM2.5,8.0,µg/m3,2018-02-23 00:00:00 +01:00
13,ES,STA_ES1894A,PM2.5,14.0,µg/m3,2018-02-26 00:00:00 +01:00
14,ES,STA_ES1894A,PM2.5,3.0,µg/m3,2018-03-07 00:00:00 +01:00
15,ES,STA_ES1894A,PM2.5,6.0,µg/m3,2018-03-13 00:00:00 +01:00
16,ES,STA_ES1894A,PM2.5,7.0,µg/m3,2018-03-22 00:00:00 +01:00
17,ES,STA_ES1894A,PM2.5,7.0,µg/m3,2018-03-28 00:00:00 +01:00
18,ES,STA_ES1894A,PM2.5,4.0,µg/m3,2018-04-03 00:00:00 +01:00
19,ES,STA_ES1894A,PM2.5,10.0,µg/m3,2018-04-06 00:00:00 +01:00
20,ES,STA_ES1894A,PM2.5,4.0,µg/m3,2018-04-12 00:00:00 +01:00
21,ES,STA_ES1894A,PM2.5,5.0,µg/m3,2018-04-15 00:00:00 +01:00
22,ES,STA_ES1894A,PM2.5,8.0,µg/m3,2018-04-18 00:00:00 +01:00
23,ES,STA_ES1894A,PM2.5,20.0,µg/m3,2018-04-21 00:00:00 +01:00
24,ES,STA_ES1894A,PM2.5,16.0,µg/m3,2018-04-24 00:00:00 +01:00
25,ES,STA_ES1894A,PM2.5,12.0,µg/m3,2018-04-27 00:00:00 +01:00
26,ES,STA_ES1894A,PM2.5,4.0,µg/m3,2018-04-30 00:00:00 +01:00
27,ES,STA_ES1894A,PM2.5,6.0,µg/m3,2018-05-03 00:00:00 +01:00
28,ES,STA_ES1894A,PM2.5,7.0,µg/m3,2018-05-06 00:00:00 +01:00
