Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
ES,STA_ES1894A,PM2.5,10.0,µg/m3,2014-06-26 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,7.0,µg/m3,2014-07-02 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,10.0,µg/m3,2014-07-05 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,8.0,µg/m3,2014-01-06 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,10.0,µg/m3,2014-01-09 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,6.0,µg/m3,2014-08-22 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,9.0,µg/m3,2014-08-28 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,6.0,µg/m3,2014-09-24 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,12.0,µg/m3,2014-10-03 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,12.0,µg/m3,2014-09-30 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,5.0,µg/m3,2014-01-18 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,17.0,µg/m3,2014-10-27 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,16.0,µg/m3,2014-10-30 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,23.0,µg/m3,2014-10-21 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,4.0,µg/m3,2014-03-04 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,4.0,µg/m3,2014-06-29 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,7.0,µg/m3,2014-05-18 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,11.0,µg/m3,2014-05-06 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,4.0,µg/m3,2014-04-30 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,6.0,µg/m3,2014-12-02 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,13.0,µg/m3,2014-12-23 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,13.0,µg/m3,2014-12-26 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,12.0,µg/m3,2014-06-20 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,7.0,µg/m3,2014-07-08 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,3.0,µg/m3,2014-07-20 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,7.0,µg/m3,2014-08-07 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,12.0,µg/m3,2014-07-26 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,8.0,µg/m3,2014-09-09 00:00:00 +01:00
ES,STA_ES1894A,PM2.5,9.0,µg/m3,2014-06-11 00:00:00 +01:00
