Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
ES,STA_ES1893A,PM2.5,5.0,µg/m3,2018-01-03 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,22.0,µg/m3,2018-01-09 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,13.0,µg/m3,2018-01-12 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,13.0,µg/m3,2018-01-15 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,16.0,µg/m3,2018-01-18 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,9.0,µg/m3,2018-01-21 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,26.0,µg/m3,2018-01-24 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,13.0,µg/m3,2018-01-30 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-02-02 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,3.0,µg/m3,2018-02-05 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-02-08 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,9.0,µg/m3,2018-02-11 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,5.0,µg/m3,2018-02-14 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,21.0,µg/m3,2018-02-17 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,11.0,µg/m3,2018-02-23 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,17.0,µg/m3,2018-02-26 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,3.0,µg/m3,2018-03-01 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-03-07 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,6.0,µg/m3,2018-03-13 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,8.0,µg/m3,2018-03-22 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,5.0,µg/m3,2018-03-28 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-04-03 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,10.0,µg/m3,2018-04-06 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,3.0,µg/m3,2018-04-12 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-04-15 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,11.0,µg/m3,2018-04-18 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,15.0,µg/m3,2018-04-21 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,15.0,µg/m3,2018-04-24 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,10.0,µg/m3,2018-04-27 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,5.0,µg/m3,2018-05-03 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-05-06 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,11.0,µg/m3,2018-05-09 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,9.0,µg/m3,2018-05-12 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,6.0,µg/m3,2018-05-15 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-05-18 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,8.0,µg/m3,2018-05-21 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,10.0,µg/m3,2018-05-24 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,6.0,µg/m3,2018-05-27 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-05-30 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-06-02 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,5.0,µg/m3,2018-06-08 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,6.0,µg/m3,2018-06-14 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,4.0,µg/m3,2018-06-17 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-06-20 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,9.0,µg/m3,2018-06-23 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,16.0,µg/m3,2018-06-26 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,11.0,µg/m3,2018-06-29 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-07-02 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,8.0,µg/m3,2018-07-05 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,8.0,µg/m3,2018-07-08 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,11.0,µg/m3,2018-07-11 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,12.0,µg/m3,2018-07-14 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,7.0,µg/m3,2018-07-17 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,10.0,µg/m3,2018-07-20 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,9.0,µg/m3,2018-07-23 00:00:00 +01:00
ES,STA_ES1893A,PM2.5,13.0,µg/m3,2018-07-26 00:00:00 +01:00
