,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-06-26 00:00:00 +01:00
1,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-07-02 00:00:00 +01:00
3,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-07-05 00:00:00 +01:00
5,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-01-06 00:00:00 +01:00
7,ES,STA_ES1893A,PM2.5,21.0,µg/m3,2014-01-09 00:00:00 +01:00
11,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-08-22 00:00:00 +01:00
12,ES,STA_ES1893A,PM2.5,11.0,µg/m3,2014-08-28 00:00:00 +01:00
14,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-09-24 00:00:00 +01:00
18,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-09-30 00:00:00 +01:00
21,ES,STA_ES1893A,PM2.5,15.0,µg/m3,2014-10-03 00:00:00 +01:00
22,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-01-18 00:00:00 +01:00
25,ES,STA_ES1893A,PM2.5,21.0,µg/m3,2014-10-30 00:00:00 +01:00
27,ES,STA_ES1893A,PM2.5,19.0,µg/m3,2014-10-27 00:00:00 +01:00
30,ES,STA_ES1893A,PM2.5,24.0,µg/m3,2014-10-21 00:00:00 +01:00
38,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-06-29 00:00:00 +01:00
45,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-05-18 00:00:00 +01:00
47,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-05-06 00:00:00 +01:00
49,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-04-30 00:00:00 +01:00
53,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-12-02 00:00:00 +01:00
60,ES,STA_ES1893A,PM2.5,22.0,µg/m3,2014-12-20 00:00:00 +01:00
63,ES,STA_ES1893A,PM2.5,20.0,µg/m3,2014-12-26 00:00:00 +01:00
64,ES,STA_ES1893A,PM2.5,20.0,µg/m3,2014-12-23 00:00:00 +01:00
66,ES,STA_ES1893A,PM2.5,14.0,µg/m3,2014-06-20 00:00:00 +01:00
70,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-07-20 00:00:00 +01:00
75,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-07-08 00:00:00 +01:00
76,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-07-14 00:00:00 +01:00
77,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-07-26 00:00:00 +01:00
80,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-08-07 00:00:00 +01:00
81,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-08-01 00:00:00 +01:00
86,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-09-09 00:00:00 +01:00
87,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-06-11 00:00:00 +01:00
90,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2014-09-18 00:00:00 +01:00
91,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2014-09-21 00:00:00 +01:00
94,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2014-05-15 00:00:00 +01:00
95,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-10-09 00:00:00 +01:00
100,ES,STA_ES1893A,PM2.5,20.0,µg/m3,2014-10-24 00:00:00 +01:00
104,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-11-11 00:00:00 +01:00
108,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-11-14 00:00:00 +01:00
109,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-04-27 00:00:00 +01:00
111,ES,STA_ES1893A,PM2.5,3.0,µg/m3,2014-05-03 00:00:00 +01:00
114,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-01-15 00:00:00 +01:00
117,ES,STA_ES1893A,PM2.5,38.0,µg/m3,2014-01-12 00:00:00 +01:00
122,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-01-21 00:00:00 +01:00
132,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-04-06 00:00:00 +01:00
133,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-01-30 00:00:00 +01:00
137,ES,STA_ES1893A,PM2.5,16.0,µg/m3,2014-03-19 00:00:00 +01:00
140,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-03-25 00:00:00 +01:00
142,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-03-16 00:00:00 +01:00
146,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-03-10 00:00:00 +01:00
147,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-03-28 00:00:00 +01:00
149,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-03-31 00:00:00 +01:00
153,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-03-22 00:00:00 +01:00
159,ES,STA_ES1893A,PM2.5,25.0,µg/m3,2014-04-18 00:00:00 +01:00
161,ES,STA_ES1893A,PM2.5,11.0,µg/m3,2014-03-07 00:00:00 +01:00
165,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-04-21 00:00:00 +01:00
166,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-02-26 00:00:00 +01:00
168,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-04-24 00:00:00 +01:00
170,ES,STA_ES1893A,PM2.5,15.0,µg/m3,2014-02-20 00:00:00 +01:00
176,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-02-17 00:00:00 +01:00
182,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-05-09 00:00:00 +01:00
183,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-02-11 00:00:00 +01:00
184,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-02-02 00:00:00 +01:00
185,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-05-24 00:00:00 +01:00
189,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-05-21 00:00:00 +01:00
191,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-01-27 00:00:00 +01:00
193,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2014-05-27 00:00:00 +01:00
202,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-06-23 00:00:00 +01:00
206,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-06-17 00:00:00 +01:00
207,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-06-14 00:00:00 +01:00
212,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-01-03 00:00:00 +01:00
216,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-07-11 00:00:00 +01:00
221,ES,STA_ES1893A,PM2.5,17.0,µg/m3,2014-07-17 00:00:00 +01:00
223,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-07-23 00:00:00 +01:00
224,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-07-29 00:00:00 +01:00
233,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-08-19 00:00:00 +01:00
235,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-08-10 00:00:00 +01:00
236,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-08-13 00:00:00 +01:00
240,ES,STA_ES1893A,PM2.5,10.0,µg/m3,2014-08-31 00:00:00 +01:00
244,ES,STA_ES1893A,PM2.5,11.0,µg/m3,2014-08-25 00:00:00 +01:00
246,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-09-12 00:00:00 +01:00
250,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-09-03 00:00:00 +01:00
252,ES,STA_ES1893A,PM2.5,9.0,µg/m3,2014-09-06 00:00:00 +01:00
254,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-09-15 00:00:00 +01:00
259,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-10-06 00:00:00 +01:00
265,ES,STA_ES1893A,PM2.5,12.0,µg/m3,2014-10-18 00:00:00 +01:00
267,ES,STA_ES1893A,PM2.5,6.0,µg/m3,2014-11-08 00:00:00 +01:00
275,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-11-26 00:00:00 +01:00
279,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-11-20 00:00:00 +01:00
284,ES,STA_ES1893A,PM2.5,14.0,µg/m3,2014-12-08 00:00:00 +01:00
286,ES,STA_ES1893A,PM2.5,39.0,µg/m3,2014-12-11 00:00:00 +01:00
289,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-12-14 00:00:00 +01:00
296,ES,STA_ES1893A,PM2.5,5.0,µg/m3,2014-12-29 00:00:00 +01:00
300,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-02-05 00:00:00 +01:00
305,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-02-23 00:00:00 +01:00
309,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-02-14 00:00:00 +01:00
310,ES,STA_ES1893A,PM2.5,4.0,µg/m3,2014-02-08 00:00:00 +01:00
311,ES,STA_ES1893A,PM2.5,15.0,µg/m3,2014-01-24 00:00:00 +01:00
314,ES,STA_ES1893A,PM2.5,19.0,µg/m3,2014-03-13 00:00:00 +01:00
320,ES,STA_ES1893A,PM2.5,3.0,µg/m3,2014-04-03 00:00:00 +01:00
334,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-05-12 00:00:00 +01:00
337,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-08-04 00:00:00 +01:00
339,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-08-16 00:00:00 +01:00
348,ES,STA_ES1893A,PM2.5,13.0,µg/m3,2014-09-27 00:00:00 +01:00
351,ES,STA_ES1893A,PM2.5,17.0,µg/m3,2014-11-02 00:00:00 +01:00
355,ES,STA_ES1893A,PM2.5,3.0,µg/m3,2014-10-12 00:00:00 +01:00
356,ES,STA_ES1893A,PM2.5,7.0,µg/m3,2014-10-15 00:00:00 +01:00
357,ES,STA_ES1893A,PM2.5,8.0,µg/m3,2014-11-05 00:00:00 +01:00
