,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-06-26 00:00:00 +01:00
1,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-07-02 00:00:00 +01:00
2,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-07-05 00:00:00 +01:00
5,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-01-06 00:00:00 +01:00
7,ES,STA_ES0126A,PM2.5,27.0,µg/m3,2014-01-09 00:00:00 +01:00
11,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-08-28 00:00:00 +01:00
12,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-08-22 00:00:00 +01:00
14,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-09-24 00:00:00 +01:00
19,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-01-18 00:00:00 +01:00
20,ES,STA_ES0126A,PM2.5,13.0,µg/m3,2014-10-03 00:00:00 +01:00
23,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-09-30 00:00:00 +01:00
26,ES,STA_ES0126A,PM2.5,23.0,µg/m3,2014-10-21 00:00:00 +01:00
28,ES,STA_ES0126A,PM2.5,22.0,µg/m3,2014-10-30 00:00:00 +01:00
29,ES,STA_ES0126A,PM2.5,20.0,µg/m3,2014-10-27 00:00:00 +01:00
40,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-06-29 00:00:00 +01:00
42,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-03-04 00:00:00 +01:00
48,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-05-09 00:00:00 +01:00
49,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-05-18 00:00:00 +01:00
52,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-04-30 00:00:00 +01:00
53,ES,STA_ES0126A,PM2.5,13.0,µg/m3,2014-05-06 00:00:00 +01:00
57,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-12-02 00:00:00 +01:00
62,ES,STA_ES0126A,PM2.5,29.0,µg/m3,2014-12-20 00:00:00 +01:00
65,ES,STA_ES0126A,PM2.5,22.0,µg/m3,2014-12-23 00:00:00 +01:00
67,ES,STA_ES0126A,PM2.5,24.0,µg/m3,2014-12-26 00:00:00 +01:00
69,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-06-20 00:00:00 +01:00
72,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-06-02 00:00:00 +01:00
77,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-07-14 00:00:00 +01:00
78,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-07-20 00:00:00 +01:00
79,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-08-01 00:00:00 +01:00
80,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-08-07 00:00:00 +01:00
83,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-07-26 00:00:00 +01:00
87,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-06-11 00:00:00 +01:00
88,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-09-09 00:00:00 +01:00
91,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-09-21 00:00:00 +01:00
93,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-09-18 00:00:00 +01:00
96,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-05-15 00:00:00 +01:00
100,ES,STA_ES0126A,PM2.5,21.0,µg/m3,2014-10-24 00:00:00 +01:00
103,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-10-09 00:00:00 +01:00
105,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-11-14 00:00:00 +01:00
108,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-11-11 00:00:00 +01:00
111,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-04-27 00:00:00 +01:00
116,ES,STA_ES0126A,PM2.5,36.0,µg/m3,2014-01-12 00:00:00 +01:00
123,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-01-21 00:00:00 +01:00
129,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-01-30 00:00:00 +01:00
131,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-04-06 00:00:00 +01:00
132,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-03-01 00:00:00 +01:00
136,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-03-10 00:00:00 +01:00
138,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-03-28 00:00:00 +01:00
139,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-03-16 00:00:00 +01:00
144,ES,STA_ES0126A,PM2.5,16.0,µg/m3,2014-03-19 00:00:00 +01:00
146,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-03-25 00:00:00 +01:00
148,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-03-22 00:00:00 +01:00
149,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-03-31 00:00:00 +01:00
153,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-04-09 00:00:00 +01:00
156,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-04-12 00:00:00 +01:00
157,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-03-07 00:00:00 +01:00
160,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-04-18 00:00:00 +01:00
162,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-02-20 00:00:00 +01:00
165,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-04-24 00:00:00 +01:00
167,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-02-26 00:00:00 +01:00
173,ES,STA_ES0126A,PM2.5,16.0,µg/m3,2014-02-17 00:00:00 +01:00
179,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-02-11 00:00:00 +01:00
180,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-05-21 00:00:00 +01:00
182,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-05-24 00:00:00 +01:00
185,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-01-27 00:00:00 +01:00
187,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-05-30 00:00:00 +01:00
193,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-06-08 00:00:00 +01:00
198,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-06-17 00:00:00 +01:00
200,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-06-14 00:00:00 +01:00
202,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-06-23 00:00:00 +01:00
207,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-01-03 00:00:00 +01:00
211,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-07-11 00:00:00 +01:00
212,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-07-08 00:00:00 +01:00
216,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-07-29 00:00:00 +01:00
218,ES,STA_ES0126A,PM2.5,19.0,µg/m3,2014-07-17 00:00:00 +01:00
226,ES,STA_ES0126A,PM2.5,5.0,µg/m3,2014-08-13 00:00:00 +01:00
227,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-08-10 00:00:00 +01:00
231,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-08-19 00:00:00 +01:00
234,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-08-25 00:00:00 +01:00
237,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-08-31 00:00:00 +01:00
242,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-09-15 00:00:00 +01:00
243,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-09-06 00:00:00 +01:00
246,ES,STA_ES0126A,PM2.5,12.0,µg/m3,2014-09-03 00:00:00 +01:00
248,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-09-12 00:00:00 +01:00
255,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-10-06 00:00:00 +01:00
261,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-10-18 00:00:00 +01:00
268,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-11-08 00:00:00 +01:00
269,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-11-26 00:00:00 +01:00
275,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-11-20 00:00:00 +01:00
278,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-12-14 00:00:00 +01:00
282,ES,STA_ES0126A,PM2.5,16.0,µg/m3,2014-12-08 00:00:00 +01:00
283,ES,STA_ES0126A,PM2.5,32.0,µg/m3,2014-12-11 00:00:00 +01:00
298,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-02-05 00:00:00 +01:00
300,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-02-02 00:00:00 +01:00
301,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-02-08 00:00:00 +01:00
302,ES,STA_ES0126A,PM2.5,3.0,µg/m3,2014-02-14 00:00:00 +01:00
303,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-01-24 00:00:00 +01:00
305,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-01-15 00:00:00 +01:00
308,ES,STA_ES0126A,PM2.5,13.0,µg/m3,2014-02-23 00:00:00 +01:00
314,ES,STA_ES0126A,PM2.5,21.0,µg/m3,2014-03-13 00:00:00 +01:00
316,ES,STA_ES0126A,PM2.5,3.0,µg/m3,2014-04-03 00:00:00 +01:00
319,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-04-15 00:00:00 +01:00
321,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-06-05 00:00:00 +01:00
322,ES,STA_ES0126A,PM2.5,6.0,µg/m3,2014-05-27 00:00:00 +01:00
327,ES,STA_ES0126A,PM2.5,10.0,µg/m3,2014-05-12 00:00:00 +01:00
334,ES,STA_ES0126A,PM2.5,11.0,µg/m3,2014-07-23 00:00:00 +01:00
337,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-08-04 00:00:00 +01:00
339,ES,STA_ES0126A,PM2.5,9.0,µg/m3,2014-08-16 00:00:00 +01:00
348,ES,STA_ES0126A,PM2.5,14.0,µg/m3,2014-09-27 00:00:00 +01:00
352,ES,STA_ES0126A,PM2.5,4.0,µg/m3,2014-10-12 00:00:00 +01:00
353,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-10-15 00:00:00 +01:00
354,ES,STA_ES0126A,PM2.5,18.0,µg/m3,2014-11-02 00:00:00 +01:00
356,ES,STA_ES0126A,PM2.5,8.0,µg/m3,2014-11-29 00:00:00 +01:00
359,ES,STA_ES0126A,PM2.5,15.0,µg/m3,2014-12-05 00:00:00 +01:00
360,ES,STA_ES0126A,PM2.5,27.0,µg/m3,2014-12-17 00:00:00 +01:00
361,ES,STA_ES0126A,PM2.5,30.0,µg/m3,2014-11-23 00:00:00 +01:00
362,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-11-17 00:00:00 +01:00
363,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-11-05 00:00:00 +01:00
364,ES,STA_ES0126A,PM2.5,7.0,µg/m3,2014-12-29 00:00:00 +01:00
