Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
PT,STA-PT03072,O3,31.7,µg/m3,2014-01-03 16:00:00 +01:00
PT,STA-PT03072,O3,38.1,µg/m3,2014-01-03 15:00:00 +01:00
PT,STA-PT03072,O3,76.3,µg/m3,2014-01-04 07:00:00 +01:00
PT,STA-PT03072,O3,45.5,µg/m3,2014-01-03 22:00:00 +01:00
PT,STA-PT03072,O3,69.6,µg/m3,2014-01-03 03:00:00 +01:00
PT,STA-PT03072,O3,63.7,µg/m3,2014-01-01 05:00:00 +01:00
PT,STA-PT03072,O3,68.7,µg/m3,2014-01-01 11:00:00 +01:00
PT,STA-PT03072,O3,65.1,µg/m3,2014-01-06 00:00:00 +01:00
PT,STA-PT03072,O3,57.7,µg/m3,2014-01-06 21:00:00 +01:00
PT,STA-PT03072,O3,73.7,µg/m3,2014-01-07 07:00:00 +01:00
PT,STA-PT03072,O3,54.3,µg/m3,2014-01-06 19:00:00 +01:00
PT,STA-PT03072,O3,1.6,µg/m3,2014-01-10 04:00:00 +01:00
PT,STA-PT03072,O3,3.7,µg/m3,2014-01-09 23:00:00 +01:00
PT,STA-PT03072,O3,19.2,µg/m3,2014-01-08 12:00:00 +01:00
PT,STA-PT03072,O3,7.5,µg/m3,2014-01-08 09:00:00 +01:00
PT,STA-PT03072,O3,29.7,µg/m3,2014-01-11 15:00:00 +01:00
PT,STA-PT03072,O3,0.8,µg/m3,2014-01-11 19:00:00 +01:00
PT,STA-PT03072,O3,12.7,µg/m3,2014-01-12 10:00:00 +01:00
PT,STA-PT03072,O3,0.8,µg/m3,2014-01-12 04:00:00 +01:00
PT,STA-PT03072,O3,22.8,µg/m3,2014-01-11 01:00:00 +01:00
PT,STA-PT03072,O3,43.2,µg/m3,2014-01-12 11:00:00 +01:00
PT,STA-PT03072,O3,55.4,µg/m3,2014-01-12 12:00:00 +01:00
PT,STA-PT03072,O3,18.6,µg/m3,2014-01-13 06:00:00 +01:00
PT,STA-PT03072,O3,46.9,µg/m3,2014-01-13 15:00:00 +01:00
PT,STA-PT03072,O3,7.2,µg/m3,2014-01-13 21:00:00 +01:00
PT,STA-PT03072,O3,2.2,µg/m3,2014-01-12 09:00:00 +01:00
PT,STA-PT03072,O3,2.4,µg/m3,2014-01-20 21:00:00 +01:00
PT,STA-PT03072,O3,4.3,µg/m3,2014-01-21 04:00:00 +01:00
PT,STA-PT03072,O3,1.9,µg/m3,2014-01-21 03:00:00 +01:00
PT,STA-PT03072,O3,45.2,µg/m3,2014-01-21 22:00:00 +01:00
PT,STA-PT03072,O3,61.2,µg/m3,2014-01-21 23:00:00 +01:00
PT,STA-PT03072,O3,24.2,µg/m3,2014-01-21 17:00:00 +01:00
PT,STA-PT03072,O3,55.3,µg/m3,2014-01-24 18:00:00 +01:00
PT,STA-PT03072,O3,71.3,µg/m3,2014-01-24 12:00:00 +01:00
PT,STA-PT03072,O3,77.9,µg/m3,2014-01-25 00:00:00 +01:00
PT,STA-PT03072,O3,58.6,µg/m3,2014-01-26 04:00:00 +01:00
PT,STA-PT03072,O3,56.9,µg/m3,2014-01-26 11:00:00 +01:00
PT,STA-PT03072,O3,59.4,µg/m3,2014-01-25 16:00:00 +01:00
PT,STA-PT03072,O3,57.7,µg/m3,2014-01-26 15:00:00 +01:00
PT,STA-PT03072,O3,78.6,µg/m3,2014-01-27 06:00:00 +01:00
PT,STA-PT03072,O3,66.4,µg/m3,2014-01-27 18:00:00 +01:00
PT,STA-PT03072,O3,63.6,µg/m3,2014-01-27 01:00:00 +01:00
PT,STA-PT03072,O3,73.8,µg/m3,2014-01-24 05:00:00 +01:00
PT,STA-PT03072,O3,69.4,µg/m3,2014-01-24 04:00:00 +01:00
PT,STA-PT03072,O3,72.8,µg/m3,2014-01-23 06:00:00 +01:00
PT,STA-PT03072,O3,66.3,µg/m3,2014-01-23 12:00:00 +01:00
PT,STA-PT03072,O3,65.1,µg/m3,2014-01-28 04:00:00 +01:00
PT,STA-PT03072,O3,56.9,µg/m3,2014-01-26 16:00:00 +01:00
PT,STA-PT03072,O3,54.7,µg/m3,2014-01-25 22:00:00 +01:00
PT,STA-PT03072,O3,65.7,µg/m3,2014-02-24 16:00:00 +01:00
PT,STA-PT03072,O3,11.0,µg/m3,2014-02-25 09:00:00 +01:00
PT,STA-PT03072,O3,67.8,µg/m3,2014-02-23 19:00:00 +01:00
PT,STA-PT03072,O3,75.4,µg/m3,2014-02-24 02:00:00 +01:00
PT,STA-PT03072,O3,8.1,µg/m3,2014-02-23 02:00:00 +01:00
PT,STA-PT03072,O3,10.7,µg/m3,2014-02-22 20:00:00 +01:00
PT,STA-PT03072,O3,22.0,µg/m3,2014-02-22 09:00:00 +01:00
PT,STA-PT03072,O3,44.7,µg/m3,2014-02-21 01:00:00 +01:00
PT,STA-PT03072,O3,29.9,µg/m3,2014-02-17 18:00:00 +01:00
PT,STA-PT03072,O3,80.8,µg/m3,2014-02-16 18:00:00 +01:00
PT,STA-PT03072,O3,54.5,µg/m3,2014-02-18 18:00:00 +01:00
PT,STA-PT03072,O3,2.8,µg/m3,2014-02-19 07:00:00 +01:00
PT,STA-PT03072,O3,66.6,µg/m3,2014-02-18 13:00:00 +01:00
PT,STA-PT03072,O3,5.7,µg/m3,2014-02-18 07:00:00 +01:00
PT,STA-PT03072,O3,53.3,µg/m3,2014-02-17 06:00:00 +01:00
