,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,GB,Station_GB0644A,PM2.5,9.5,µg/m3,2013-01-09 05:00:00 +01:00
1,GB,Station_GB0644A,PM2.5,26.9,µg/m3,2013-01-10 05:00:00 +01:00
2,GB,Station_GB0644A,PM2.5,17.1,µg/m3,2013-01-10 12:00:00 +01:00
3,GB,Station_GB0644A,PM2.5,12.5,µg/m3,2013-01-24 18:00:00 +01:00
4,GB,Station_GB0644A,PM2.5,14.3,µg/m3,2013-01-09 14:00:00 +01:00
5,GB,Station_GB0644A,PM2.5,14.3,µg/m3,2013-01-09 18:00:00 +01:00
6,GB,Station_GB0644A,PM2.5,24.7,µg/m3,2013-01-12 05:00:00 +01:00
7,GB,Station_GB0644A,PM2.5,8.5,µg/m3,2013-01-12 09:00:00 +01:00
9,GB,Station_GB0644A,PM2.5,34.6,µg/m3,2013-01-11 12:00:00 +01:00
11,GB,Station_GB0644A,PM2.5,9.9,µg/m3,2013-01-12 07:00:00 +01:00
12,GB,Station_GB0644A,PM2.5,27.5,µg/m3,2013-01-13 23:00:00 +01:00
13,GB,Station_GB0644A,PM2.5,21.5,µg/m3,2013-01-14 03:00:00 +01:00
14,GB,Station_GB0644A,PM2.5,20.0,µg/m3,2013-01-14 05:00:00 +01:00
15,GB,Station_GB0644A,PM2.5,29.6,µg/m3,2013-01-26 00:00:00 +01:00
16,GB,Station_GB0644A,PM2.5,20.0,µg/m3,2013-01-13 10:00:00 +01:00
17,GB,Station_GB0644A,PM2.5,22.8,µg/m3,2013-01-13 18:00:00 +01:00
18,GB,Station_GB0644A,PM2.5,11.0,µg/m3,2013-01-15 02:00:00 +01:00
19,GB,Station_GB0644A,PM2.5,20.5,µg/m3,2013-01-15 18:00:00 +01:00
20,GB,Station_GB0644A,PM2.5,8.9,µg/m3,2013-01-26 07:00:00 +01:00
21,GB,Station_GB0644A,PM2.5,12.9,µg/m3,2013-01-12 14:00:00 +01:00
22,GB,Station_GB0644A,PM2.5,12.6,µg/m3,2013-01-26 03:00:00 +01:00
23,GB,Station_GB0644A,PM2.5,42.2,µg/m3,2013-01-15 21:00:00 +01:00
24,GB,Station_GB0644A,PM2.5,25.5,µg/m3,2013-01-20 20:00:00 +01:00
25,GB,Station_GB0644A,PM2.5,6.8,µg/m3,2013-01-27 18:00:00 +01:00
26,GB,Station_GB0644A,PM2.5,36.2,µg/m3,2013-01-22 02:00:00 +01:00
