Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
GB,Station_GB0682A,PM2.5,9.96,µg/m3,2015-07-15 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,14.73,µg/m3,2015-07-16 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,15.15,µg/m3,2015-07-17 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,13.18,µg/m3,2015-07-18 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,13.51,µg/m3,2015-07-12 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,18.83,µg/m3,2015-08-05 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,17.28,µg/m3,2015-08-06 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,15.52,µg/m3,2015-08-03 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,13.64,µg/m3,2015-08-02 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,16.36,µg/m3,2015-08-04 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,6.74,µg/m3,2015-07-30 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,13.77,µg/m3,2015-08-01 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,9.08,µg/m3,2015-07-29 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,10.54,µg/m3,2015-07-28 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,12.68,µg/m3,2015-07-27 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,13.93,µg/m3,2015-08-10 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,11.26,µg/m3,2015-08-17 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,18.49,µg/m3,2015-08-18 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,14.73,µg/m3,2015-08-20 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,14.18,µg/m3,2015-08-22 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,15.48,µg/m3,2015-08-21 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,16.03,µg/m3,2015-08-23 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,6.65,µg/m3,2015-09-07 00:00:00 +01:00
GB,Station_GB0682A,PM2.5,9.5,µg/m3,2015-09-06 00:00:00 +01:00
