,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,GB,Station_GB0608A,PM2.5,3.4,µg/m3,2019-01-02 01:00:00 +01:00
1,GB,Station_GB0608A,PM2.5,5.0,µg/m3,2019-01-02 02:00:00 +01:00
2,GB,Station_GB0608A,PM2.5,6.5,µg/m3,2019-01-02 03:00:00 +01:00
3,GB,Station_GB0608A,PM2.5,5.2,µg/m3,2019-01-02 04:00:00 +01:00
4,GB,Station_GB0608A,PM2.5,6.5,µg/m3,2019-01-02 05:00:00 +01:00
5,GB,Station_GB0608A,PM2.5,7.3,µg/m3,2019-01-02 06:00:00 +01:00
6,GB,Station_GB0608A,PM2.5,6.7,µg/m3,2019-01-02 07:00:00 +01:00
7,GB,Station_GB0608A,PM2.5,5.5,µg/m3,2019-01-02 08:00:00 +01:00
8,GB,Station_GB0608A,PM2.5,6.9,µg/m3,2019-01-02 09:00:00 +01:00
9,GB,Station_GB0608A,PM2.5,7.1,µg/m3,2019-01-02 10:00:00 +01:00
10,GB,Station_GB0608A,PM2.5,7.7,µg/m3,2019-01-02 11:00:00 +01:00
11,GB,Station_GB0608A,PM2.5,5.6,µg/m3,2019-01-02 12:00:00 +01:00
12,GB,Station_GB0608A,PM2.5,7.9,µg/m3,2019-01-02 13:00:00 +01:00
13,GB,Station_GB0608A,PM2.5,8.3,µg/m3,2019-01-02 14:00:00 +01:00
14,GB,Station_GB0608A,PM2.5,6.5,µg/m3,2019-01-02 15:00:00 +01:00
15,GB,Station_GB0608A,PM2.5,6.4,µg/m3,2019-01-02 16:00:00 +01:00
16,GB,Station_GB0608A,PM2.5,8.6,µg/m3,2019-01-02 17:00:00 +01:00
17,GB,Station_GB0608A,PM2.5,6.0,µg/m3,2019-01-02 18:00:00 +01:00
18,GB,Station_GB0608A,PM2.5,7.2,µg/m3,2019-01-02 19:00:00 +01:00
19,GB,Station_GB0608A,PM2.5,9.0,µg/m3,2019-01-02 20:00:00 +01:00
20,GB,Station_GB0608A,PM2.5,9.4,µg/m3,2019-01-02 21:00:00 +01:00
