country iso code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,statistic_value (µg/m3),above_AQG?
FR,Metz,FR01011,Background,urban,PM10,23.9,1
FR,Metz,FR01012,Background,suburban,PM10,18.8,0
FR,Martigues,FR02005,Background,urban,PM10,27.9,1
FR,Martigues,FR02008,Background,urban,PM10,24.9,1
FR,Marseille,FR02031,Background,urban,PM10,29.0,1
FR,Marseille,FR03006,Traffic,urban,PM10,36.3,1
FR,Marseille,FR03014,Background,urban,PM10,31.3,1
FR,Aix-en-Provence,FR03021,Traffic,urban,PM10,30.3,1
FR,Aix-en-Provence,FR03029,Background,urban,PM10,29.9,1
FR,Marseille,FR03043,Background,urban,PM10,27.1,1
FR,Toulon,FR03062,Background,urban,PM10,27.7,1
FR,Toulon,FR03068,Traffic,urban,PM10,31.4,1
FR,Toulon,FR03069,Background,urban,PM10,25.9,1
FR,Avignon,FR03080,Background,urban,PM10,20.4,0
FR,Avignon,FR03084,Background,suburban,PM10,26.2,1
FR,Avignon,FR03087,Traffic,urban,PM10,24.6,1
FR,Paris,FR04004,Background,urban,PM10,26.4,1
FR,Paris,FR04012,Traffic,urban,PM10,39.7,1
FR,Cergy-Pontoise,FR04023,Background,urban,PM10,22.5,1
FR,Paris,FR04031,Traffic,urban,PM10,38.6,1
FR,Marne la Vallée,FR04098,Background,urban,PM10,23.3,1
FR,Paris,FR04118,Traffic,urban,PM10,33.4,1
FR,Melun,FR04122,Traffic,suburban,PM10,28.0,1
FR,Paris,FR04131,Traffic,urban,PM10,33.7,1
FR,Paris,FR04143,Background,urban,PM10,26.3,1
FR,Paris,FR04329,Traffic,urban,PM10,40.7,1
FR,Le Havre,FR05074,Background,urban,PM10,22.4,1
FR,Le Havre,FR05078,Background,urban,PM10,22.8,1
FR,Le Havre,FR05089,Traffic,urban,PM10,24.9,1
FR,Valenciennes,FR06001,Background,urban,PM10,26.8,1
FR,Valenciennes,FR06006,Traffic,urban,PM10,28.2,1
FR,Clermont-Ferrand,FR07004,Background,urban,PM10,21.2,1
FR,Clermont-Ferrand,FR07009,Background,urban,PM10,19.3,0
FR,Clermont-Ferrand,FR07034,Traffic,urban,PM10,21.7,1
FR,Clermont-Ferrand,FR07039,Traffic,urban,PM10,21.4,1
FR,Montpellier,FR08016,Background,urban,PM10,18.3,0
FR,La Rochelle,FR09003,Background,urban,PM10,23.5,1
FR,La Rochelle,FR09008,Background,suburban,PM10,22.1,1
FR,Poitiers,FR09015,Background,suburban,PM10,18.6,0
FR,Angoulème,FR09016,Background,suburban,PM10,22.5,1
FR,Niort,FR09019,Background,urban,PM10,20.3,0
FR,Angoulème,FR09103,Background,urban,PM10,20.3,0
FR,La Rochelle,FR09204,Traffic,urban,PM10,25.2,1
FR,Niort,FR09399,Traffic,urban,PM10,23.3,1
FR,Poitiers,FR09402,Traffic,urban,PM10,26.3,1
FR,Dunkerque,FR10004,Background,suburban,PM10,25.9,1
FR,Dunkerque,FR10007,Background,suburban,PM10,24.2,1
FR,Calais,FR10016,Background,urban,PM10,26.7,1
FR,Calais,FR10026,Background,urban,PM10,25.3,1
FR,Boulogne-sur-mer,FR10031,Traffic,urban,PM10,24.3,1
FR,Boulogne-sur-mer,FR10032,Background,suburban,PM10,22.8,1
FR,Lille,FR11022,Background,urban,PM10,22.6,1
FR,Lille,FR11025,Background,urban,PM10,25.9,1
FR,Lille,FR11027,Background,urban,PM10,26.7,1
FR,Lille,FR11030,Background,suburban,PM10,23.3,1
FR,Lille,FR11034,Traffic,urban,PM10,28.5,1
FR,Toulouse,FR12004,Background,urban,PM10,17.9,0
FR,Toulouse,FR12021,Background,urban,PM10,19.9,0
FR,Albi,FR12026,Background,urban,PM10,17.1,0
FR,Toulouse,FR12030,Background,urban,PM10,19.3,0
FR,Tarbes,FR12052,Background,urban,PM10,17.7,0
FR,Montbelliard,FR13007,Background,urban,PM10,26.7,1
FR,Belfort,FR13009,Traffic,urban,PM10,24.0,1
FR,Reims,FR14010,Background,suburban,PM10,23.3,1
FR,Reims,FR14012,Background,urban,PM10,23.4,1
FR,Reims,FR14013,Traffic,urban,PM10,27.5,1
FR,Châlons-en-Champagne,FR14022,Background,suburban,PM10,20.0,0
FR,Troyes,FR14031,Background,urban,PM10,22.2,1
FR,Troyes,FR14033,Background,urban,PM10,20.9,1
FR,Charleville-Mézières,FR14051,Background,urban,PM10,19.6,0
FR,Grenoble,FR15017,Background,urban,PM10,22.4,1
FR,Grenoble,FR15038,Background,urban,PM10,23.7,1
FR,Grenoble,FR15039,Traffic,urban,PM10,34.1,1
FR,Grenoble,FR15043,Background,urban,PM10,24.2,1
FR,Grenoble,FR15045,Background,suburban,PM10,23.0,1
FR,Grenoble,FR15046,Traffic,urban,PM10,29.5,1
FR,Strasbourg,FR16029,Background,urban,PM10,25.6,1
FR,Strasbourg,FR16034,Traffic,urban,PM10,29.7,1
FR,Strasbourg,FR16040,Traffic,urban,PM10,32.5,1
FR,Colmar,FR16054,Background,urban,PM10,23.7,1
FR,Mulhouse,FR16057,Background,urban,PM10,19.9,0
FR,Mulhouse,FR16066,Background,urban,PM10,22.7,1
FR,Besançon,FR17011,Traffic,urban,PM10,28.7,1
FR,Creil,FR18019,Background,suburban,PM10,27.6,1
FR,Amiens,FR18035,Background,suburban,PM10,23.4,1
FR,Saint-Quentin,FR18042,Background,urban,PM10,22.4,1
FR,Creil,FR18043,Background,urban,PM10,22.3,1
FR,Amiens,FR18053,Background,urban,PM10,23.5,1
FR,Beauvais,FR18089,Traffic,urban,PM10,23.9,1
FR,Rennes,FR19002,Traffic,urban,PM10,20.0,0
FR,Rennes,FR19005,Background,urban,PM10,17.9,0
FR,Brest,FR19012,Background,urban,PM10,20.4,0
FR,Brest,FR19014,Traffic,urban,PM10,20.2,0
FR,Lorient,FR19032,Background,urban,PM10,19.8,0
FR,Quimper,FR19052,traffic,urban,PM10,22.2,1
FR,Saint-Brieuc,FR19061,Background,urban,PM10,19.3,0
FR,Lyon,FR20013,Traffic,urban,PM10,37.9,1
FR,Lyon,FR20017,Background,urban,PM10,25.5,1
FR,Lyon,FR20019,Traffic,urban,PM10,25.6,1
FR,Lyon,FR20046,Background,urban,PM10,23.4,1
FR,Lyon,FR20062,Background,urban,PM10,23.5,1
FR,Caen,FR21001,Background,urban,PM10,21.4,1
FR,Caen,FR21016,Traffic,urban,PM10,23.4,1
FR,Caen,FR21019,Background,urban,PM10,19.7,0
FR,Cherbourg,FR21035,Background,urban,PM10,22.4,1
FR,Angers,FR23120,Background,urban,PM10,19.3,0
FR,Nantes,FR23140,Traffic,urban,PM10,25.8,1
FR,Le Mans,FR23182,Background,urban,PM10,18.6,0
FR,Nantes,FR23188,Background,urban,PM10,19.5,0
FR,CA de Sophia-Antipolis,FR24007,Background,suburban,PM10,26.6,1
FR,Nice,FR24035,Traffic,urban,PM10,29.2,1
FR,Rouen,FR25036,Background,urban,PM10,22.0,1
FR,Dijon,FR26001,Traffic,urban,PM10,19.1,0
FR,Dijon,FR26005,Background,urban,PM10,19.5,0
FR,Dijon,FR26010,Background,suburban,PM10,21.5,1
FR,Dijon,FR26014,Traffic,urban,PM10,18.8,0
FR,Arras,FR28022,Background,suburban,PM10,23.1,1
FR,Lens - Liévin,FR28131,Background,suburban,PM10,21.5,1
FR,Saint-Etienne,FR29421,Background,suburban,PM10,21.9,1
FR,Roanne,FR29423,Background,urban,PM10,18.0,0
FR,Saint-Etienne,FR29424,Background,urban,PM10,19.8,0
FR,Saint-Etienne,FR29426,Background,urban,PM10,21.1,1
FR,Saint-Etienne,FR29428,Traffic,urban,PM10,22.5,1
FR,Saint-Etienne,FR29429,Traffic,suburban,PM10,25.8,1
FR,Saint-Etienne,FR29439,Background,suburban,PM10,19.8,0
FR,Nancy,FR30021,Background,urban,PM10,19.4,0
FR,Nancy,FR30034,Background,urban,PM10,22.2,1
FR,Bordeaux,FR31001,Background,urban,PM10,22.9,1
FR,Bordeaux,FR31002,Background,urban,PM10,23.8,1
FR,Bordeaux,FR31003,Traffic,urban,PM10,27.4,1
FR,Bordeaux,FR31005,Traffic,urban,PM10,23.5,1
FR,Bordeaux,FR31007,Background,urban,PM10,20.0,0
FR,Pau,FR31013,Background,urban,PM10,16.5,0
FR,Pau,FR31014,Background,urban,PM10,17.8,0
FR,Bayonne,FR31016,Background,urban,PM10,19.7,0
FR,Bayonne,FR31017,Traffic,urban,PM10,24.5,1
FR,Pau,FR31039,Traffic,urban,PM10,25.0,1
FR,Chalon-sur-Saône,FR32001,Traffic,urban,PM10,19.0,0
FR,Chalon-sur-Saône,FR32002,Background,suburban,PM10,17.2,0
FR,Chambery,FR33101,Background,urban,PM10,22.3,1
FR,Chambery,FR33102,Background,urban,PM10,20.8,1
FR,Annecy,FR33201,Background,urban,PM10,25.4,1
FR,Annecy,FR33202,Background,urban,PM10,20.7,1
FR,Annemasse,FR33211,Background,urban,PM10,20.0,0
FR,Annemasse,FR33212,Background,urban,PM10,23.5,1
FR,Orléans,FR34013,Traffic,urban,PM10,25.8,1
FR,Tours,FR34025,Background,urban,PM10,22.7,1
FR,Tours,FR34028,Traffic,urban,PM10,23.2,1
FR,Orléans,FR34029,Background,urban,PM10,18.9,0
FR,Bourges,FR34030,Traffic,urban,PM10,24.7,1
FR,Bourges,FR34032,Background,urban,PM10,19.5,0
FR,Chartres,FR34042,Background,urban,PM10,20.7,1
FR,Châteauroux,FR34051,Background,urban,PM10,19.1,0
FR,Limoges,FR35003,Background,urban,PM10,17.1,0
FR,Brive-la-Gaillarde,FR35004,Background,urban,PM10,16.1,0
FR,Limoges,FR35007,Background,suburban,PM10,13.9,0
FR,Limoges,FR35010,Traffic,urban,PM10,18.0,0
FR,Valence,FR36001,Background,suburban,PM10,25.2,1
FR,Valence,FR36003,Traffic,urban,PM10,22.2,1
FR,Saint Denis,FR38001,Background,urban,PM10,16.3,0
FR,Saint Denis,FR38008,Background,urban,PM10,13.6,0
FR,Fort-de-France,FR39007,Background,urban,PM10,26.1,1
FR,Fort-de-France,FR39008,Background,urban,PM10,28.8,1
FR,Fort-de-France,FR39011,Traffic,urban,PM10,36.7,1
FR,Ajaccio,FR41001,Background,urban,PM10,19.6,0
FR,Ajaccio,FR41022,Traffic,urban,PM10,29.8,1
GB,London,GB0566A,Background,urban,PM10,18.0,0
GB,Newcastle upon Tyne,GB0568A,Background,urban,PM10,12.6,0
GB,Cardiff,GB0580A,Background,urban,PM10,18.9,0
GB,Southampton,GB0598A,Background,urban,PM10,21.0,1
GB,London,GB0620A,Background,urban,PM10,18.9,0
GB,London,GB0636A,Traffic,urban,PM10,20.5,0
GB,Warwick,GB0643A,Background,urban,PM10,17.8,0
GB,Thurrock,GB0645A,Background,urban,PM10,19.2,0
GB,Nottingham,GB0646A,Background,urban,PM10,21.3,1
GB,Glasgow,GB0657A,Traffic,urban,PM10,22.9,1
GB,Stoke-on-trent,GB0658A,Background,urban,PM10,20.3,0
GB,Derry,GB0673A,Background,urban,PM10,14.8,0
GB,London,GB0682A,Traffic,urban,PM10,29.1,1
GB,Plymouth,GB0687A,Background,urban,PM10,18.3,0
GB,Aberdeen,GB0729A,Background,urban,PM10,13.5,0
GB,Wrexham,GB0755A,Traffic,urban,PM10,17.1,0
GB,Kingston-upon-Hull,GB0776A,Background,urban,PM10,14.3,0
GB,Edinburgh,GB0839A,Background,urban,PM10,13.5,0
GB,Reading,GB0840A,Background,urban,PM10,15.5,0
GB,Birmingham,GB0851A,Background,urban,PM10,17.9,0
GB,Bristol,GB0884A,Background,urban,PM10,17.7,0
GB,Swansea,GB0896A,Traffic,urban,PM10,19.1,0
GB,York,GB0918A,Background,urban,PM10,11.7,0
GB,York,GB0919A,Traffic,urban,PM10,18.8,0
GB,Thurrock,GB0924A,Traffic,urban,PM10,24.3,1
GB,Leeds,GB0926A,Traffic,urban,PM10,21.5,1
GB,Chesterfield,GB0928A,Traffic,urban,PM10,17.3,0
GB,Chesterfield,GB0929A,Background,urban,PM10,15.9,0
GB,Stockton-on-Tees,GB0956A,Traffic,urban,PM10,16.8,0
GB,Birmingham,GB0960A,Traffic,urban,PM10,19.2,0
GB,Norwich,GB0995A,Background,suburban,PM10,14.6,0
GB,Medway,GB1007A,Traffic,urban,PM10,23.1,1
GB,London,GB1012A,Traffic,urban,PM10,27.3,1
GR,Volos,GR0001A,Traffic,urban,PM10,32.5,1
GR,Larisa,GR0010A,Traffic,urban,PM10,37.8,1
GR,Thessaloniki,GR0018A,Traffic,urban,PM10,21.9,1
GR,Pátra,GR0048A,Traffic,urban,PM10,40.4,1
HR,Osijek,HR0003A,Traffic,urban,PM10,33.2,1
HR,Zagreb,HR0009A,Traffic,urban,PM10,36.5,1
HU,Budapest,HU0022A,Background,suburban,PM10,29.6,1
HU,Debrecen,HU0023A,Background,urban,PM10,26.7,1
HU,Gyõr,HU0024A,Traffic,urban,PM10,23.4,1
HU,Gyõr,HU0025A,Background,urban,PM10,25.8,1
HU,Miskolc,HU0027A,Traffic,urban,PM10,35.3,1
HU,Nyíregyháza,HU0028A,Traffic,urban,PM10,31.9,1
HU,Pécs,HU0030A,Traffic,urban,PM10,33.7,1
HU,Budapest,HU0036A,Background,suburban,PM10,25.7,1
HU,Budapest,HU0041A,Traffic,urban,PM10,32.1,1
HU,Budapest,HU0042A,Background,urban,PM10,27.7,1
HU,Budapest,HU0045A,Traffic,urban,PM10,29.2,1
HU,Szeged,HU0057A,Background,urban,PM10,25.1,1
IE,Cork,IE001BP,traffic,urban,PM10,18.7,0
IE,Dublin,IE0036A,Background,suburban,PM10,12.2,0
IE,Dublin,IE0098A,Traffic,urban,PM10,13.6,0
IE,Galway,IE0125A,Traffic,suburban,PM10,20.8,1
IS,Reykjavík,IS0005A,Traffic,urban,PM10,18.6,0
IS,Reykjavík,IS0006A,Background,urban,PM10,11.5,0
IT,Ferrara,IT0187A,Traffic,urban,PM10,30.2,1
IT,Venezia,IT0448A,Background,urban,PM10,30.1,1
IT,Torino,IT0469A,Traffic,urban,PM10,40.5,1
IT,Brescia,IT0594A,Traffic,urban,PM10,34.8,1
IT,Reggio nell'Emilia,IT0702A,Traffic,urban,PM10,34.9,1
IT,Milano,IT0705A,Traffic,urban,PM10,34.7,1
IT,Bergamo,IT0707A,Background,urban,PM10,29.1,1
IT,Modena,IT0721A,Traffic,urban,PM10,30.6,1
IT,Forlì,IT0755A,Traffic,urban,PM10,26.4,1
IT,Como,IT0771A,Traffic,urban,PM10,28.5,1
IT,Lecco,IT0776A,Traffic,urban,PM10,26.0,1
IT,Parma,IT0804A,Background,urban,PM10,30.5,1
IT,Roma,IT0825A,Traffic,urban,PM10,32.7,1
IT,Roma,IT0828A,Traffic,urban,PM10,29.2,1
IT,Genova,IT0854A,Background,urban,PM10,16.9,0
IT,Genova,IT0858A,Background,urban,PM10,15.0,0
IT,Firenze,IT0860A,Traffic,urban,PM10,30.3,1
IT,Firenze,IT0861A,Traffic,urban,PM10,33.5,1
IT,Firenze,IT0862A,Background,urban,PM10,20.1,0
IT,Latina,IT0868A,Traffic,urban,PM10,31.5,1
IT,Latina,IT0869A,Background,urban,PM10,24.6,1
IT,Bologna,IT0892A,Background,urban,PM10,19.1,0
IT,Ravenna,IT0895A,Traffic,urban,PM10,27.3,1
IT,Napoli,IT0897A,Traffic,urban,PM10,26.3,1
IT,Napoli,IT0898A,Traffic,urban,PM10,31.3,1
IT,Pavia,IT0912A,Background,urban,PM10,33.2,1
IT,Benevento,IT0934A,Traffic,urban,PM10,47.1,1
IT,Avellino,IT0935A,Traffic,urban,PM10,36.5,1
IT,Avellino,IT0936A,Traffic,urban,PM10,29.8,1
IT,Benevento,IT0937A,Traffic,urban,PM10,44.9,1
IT,Salerno,IT0938A,Traffic,urban,PM10,45.6,1
IT,Reggio nell'Emilia,IT0940A,Background,urban,PM10,26.9,1
IT,Prato,IT0945A,Traffic,urban,PM10,30.4,1
IT,Firenze,IT0948A,Background,urban,PM10,20.0,0
IT,Roma,IT0953A,Background,urban,PM10,22.8,1
IT,Roma,IT0956A,Background,urban,PM10,31.2,1
IT,Roma,IT0957A,Background,suburban,PM10,26.1,1
IT,Venezia,IT0963A,Background,urban,PM10,30.5,1
IT,Udine,IT0966A,Background,urban,PM10,23.2,1
IT,Bergamo,IT0997A,Traffic,urban,PM10,35.3,1
IT,Terni,IT1011A,Traffic,urban,PM10,31.1,1
IT,Milano,IT1016A,Traffic,urban,PM10,38.3,1
IT,Trento,IT1037A,Background,urban,PM10,21.3,1
IT,Rimini,IT1043A,Background,urban,PM10,27.4,1
IT,Rimini,IT1044A,Traffic,urban,PM10,34.7,1
IT,Forlì,IT1048A,Background,urban,PM10,22.2,1
IT,Pavia,IT1104A,Traffic,urban,PM10,36.2,1
IT,Parma,IT1105A,Traffic,urban,PM10,36.8,1
IT,Pisa,IT1110A,Background,urban,PM10,23.0,1
IT,Savona,IT1145A,Traffic,urban,PM10,12.3,0
IT,Cremona,IT1153A,Traffic,urban,PM10,36.4,1
IT,Bologna,IT1159A,Traffic,urban,PM10,31.9,1
IT,Roma,IT1176A,Background,urban,PM10,30.6,1
IT,Vicenza,IT1177A,Background,urban,PM10,37.2,1
IT,Perugia,IT1180A,Background,suburban,PM10,21.3,1
IT,Perugia,IT1182A,Traffic,urban,PM10,23.0,1
IT,Latina,IT1184A,Background,suburban,PM10,25.3,1
IT,Viareggio,IT1186A,Background,urban,PM10,27.0,1
IT,Ravenna,IT1204A,Background,urban,PM10,27.4,1
IT,Sassari,IT1243A,Traffic,suburban,PM10,18.4,0
IT,Biella,IT1247A,Background,urban,PM10,19.9,0
IT,Bolzano,IT1334A,Traffic,urban,PM10,17.0,0
IT,Verona,IT1336A,Traffic,urban,PM10,36.0,1
IT,Verona,IT1343A,Background,suburban,PM10,32.3,1
IT,Pisa,IT1409A,Traffic,urban,PM10,26.0,1
IT,Padova,IT1453A,Background,urban,PM10,34.1,1
IT,La Spezia,IT1457A,Traffic,urban,PM10,22.8,1
IT,Caserta,IT1486A,Traffic,urban,PM10,26.7,1
IT,Caserta,IT1487A,Traffic,urban,PM10,31.0,1
IT,Napoli,IT1491A,Traffic,urban,PM10,46.2,1
IT,Napoli,IT1492A,Traffic,urban,PM10,33.8,1
IT,Napoli,IT1495A,Traffic,suburban,PM10,35.8,1
IT,Napoli,IT1496A,Traffic,urban,PM10,32.6,1
IT,Napoli,IT1497A,Background,suburban,PM10,34.5,1
IT,Salerno,IT1504A,Traffic,urban,PM10,44.0,1
IT,Novara,IT1518A,Background,urban,PM10,25.6,1
IT,Asti,IT1523A,Background,urban,PM10,22.0,1
IT,La Spezia,IT1536A,Background,urban,PM10,21.5,1
IT,Trieste,IT1537A,Traffic,urban,PM10,22.3,1
IT,Livorno,IT1560A,Traffic,urban,PM10,22.9,1
IT,Varese,IT1588A,Traffic,urban,PM10,28.0,1
IT,Treviso,IT1590A,Background,urban,PM10,33.9,1
IT,Bari,IT1606A,Traffic,urban,PM10,27.1,1
IT,Taranto,IT1610A,Background,urban,PM10,20.2,0
IT,Taranto,IT1613A,Traffic,urban,PM10,23.0,1
IT,Taranto,IT1614A,Background,urban,PM10,23.0,1
IT,Bari,IT1624A,Background,suburban,PM10,23.8,1
IT,Prato,IT1654A,Background,urban,PM10,27.2,1
IT,Novara,IT1676A,Traffic,urban,PM10,29.8,1
IT,Lecce,IT1687A,Traffic,suburban,PM10,27.4,1
IT,Milano,IT1692A,Background,urban,PM10,38.3,1
IT,Genova,IT1698A,Traffic,urban,PM10,29.9,1
IT,Savona,IT1706A,Traffic,urban,PM10,24.1,1
IT,Terni,IT1728A,Traffic,urban,PM10,36.4,1
IT,Brescia,IT1737A,Background,urban,PM10,38.8,1
IT,Cremona,IT1739A,Background,urban,PM10,37.1,1
IT,Monza,IT1743A,Background,urban,PM10,37.8,1
IT,Campobasso,IT1753A,Traffic,urban,PM10,21.9,1
IT,Modena,IT1771A,Background,urban,PM10,27.3,1
IT,Carrara,IT1819A,Background,urban,PM10,23.8,1
IT,Lecco,IT1826A,Background,urban,PM10,22.5,1
IT,Roma,IT1834A,Traffic,urban,PM10,32.4,1
IT,Roma,IT1835A,Background,urban,PM10,24.3,1
IT,Roma,IT1836A,Background,urban,PM10,25.6,1
IT,Roma,IT1837A,Traffic,urban,PM10,33.0,1
IT,Vicenza,IT1838A,Traffic,urban,PM10,35.6,1
IT,Trento,IT1859A,Traffic,urban,PM10,26.0,1
IT,Venezia,IT1862A,Traffic,urban,PM10,32.6,1
IT,Torino,IT1877A,background,urban,PM10,35.3,1
IT,Padova,IT1880A,Traffic,urban,PM10,32.5,1
IT,Savona,IT1883A,Background,urban,PM10,17.0,0
IT,La Spezia,IT1886A,Traffic,urban,PM10,23.5,1
IT,Asti,IT1903A,Traffic,urban,PM10,37.7,1
IT,Roma,IT1906A,Traffic,urban,PM10,27.9,1
IT,Ferrara,IT1918A,Background,urban,PM10,27.6,1
IT,Piacenza,IT1923A,Traffic,urban,PM10,31.2,1
IT,Lecce,IT1932A,Traffic,urban,PM10,24.3,1
IT,Piacenza,IT1975A,Background,urban,PM10,30.0,1
IT,Perugia,IT2004A,Traffic,urban,PM10,20.5,1
IT,Sassari,IT2009A,Background,suburban,PM10,16.9,0
IT,Roma,IT2012A,Background,suburban,PM10,25.7,1
IT,Foggia,IT2019A,Traffic,urban,PM10,22.5,1
IT,Cagliari,IT2056A,Traffic,urban,PM10,31.4,1
IT,Bari,IT2058A,background,suburban,PM10,19.6,0
IT,Bologna,IT2075A,Background,suburban,PM10,23.6,1
IT,Monza,IT2098A,background,suburban,PM10,39.2,1
IT,Torino,IT2168A,background,urban,PM10,38.0,1
LT,Vilnius,LT00001,Background,urban,PM10,29.1,1
LT,Vilnius,LT00002,Background,urban,PM10,15.9,0
LT,Vilnius,LT00003,Traffic,urban,PM10,37.8,1
LT,Panevežys,LT00012,Background,urban,PM10,31.4,1
LT,Šiauliai,LT00022,Traffic,urban,PM10,37.0,1
LT,Klaipeda,LT00031,Traffic,urban,PM10,32.6,1
LT,Klaipeda,LT00033,Traffic,urban,PM10,31.4,1
LT,Kaunas,LT00041,Traffic,urban,PM10,35.1,1
LU,Luxembourg,LU0100A,Traffic,urban,PM10,24.2,1
LU,Luxembourg,LU0101A,Background,urban,PM10,20.8,1
LV,Liepaja,LV000L1,Traffic,urban,PM10,24.2,1
LV,Riga,LV0RKR9,Background,urban,PM10,21.4,1
LV,Riga,LV0RVL7,Traffic,urban,PM10,41.1,1
MT,Valletta,MT00005,Traffic,urban,PM10,38.3,1
NL,Amsterdam,NL00007,Traffic,urban,PM10,26.0,1
NL,Amsterdam,NL00012,Traffic,urban,PM10,27.3,1
NL,Amsterdam,NL00014,Background,urban,PM10,21.0,1
NL,Amsterdam,NL00016,Background,urban,PM10,20.2,0
NL,Amsterdam,NL00017,Traffic,urban,PM10,25.9,1
NL,Amsterdam,NL00020,Traffic,urban,PM10,22.7,1
NL,Heerlen,NL00136,Traffic,urban,PM10,24.2,1
NL,Heerlen,NL00137,Background,urban,PM10,21.6,1
NL,Eindhoven,NL00236,Traffic,urban,PM10,21.6,1
NL,Eindhoven,NL00237,Traffic,urban,PM10,23.5,1
NL,Breda,NL00240,Traffic,suburban,PM10,22.8,1
NL,Breda,NL00241,Background,suburban,PM10,21.2,1
NL,'s-Gravenhage,NL00404,Background,urban,PM10,21.9,1
NL,Rotterdam,NL00418,Background,urban,PM10,21.5,1
NL,Vlaardingen,NL00433,Traffic,urban,PM10,22.8,1
NL,Dordrecht,NL00442,Background,urban,PM10,24.1,1
NL,'s-Gravenhage,NL00445,Traffic,urban,PM10,25.6,1
NL,'s-Gravenhage,NL00446,Background,suburban,PM10,21.5,1
NL,Leiden,NL00447,Traffic,urban,PM10,21.2,1
NL,Rotterdam,NL00487,Traffic,urban,PM10,26.8,1
NL,Rotterdam,NL00488,Background,urban,PM10,20.4,0
NL,Schiedam,NL00494,Background,urban,PM10,20.0,0
NL,Haarlem,NL00537,Traffic,urban,PM10,24.3,1
NL,Amsterdam,NL00545,Traffic,urban,PM10,22.5,1
NL,Hilversum,NL00547,Traffic,urban,PM10,22.2,1
NL,Utrecht,NL00639,Traffic,urban,PM10,20.6,1
NL,Zaanstad,NL00701,Background,urban,PM10,22.5,1
NL,Nijmegen,NL00741,Traffic,urban,PM10,24.3,1
NL,Groningen,NL00937,Traffic,urban,PM10,24.3,1
NO,Oslo,NO0011A,Traffic,urban,PM10,19.6,0
NO,Bergen,NO0015A,Background,urban,PM10,15.7,0
NO,Oslo,NO0057A,Traffic,urban,PM10,23.8,1
NO,Bergen,NO0059A,Traffic,urban,PM10,22.0,1
NO,Trondheim,NO0060A,Traffic,urban,PM10,24.1,1
NO,Stavanger,NO0065A,Background,urban,PM10,16.2,0
NO,Trondheim,NO0068A,Traffic,urban,PM10,20.7,1
NO,Oslo,NO0071A,Traffic,suburban,PM10,21.7,1
NO,Oslo,NO0072A,Background,urban,PM10,20.1,0
NO,Stavanger,NO0076A,Traffic,urban,PM10,28.3,1
NO,Oslo,NO0083A,Traffic,urban,PM10,25.8,1
NO,Tromsø,NO0085A,Traffic,suburban,PM10,12.9,0
NO,Trondheim,NO0086A,Traffic,suburban,PM10,27.7,1
NO,Trondheim,NO0089A,Background,urban,PM10,10.5,0
NO,Kristiansand,NO0092A,Traffic,urban,PM10,24.6,1
NO,Oslo,NO0093A,Traffic,suburban,PM10,27.5,1
PL,Katowice,PL0008A,Background,urban,PM10,42.8,1
PL,Kraków,PL0012A,Traffic,urban,PM10,59.7,1
PL,Konin,PL0031A,Background,suburban,PM10,30.3,1
PL,Kraków,PL0039A,Background,urban,PM10,49.2,1
PL,Gdansk,PL0045A,Background,urban,PM10,20.5,1
PL,Gdansk,PL0046A,Background,urban,PM10,21.7,1
PL,Gdansk,PL0047A,Background,urban,PM10,16.8,0
PL,Gdynia,PL0048A,Background,urban,PM10,15.9,0
PL,Gdansk,PL0049A,Background,urban,PM10,16.8,0
PL,Swidnica,PL0059A,Background,urban,PM10,36.9,1
PL,Bydgoszcz,PL0064A,Background,urban,PM10,29.4,1
PL,Torun,PL0071A,Background,urban,PM10,25.3,1
PL,Torun,PL0072A,Traffic,urban,PM10,28.3,1
PL,Wloclawek,PL0075A,Background,urban,PM10,24.5,1
PL,Chelm,PL0081A,Background,urban,PM10,29.3,1
PL,Lublin,PL0085A,Background,urban,PM10,29.4,1
PL,Zamosc,PL0091A,Background,urban,PM10,31.2,1
PL,Lódz,PL0096A,Background,urban,PM10,28.7,1
PL,Lódz,PL0098A,Traffic,urban,PM10,36.6,1
PL,Lódz,PL0100A,Background,urban,PM10,50.2,1
PL,Lódz,PL0101A,Background,urban,PM10,41.7,1
PL,Zgierz,PL0115A,Background,urban,PM10,35.7,1
PL,Plock,PL0136A,Background,urban,PM10,28.6,1
PL,Radom,PL0137A,Background,urban,PM10,33.5,1
PL,Radom,PL0138A,Background,urban,PM10,37.4,1
PL,Warszawa,PL0140A,Traffic,urban,PM10,39.7,1
PL,Warszawa,PL0141A,Background,urban,PM10,33.8,1
PL,Warszawa,PL0143A,Background,urban,PM10,32.0,1
PL,Bialystok,PL0148A,Background,urban,PM10,22.9,1
PL,Lomza,PL0151A,Background,urban,PM10,27.3,1
PL,Suwalki,PL0152A,Background,urban,PM10,19.2,0
PL,Gdansk,PL0166A,Background,urban,PM10,22.2,1
PL,Slupsk,PL0171A,Background,urban,PM10,22.6,1
PL,Olsztyn,PL0175A,Background,urban,PM10,21.5,1
PL,Ostrów Wielkopolski,PL0179A,Background,urban,PM10,38.1,1
PL,Poznan,PL0181A,Background,urban,PM10,21.0,1
PL,Czestochowa,PL0184A,Background,urban,PM10,35.0,1
PL,Glogów,PL0188A,Background,urban,PM10,31.5,1
