country iso code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,statistic_value (µg/m3),above_AQG?
PT,Lisboa,PT03071,Background,urban,PM2.5,11.7,1
PT,Lisboa,PT03072,Traffic,urban,PM2.5,11.8,1
PT,Almada,PT03083,Background,urban,PM2.5,10.9,1
RO,Iasi,RO0084A,Background,urban,PM2.5,19.5,1
RO,Brasov,RO0119A,Background,urban,PM2.5,15.2,1
RO,Galati,RO0142A,Background,urban,PM2.5,7.8,0
RO,Baia Mare,RO0162A,Background,urban,PM2.5,18.8,1
RO,Ploiesti,RO0176A,Background,urban,PM2.5,17.7,1
RO,Satu Mare,RO0182A,Background,urban,PM2.5,16.1,1
RO,Timisoara,RO0194A,Background,urban,PM2.5,12.2,1
SE,Malmö,SE0001A,Background,urban,PM2.5,9.4,0
SE,Stockholm,SE0022A,Background,urban,PM2.5,4.7,0
SE,Stockholm,SE0027A,Traffic,urban,PM2.5,5.4,0
SE,Malmö,SE0058A,Traffic,urban,PM2.5,11.3,1
SE,Uppsala,SE0070A,Traffic,urban,PM2.5,4.3,0
SE,Umeå,SE0083A,Background,urban,PM2.5,4.3,0
SE,Stockholm,SE0087A,Traffic,suburban,PM2.5,5.5,0
SE,Stockholm,SE0099A,Traffic,urban,PM2.5,6.4,0
SE,Uppsala,SE0104A,background,urban,PM2.5,3.5,0
SI,Maribor,SI0002A,Traffic,urban,PM2.5,21.6,1
SI,Ljubljana,SI0058A,Background,urban,PM2.5,20.3,1
SI,Maribor,SI0059A,Background,urban,PM2.5,19.6,1
SK,Trnava,SK0045A,Traffic,urban,PM2.5,20.4,1
SK,Banská Bystrica,SK0263A,Background,urban,PM2.5,17.2,1
