,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
1,PT,STA-PT03082,PM2.5,10.0,µg/m3,2014-07-09 00:00:00 +01:00
17,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-04-10 00:00:00 +01:00
23,PT,STA-PT03082,PM2.5,10.0,µg/m3,2014-01-20 00:00:00 +01:00
28,PT,STA-PT03082,PM2.5,9.0,µg/m3,2014-06-25 00:00:00 +01:00
29,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-07-03 00:00:00 +01:00
32,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-08-07 00:00:00 +01:00
33,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-07-30 00:00:00 +01:00
48,PT,STA-PT03082,PM2.5,12.0,µg/m3,2014-09-23 00:00:00 +01:00
63,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-10-15 00:00:00 +01:00
64,PT,STA-PT03082,PM2.5,16.0,µg/m3,2014-10-22 00:00:00 +01:00
67,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-12-16 00:00:00 +01:00
68,PT,STA-PT03082,PM2.5,14.0,µg/m3,2014-12-18 00:00:00 +01:00
71,PT,STA-PT03082,PM2.5,14.0,µg/m3,2014-07-29 00:00:00 +01:00
72,PT,STA-PT03082,PM2.5,5.0,µg/m3,2014-10-13 00:00:00 +01:00
74,PT,STA-PT03082,PM2.5,24.0,µg/m3,2014-10-28 00:00:00 +01:00
76,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-10-09 00:00:00 +01:00
79,PT,STA-PT03082,PM2.5,6.0,µg/m3,2014-11-26 00:00:00 +01:00
85,PT,STA-PT03082,PM2.5,21.0,µg/m3,2014-07-14 00:00:00 +01:00
88,PT,STA-PT03082,PM2.5,7.0,µg/m3,2014-07-23 00:00:00 +01:00
89,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-07-22 00:00:00 +01:00
90,PT,STA-PT03082,PM2.5,13.0,µg/m3,2014-07-24 00:00:00 +01:00
97,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-09-16 00:00:00 +01:00
100,PT,STA-PT03082,PM2.5,2.0,µg/m3,2014-11-03 00:00:00 +01:00
107,PT,STA-PT03082,PM2.5,2.0,µg/m3,2014-11-12 00:00:00 +01:00
126,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-12-04 00:00:00 +01:00
127,PT,STA-PT03082,PM2.5,13.0,µg/m3,2014-12-02 00:00:00 +01:00
130,PT,STA-PT03082,PM2.5,25.0,µg/m3,2014-12-11 00:00:00 +01:00
131,PT,STA-PT03082,PM2.5,21.0,µg/m3,2014-12-10 00:00:00 +01:00
136,PT,STA-PT03082,PM2.5,2.0,µg/m3,2014-06-19 00:00:00 +01:00
137,PT,STA-PT03082,PM2.5,12.0,µg/m3,2014-06-23 00:00:00 +01:00
139,PT,STA-PT03082,PM2.5,15.0,µg/m3,2014-06-24 00:00:00 +01:00
140,PT,STA-PT03082,PM2.5,12.0,µg/m3,2014-07-10 00:00:00 +01:00
144,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-08-04 00:00:00 +01:00
150,PT,STA-PT03082,PM2.5,7.0,µg/m3,2014-09-08 00:00:00 +01:00
151,PT,STA-PT03082,PM2.5,5.0,µg/m3,2014-06-05 00:00:00 +01:00
160,PT,STA-PT03082,PM2.5,10.0,µg/m3,2014-09-22 00:00:00 +01:00
165,PT,STA-PT03082,PM2.5,6.0,µg/m3,2014-11-10 00:00:00 +01:00
171,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-01-07 00:00:00 +01:00
190,PT,STA-PT03082,PM2.5,19.0,µg/m3,2014-03-13 00:00:00 +01:00
220,PT,STA-PT03082,PM2.5,24.0,µg/m3,2014-01-09 00:00:00 +01:00
222,PT,STA-PT03082,PM2.5,10.0,µg/m3,2014-07-15 00:00:00 +01:00
226,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-08-05 00:00:00 +01:00
230,PT,STA-PT03082,PM2.5,5.0,µg/m3,2014-08-26 00:00:00 +01:00
231,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-09-15 00:00:00 +01:00
232,PT,STA-PT03082,PM2.5,6.0,µg/m3,2014-09-11 00:00:00 +01:00
234,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-09-09 00:00:00 +01:00
237,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-09-17 00:00:00 +01:00
244,PT,STA-PT03082,PM2.5,22.0,µg/m3,2014-10-27 00:00:00 +01:00
247,PT,STA-PT03082,PM2.5,25.0,µg/m3,2014-10-21 00:00:00 +01:00
248,PT,STA-PT03082,PM2.5,20.0,µg/m3,2014-10-20 00:00:00 +01:00
249,PT,STA-PT03082,PM2.5,15.0,µg/m3,2014-10-23 00:00:00 +01:00
252,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-11-05 00:00:00 +01:00
253,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-11-11 00:00:00 +01:00
254,PT,STA-PT03082,PM2.5,16.0,µg/m3,2014-11-17 00:00:00 +01:00
255,PT,STA-PT03082,PM2.5,5.0,µg/m3,2014-11-18 00:00:00 +01:00
260,PT,STA-PT03082,PM2.5,15.0,µg/m3,2014-12-09 00:00:00 +01:00
275,PT,STA-PT03082,PM2.5,15.0,µg/m3,2014-01-08 00:00:00 +01:00
290,PT,STA-PT03082,PM2.5,11.0,µg/m3,2014-07-16 00:00:00 +01:00
296,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-05-08 00:00:00 +01:00
304,PT,STA-PT03082,PM2.5,12.0,µg/m3,2014-07-28 00:00:00 +01:00
306,PT,STA-PT03082,PM2.5,4.0,µg/m3,2014-08-28 00:00:00 +01:00
308,PT,STA-PT03082,PM2.5,13.0,µg/m3,2014-09-01 00:00:00 +01:00
313,PT,STA-PT03082,PM2.5,3.0,µg/m3,2014-10-16 00:00:00 +01:00
314,PT,STA-PT03082,PM2.5,20.0,µg/m3,2014-10-30 00:00:00 +01:00
315,PT,STA-PT03082,PM2.5,21.0,µg/m3,2014-10-29 00:00:00 +01:00
317,PT,STA-PT03082,PM2.5,13.0,µg/m3,2014-11-24 00:00:00 +01:00
318,PT,STA-PT03082,PM2.5,9.0,µg/m3,2014-12-03 00:00:00 +01:00
