,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,NL,STA-NL00020,PM10,13.9,µg/m3,2014-06-25 00:00:00 +01:00
1,NL,STA-NL00020,PM10,31.1,µg/m3,2014-07-10 00:00:00 +01:00
2,NL,STA-NL00020,PM10,17.4,µg/m3,2014-07-07 00:00:00 +01:00
3,NL,STA-NL00020,PM10,49.2,µg/m3,2014-03-06 00:00:00 +01:00
4,NL,STA-NL00020,PM10,21.4,µg/m3,2014-02-12 00:00:00 +01:00
5,NL,STA-NL00020,PM10,25.7,µg/m3,2014-02-17 00:00:00 +01:00
6,NL,STA-NL00020,PM10,15.1,µg/m3,2014-04-07 00:00:00 +01:00
7,NL,STA-NL00020,PM10,13.7,µg/m3,2014-01-05 00:00:00 +01:00
8,NL,STA-NL00020,PM10,21.8,µg/m3,2014-04-16 00:00:00 +01:00
9,NL,STA-NL00020,PM10,26.9,µg/m3,2014-01-25 00:00:00 +01:00
10,NL,STA-NL00020,PM10,25.6,µg/m3,2014-06-03 00:00:00 +01:00
11,NL,STA-NL00020,PM10,21.2,µg/m3,2014-06-07 00:00:00 +01:00
12,NL,STA-NL00020,PM10,18.2,µg/m3,2014-06-28 00:00:00 +01:00
13,NL,STA-NL00020,PM10,19.2,µg/m3,2014-02-20 00:00:00 +01:00
14,NL,STA-NL00020,PM10,10.8,µg/m3,2014-06-29 00:00:00 +01:00
15,NL,STA-NL00020,PM10,12.8,µg/m3,2014-06-23 00:00:00 +01:00
16,NL,STA-NL00020,PM10,13.4,µg/m3,2014-08-17 00:00:00 +01:00
17,NL,STA-NL00020,PM10,50.3,µg/m3,2014-03-10 00:00:00 +01:00
18,NL,STA-NL00020,PM10,48.0,µg/m3,2014-03-07 00:00:00 +01:00
19,NL,STA-NL00020,PM10,24.7,µg/m3,2014-03-04 00:00:00 +01:00
20,NL,STA-NL00020,PM10,24.4,µg/m3,2014-04-17 00:00:00 +01:00
21,NL,STA-NL00020,PM10,18.4,µg/m3,2014-04-19 00:00:00 +01:00
23,NL,STA-NL00020,PM10,34.3,µg/m3,2014-04-29 00:00:00 +01:00
25,NL,STA-NL00020,PM10,14.3,µg/m3,2014-08-23 00:00:00 +01:00
26,NL,STA-NL00020,PM10,15.4,µg/m3,2014-08-21 00:00:00 +01:00
27,NL,STA-NL00020,PM10,29.7,µg/m3,2014-04-05 00:00:00 +01:00
28,NL,STA-NL00020,PM10,13.6,µg/m3,2014-08-31 00:00:00 +01:00
29,NL,STA-NL00020,PM10,16.0,µg/m3,2014-05-18 00:00:00 +01:00
30,NL,STA-NL00020,PM10,11.6,µg/m3,2014-05-03 00:00:00 +01:00
31,NL,STA-NL00020,PM10,22.8,µg/m3,2014-06-09 00:00:00 +01:00
32,NL,STA-NL00020,PM10,18.1,µg/m3,2014-06-06 00:00:00 +01:00
33,NL,STA-NL00020,PM10,24.2,µg/m3,2014-11-16 00:00:00 +01:00
34,NL,STA-NL00020,PM10,39.2,µg/m3,2014-11-05 00:00:00 +01:00
35,NL,STA-NL00020,PM10,19.5,µg/m3,2014-05-27 00:00:00 +01:00
36,NL,STA-NL00020,PM10,23.0,µg/m3,2014-11-10 00:00:00 +01:00
37,NL,STA-NL00020,PM10,23.6,µg/m3,2014-07-18 00:00:00 +01:00
38,NL,STA-NL00020,PM10,24.1,µg/m3,2014-12-26 00:00:00 +01:00
39,NL,STA-NL00020,PM10,13.0,µg/m3,2014-06-16 00:00:00 +01:00
40,NL,STA-NL00020,PM10,20.2,µg/m3,2014-11-24 00:00:00 +01:00
41,NL,STA-NL00020,PM10,20.2,µg/m3,2014-12-07 00:00:00 +01:00
42,NL,STA-NL00020,PM10,17.1,µg/m3,2014-09-07 00:00:00 +01:00
43,NL,STA-NL00020,PM10,22.3,µg/m3,2014-09-11 00:00:00 +01:00
44,NL,STA-NL00020,PM10,25.8,µg/m3,2014-12-09 00:00:00 +01:00
45,NL,STA-NL00020,PM10,17.8,µg/m3,2014-12-08 00:00:00 +01:00
46,NL,STA-NL00020,PM10,20.7,µg/m3,2014-12-22 00:00:00 +01:00
47,NL,STA-NL00020,PM10,17.3,µg/m3,2014-07-13 00:00:00 +01:00
48,NL,STA-NL00020,PM10,21.4,µg/m3,2014-07-17 00:00:00 +01:00
49,NL,STA-NL00020,PM10,13.3,µg/m3,2014-01-09 00:00:00 +01:00
50,NL,STA-NL00020,PM10,23.8,µg/m3,2014-07-26 00:00:00 +01:00
51,NL,STA-NL00020,PM10,15.2,µg/m3,2014-08-03 00:00:00 +01:00
52,NL,STA-NL00020,PM10,21.1,µg/m3,2014-08-08 00:00:00 +01:00
53,NL,STA-NL00020,PM10,20.1,µg/m3,2014-08-11 00:00:00 +01:00
54,NL,STA-NL00020,PM10,16.6,µg/m3,2014-08-26 00:00:00 +01:00
55,NL,STA-NL00020,PM10,24.6,µg/m3,2014-08-28 00:00:00 +01:00
56,NL,STA-NL00020,PM10,17.9,µg/m3,2014-09-01 00:00:00 +01:00
57,NL,STA-NL00020,PM10,24.9,µg/m3,2014-09-10 00:00:00 +01:00
58,NL,STA-NL00020,PM10,36.7,µg/m3,2014-09-17 00:00:00 +01:00
59,NL,STA-NL00020,PM10,15.9,µg/m3,2014-01-18 00:00:00 +01:00
60,NL,STA-NL00020,PM10,36.9,µg/m3,2014-10-30 00:00:00 +01:00
61,NL,STA-NL00020,PM10,18.9,µg/m3,2014-02-02 00:00:00 +01:00
62,NL,STA-NL00020,PM10,18.1,µg/m3,2014-10-26 00:00:00 +01:00
63,NL,STA-NL00020,PM10,22.7,µg/m3,2014-10-27 00:00:00 +01:00
64,NL,STA-NL00020,PM10,11.3,µg/m3,2014-01-28 00:00:00 +01:00
65,NL,STA-NL00020,PM10,19.4,µg/m3,2014-11-07 00:00:00 +01:00
