Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
ES,STA_ES1941A,O3,5.0,µg/m3,2017-01-01 00:00:00 +01:00
ES,STA_ES1941A,O3,3.64,µg/m3,2017-01-01 01:00:00 +01:00
ES,STA_ES1941A,O3,6.46999999,µg/m3,2017-01-01 02:00:00 +01:00
ES,STA_ES1941A,O3,8.02999999,µg/m3,2017-01-01 03:00:00 +01:00
ES,STA_ES1941A,O3,1.12999999,µg/m3,2017-01-01 04:00:00 +01:00
ES,STA_ES1941A,O3,6.11,µg/m3,2017-01-01 05:00:00 +01:00
ES,STA_ES1941A,O3,12.77,µg/m3,2017-01-01 06:00:00 +01:00
ES,STA_ES1941A,O3,9.75,µg/m3,2017-01-01 07:00:00 +01:00
ES,STA_ES1941A,O3,14.31,µg/m3,2017-01-01 08:00:00 +01:00
ES,STA_ES1941A,O3,8.05,µg/m3,2017-01-01 09:00:00 +01:00
ES,STA_ES1941A,O3,8.35999999,µg/m3,2017-01-01 10:00:00 +01:00
ES,STA_ES1941A,O3,12.02,µg/m3,2017-01-01 11:00:00 +01:00
ES,STA_ES1941A,O3,15.27999999,µg/m3,2017-01-01 12:00:00 +01:00
ES,STA_ES1941A,O3,21.39,µg/m3,2017-01-01 13:00:00 +01:00
ES,STA_ES1941A,O3,37.93,µg/m3,2017-01-01 14:00:00 +01:00
ES,STA_ES1941A,O3,56.49,µg/m3,2017-01-01 15:00:00 +01:00
ES,STA_ES1941A,O3,56.13,µg/m3,2017-01-01 16:00:00 +01:00
ES,STA_ES1941A,O3,49.43,µg/m3,2017-01-01 17:00:00 +01:00
ES,STA_ES1941A,O3,30.37,µg/m3,2017-01-01 18:00:00 +01:00
ES,STA_ES1941A,O3,14.24,µg/m3,2017-01-01 19:00:00 +01:00
ES,STA_ES1941A,O3,10.97,µg/m3,2017-01-01 20:00:00 +01:00
ES,STA_ES1941A,O3,2.52,µg/m3,2017-01-01 21:00:00 +01:00
ES,STA_ES1941A,O3,17.51,µg/m3,2017-01-01 22:00:00 +01:00
ES,STA_ES1941A,O3,31.21999999,µg/m3,2017-01-01 23:00:00 +01:00
ES,STA_ES1941A,O3,30.66,µg/m3,2017-01-02 00:00:00 +01:00
ES,STA_ES1941A,O3,17.80999999,µg/m3,2017-01-02 01:00:00 +01:00
ES,STA_ES1941A,O3,30.98999999,µg/m3,2017-01-02 02:00:00 +01:00
ES,STA_ES1941A,O3,43.18999999,µg/m3,2017-01-02 03:00:00 +01:00
ES,STA_ES1941A,O3,40.68,µg/m3,2017-01-02 04:00:00 +01:00
ES,STA_ES1941A,O3,34.25,µg/m3,2017-01-02 05:00:00 +01:00
ES,STA_ES1941A,O3,19.53999999,µg/m3,2017-01-02 06:00:00 +01:00
