Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 00:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 01:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 02:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 03:00:00 +01:00
ES,STA_ES0124A,O3,3.13,µg/m3,2020-01-01 04:00:00 +01:00
ES,STA_ES0124A,O3,7.77,µg/m3,2020-01-01 05:00:00 +01:00
ES,STA_ES0124A,O3,6.51,µg/m3,2020-01-01 06:00:00 +01:00
ES,STA_ES0124A,O3,7.07,µg/m3,2020-01-01 07:00:00 +01:00
ES,STA_ES0124A,O3,11.48,µg/m3,2020-01-01 08:00:00 +01:00
ES,STA_ES0124A,O3,17.52,µg/m3,2020-01-01 09:00:00 +01:00
ES,STA_ES0124A,O3,25.27,µg/m3,2020-01-01 10:00:00 +01:00
ES,STA_ES0124A,O3,26.41,µg/m3,2020-01-01 11:00:00 +01:00
ES,STA_ES0124A,O3,24.71,µg/m3,2020-01-01 12:00:00 +01:00
ES,STA_ES0124A,O3,23.49,µg/m3,2020-01-01 13:00:00 +01:00
ES,STA_ES0124A,O3,20.21,µg/m3,2020-01-01 14:00:00 +01:00
ES,STA_ES0124A,O3,16.41,µg/m3,2020-01-01 15:00:00 +01:00
ES,STA_ES0124A,O3,10.72,µg/m3,2020-01-01 16:00:00 +01:00
ES,STA_ES0124A,O3,2.47,µg/m3,2020-01-01 17:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 18:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 19:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 20:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 21:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 22:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-01 23:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 01:00:00 +01:00
ES,STA_ES0124A,O3,1.45,µg/m3,2020-01-02 02:00:00 +01:00
ES,STA_ES0124A,O3,11.35,µg/m3,2020-01-02 03:00:00 +01:00
ES,STA_ES0124A,O3,14.97,µg/m3,2020-01-02 04:00:00 +01:00
ES,STA_ES0124A,O3,14.84,µg/m3,2020-01-02 05:00:00 +01:00
ES,STA_ES0124A,O3,5.71,µg/m3,2020-01-02 06:00:00 +01:00
ES,STA_ES0124A,O3,0.97,µg/m3,2020-01-02 07:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 08:00:00 +01:00
ES,STA_ES0124A,O3,3.38,µg/m3,2020-01-02 09:00:00 +01:00
ES,STA_ES0124A,O3,10.92,µg/m3,2020-01-02 10:00:00 +01:00
ES,STA_ES0124A,O3,17.4,µg/m3,2020-01-02 11:00:00 +01:00
ES,STA_ES0124A,O3,17.0,µg/m3,2020-01-02 12:00:00 +01:00
ES,STA_ES0124A,O3,14.61,µg/m3,2020-01-02 13:00:00 +01:00
ES,STA_ES0124A,O3,12.67,µg/m3,2020-01-02 15:00:00 +01:00
ES,STA_ES0124A,O3,9.14,µg/m3,2020-01-02 16:00:00 +01:00
ES,STA_ES0124A,O3,3.93,µg/m3,2020-01-02 17:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 18:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 19:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 20:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 21:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 22:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-02 23:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-03 00:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-03 01:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-03 02:00:00 +01:00
ES,STA_ES0124A,O3,1.0,µg/m3,2020-01-03 03:00:00 +01:00
