Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
AT,STA-AT9STEF,O3,81.561,µg/m3,2014-06-25 14:00:00 +01:00
AT,STA-AT9STEF,O3,73.804,µg/m3,2014-06-25 11:00:00 +01:00
AT,STA-AT9STEF,O3,60.514,µg/m3,2014-06-25 10:00:00 +01:00
AT,STA-AT9STEF,O3,81.569,µg/m3,2014-06-25 12:00:00 +01:00
AT,STA-AT9STEF,O3,81.432,µg/m3,2014-06-25 13:00:00 +01:00
AT,STA-AT9STEF,O3,27.546,µg/m3,2014-06-27 04:00:00 +01:00
AT,STA-AT9STEF,O3,19.256,µg/m3,2014-06-27 03:00:00 +01:00
AT,STA-AT9STEF,O3,50.57899999999999,µg/m3,2014-06-26 21:00:00 +01:00
AT,STA-AT9STEF,O3,23.18,µg/m3,2014-06-27 01:00:00 +01:00
AT,STA-AT9STEF,O3,68.783,µg/m3,2014-06-26 19:00:00 +01:00
AT,STA-AT9STEF,O3,57.487,µg/m3,2014-06-26 12:00:00 +01:00
AT,STA-AT9STEF,O3,68.523,µg/m3,2014-06-26 15:00:00 +01:00
AT,STA-AT9STEF,O3,57.054,µg/m3,2014-07-05 09:00:00 +01:00
AT,STA-AT9STEF,O3,77.569,µg/m3,2014-07-05 00:00:00 +01:00
AT,STA-AT9STEF,O3,93.724,µg/m3,2014-07-04 14:00:00 +01:00
AT,STA-AT9STEF,O3,36.363,µg/m3,2014-07-04 07:00:00 +01:00
AT,STA-AT9STEF,O3,87.844,µg/m3,2014-07-04 11:00:00 +01:00
AT,STA-AT9STEF,O3,92.177,µg/m3,2014-07-04 13:00:00 +01:00
AT,STA-AT9STEF,O3,89.035,µg/m3,2014-07-03 20:00:00 +01:00
AT,STA-AT9STEF,O3,66.243,µg/m3,2014-07-03 21:00:00 +01:00
AT,STA-AT9STEF,O3,96.838,µg/m3,2014-07-03 18:00:00 +01:00
AT,STA-AT9STEF,O3,94.13,µg/m3,2014-07-03 17:00:00 +01:00
AT,STA-AT9STEF,O3,29.33,µg/m3,2014-01-27 23:00:00 +01:00
AT,STA-AT9STEF,O3,20.261,µg/m3,2014-01-27 21:00:00 +01:00
AT,STA-AT9STEF,O3,8.897,µg/m3,2014-01-26 21:00:00 +01:00
AT,STA-AT9STEF,O3,21.65,µg/m3,2014-01-28 16:00:00 +01:00
AT,STA-AT9STEF,O3,28.05,µg/m3,2014-07-11 10:00:00 +01:00
AT,STA-AT9STEF,O3,17.225,µg/m3,2014-01-28 14:00:00 +01:00
AT,STA-AT9STEF,O3,6.192,µg/m3,2014-01-29 06:00:00 +01:00
AT,STA-AT9STEF,O3,19.612,µg/m3,2014-01-27 02:00:00 +01:00
AT,STA-AT9STEF,O3,52.163,µg/m3,2014-01-25 12:00:00 +01:00
AT,STA-AT9STEF,O3,1.86,µg/m3,2014-01-24 21:00:00 +01:00
AT,STA-AT9STEF,O3,3.845,µg/m3,2014-01-24 17:00:00 +01:00
AT,STA-AT9STEF,O3,16.863,µg/m3,2014-01-24 03:00:00 +01:00
AT,STA-AT9STEF,O3,29.295,µg/m3,2014-01-29 11:00:00 +01:00
AT,STA-AT9STEF,O3,28.911,µg/m3,2014-01-15 16:00:00 +01:00
AT,STA-AT9STEF,O3,33.053000000000004,µg/m3,2014-01-15 14:00:00 +01:00
AT,STA-AT9STEF,O3,43.097,µg/m3,2014-07-11 00:00:00 +01:00
AT,STA-AT9STEF,O3,15.983,µg/m3,2014-01-15 09:00:00 +01:00
AT,STA-AT9STEF,O3,3.047,µg/m3,2014-01-17 21:00:00 +01:00
AT,STA-AT9STEF,O3,1.889,µg/m3,2014-01-16 09:00:00 +01:00
AT,STA-AT9STEF,O3,10.791,µg/m3,2014-01-14 21:00:00 +01:00
AT,STA-AT9STEF,O3,55.51600000000001,µg/m3,2014-07-10 10:00:00 +01:00
AT,STA-AT9STEF,O3,54.567,µg/m3,2014-07-10 19:00:00 +01:00
AT,STA-AT9STEF,O3,57.944,µg/m3,2014-07-09 21:00:00 +01:00
AT,STA-AT9STEF,O3,51.515,µg/m3,2014-07-09 12:00:00 +01:00
AT,STA-AT9STEF,O3,44.729,µg/m3,2014-07-10 06:00:00 +01:00
AT,STA-AT9STEF,O3,51.045,µg/m3,2014-07-09 23:00:00 +01:00
AT,STA-AT9STEF,O3,45.51,µg/m3,2014-07-10 03:00:00 +01:00
AT,STA-AT9STEF,O3,60.714,µg/m3,2014-07-09 18:00:00 +01:00
AT,STA-AT9STEF,O3,27.388,µg/m3,2014-01-19 23:00:00 +01:00
