Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
IT,STA.IT2012A,PM2.5,7.0,µg/m3,2014-07-02 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,8.0,µg/m3,2014-07-08 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,64.0,µg/m3,2014-01-01 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,4.0,µg/m3,2014-03-01 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,7.0,µg/m3,2014-02-10 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,15.0,µg/m3,2014-02-09 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,17.0,µg/m3,2014-02-15 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,16.0,µg/m3,2014-01-04 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,15.0,µg/m3,2014-04-14 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,8.0,µg/m3,2014-04-20 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,16.0,µg/m3,2014-03-25 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,10.0,µg/m3,2014-03-23 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,19.0,µg/m3,2014-03-29 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,23.0,µg/m3,2014-03-22 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,11.0,µg/m3,2014-04-26 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,26.0,µg/m3,2014-01-14 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,58.0,µg/m3,2014-01-13 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,6.0,µg/m3,2014-05-04 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,11.0,µg/m3,2014-05-19 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,8.0,µg/m3,2014-05-11 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,27.0,µg/m3,2014-01-21 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,12.0,µg/m3,2014-06-06 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,26.0,µg/m3,2014-02-04 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,0.0,µg/m3,2014-02-02 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,17.0,µg/m3,2014-06-10 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,19.0,µg/m3,2014-06-11 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,18.0,µg/m3,2014-02-06 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,11.0,µg/m3,2014-06-21 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,9.0,µg/m3,2014-06-27 00:00:00 +01:00
IT,STA.IT2012A,PM2.5,6.0,µg/m3,2014-07-11 00:00:00 +01:00
