,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
55,PT,STA-PT03084,PM10,15.5,µg/m3,2014-01-01 20:00:00 +01:00
56,PT,STA-PT03084,PM10,17.5,µg/m3,2014-01-02 11:00:00 +01:00
57,PT,STA-PT03084,PM10,15.5,µg/m3,2014-01-01 06:00:00 +01:00
58,PT,STA-PT03084,PM10,26.6,µg/m3,2014-01-10 06:00:00 +01:00
59,PT,STA-PT03084,PM10,22.2,µg/m3,2014-01-09 12:00:00 +01:00
60,PT,STA-PT03084,PM10,28.9,µg/m3,2014-01-09 19:00:00 +01:00
61,PT,STA-PT03084,PM10,26.4,µg/m3,2014-01-24 04:00:00 +01:00
62,PT,STA-PT03084,PM10,19.2,µg/m3,2014-01-21 11:00:00 +01:00
63,PT,STA-PT03084,PM10,17.8,µg/m3,2014-01-22 16:00:00 +01:00
64,PT,STA-PT03084,PM10,2.2,µg/m3,2014-01-26 05:00:00 +01:00
65,PT,STA-PT03084,PM10,26.6,µg/m3,2014-01-24 11:00:00 +01:00
66,PT,STA-PT03084,PM10,7.8,µg/m3,2014-01-24 20:00:00 +01:00
67,PT,STA-PT03084,PM10,12.2,µg/m3,2014-01-27 15:00:00 +01:00
69,PT,STA-PT03084,PM10,21.7,µg/m3,2014-01-19 23:00:00 +01:00
70,PT,STA-PT03084,PM10,8.9,µg/m3,2014-01-20 20:00:00 +01:00
71,PT,STA-PT03084,PM10,10.0,µg/m3,2014-01-17 16:00:00 +01:00
77,PT,STA-PT03084,PM10,32.8,µg/m3,2014-01-12 09:00:00 +01:00
82,PT,STA-PT03084,PM10,20.0,µg/m3,2014-01-12 16:00:00 +01:00
83,PT,STA-PT03084,PM10,40.5,µg/m3,2014-01-11 01:00:00 +01:00
85,PT,STA-PT03084,PM10,30.8,µg/m3,2014-01-12 11:00:00 +01:00
86,PT,STA-PT03084,PM10,25.5,µg/m3,2014-01-12 15:00:00 +01:00
88,PT,STA-PT03084,PM10,4.4,µg/m3,2014-01-15 07:00:00 +01:00
95,PT,STA-PT03084,PM10,22.2,µg/m3,2014-03-06 19:00:00 +01:00
96,PT,STA-PT03084,PM10,20.3,µg/m3,2014-03-04 13:00:00 +01:00
97,PT,STA-PT03084,PM10,20.5,µg/m3,2014-03-04 23:00:00 +01:00
98,PT,STA-PT03084,PM10,13.3,µg/m3,2014-03-07 04:00:00 +01:00
101,PT,STA-PT03084,PM10,7.5,µg/m3,2014-02-01 00:00:00 +01:00
104,PT,STA-PT03084,PM10,3.3,µg/m3,2014-01-31 15:00:00 +01:00
106,PT,STA-PT03084,PM10,16.9,µg/m3,2014-01-29 20:00:00 +01:00
108,PT,STA-PT03084,PM10,27.8,µg/m3,2014-02-09 19:00:00 +01:00
110,PT,STA-PT03084,PM10,10.0,µg/m3,2014-02-07 15:00:00 +01:00
113,PT,STA-PT03084,PM10,35.5,µg/m3,2014-02-05 20:00:00 +01:00
114,PT,STA-PT03084,PM10,37.7,µg/m3,2014-02-05 11:00:00 +01:00
116,PT,STA-PT03084,PM10,24.4,µg/m3,2014-02-03 20:00:00 +01:00
119,PT,STA-PT03084,PM10,10.0,µg/m3,2014-02-19 15:00:00 +01:00
120,PT,STA-PT03084,PM10,21.1,µg/m3,2014-02-28 23:00:00 +01:00
121,PT,STA-PT03084,PM10,6.1,µg/m3,2014-02-28 13:00:00 +01:00
122,PT,STA-PT03084,PM10,21.1,µg/m3,2014-02-23 06:00:00 +01:00
123,PT,STA-PT03084,PM10,10.0,µg/m3,2014-03-02 02:00:00 +01:00
124,PT,STA-PT03084,PM10,11.4,µg/m3,2014-03-02 23:00:00 +01:00
125,PT,STA-PT03084,PM10,3.3,µg/m3,2014-03-02 07:00:00 +01:00
126,PT,STA-PT03084,PM10,1.1,µg/m3,2014-02-14 04:00:00 +01:00
127,PT,STA-PT03084,PM10,12.2,µg/m3,2014-02-15 05:00:00 +01:00
128,PT,STA-PT03084,PM10,11.4,µg/m3,2014-02-16 04:00:00 +01:00
129,PT,STA-PT03084,PM10,2.2,µg/m3,2014-02-13 05:00:00 +01:00
130,PT,STA-PT03084,PM10,6.7,µg/m3,2014-02-12 15:00:00 +01:00
133,PT,STA-PT03084,PM10,2.2,µg/m3,2014-02-13 00:00:00 +01:00
134,PT,STA-PT03084,PM10,15.5,µg/m3,2014-02-11 19:00:00 +01:00
135,PT,STA-PT03084,PM10,25.5,µg/m3,2014-04-09 01:00:00 +01:00
136,PT,STA-PT03084,PM10,14.2,µg/m3,2014-04-13 10:00:00 +01:00
137,PT,STA-PT03084,PM10,17.5,µg/m3,2014-01-01 03:00:00 +01:00
138,PT,STA-PT03084,PM10,15.0,µg/m3,2014-04-11 06:00:00 +01:00
139,PT,STA-PT03084,PM10,28.0,µg/m3,2014-04-11 20:00:00 +01:00
140,PT,STA-PT03084,PM10,7.8,µg/m3,2014-04-05 20:00:00 +01:00
141,PT,STA-PT03084,PM10,1.1,µg/m3,2014-01-07 13:00:00 +01:00
142,PT,STA-PT03084,PM10,10.0,µg/m3,2014-01-08 07:00:00 +01:00
143,PT,STA-PT03084,PM10,21.1,µg/m3,2014-01-09 04:00:00 +01:00
144,PT,STA-PT03084,PM10,26.6,µg/m3,2014-01-09 18:00:00 +01:00
145,PT,STA-PT03084,PM10,31.1,µg/m3,2014-04-16 03:00:00 +01:00
146,PT,STA-PT03084,PM10,48.3,µg/m3,2014-01-05 01:00:00 +01:00
147,PT,STA-PT03084,PM10,30.3,µg/m3,2014-04-17 06:00:00 +01:00
148,PT,STA-PT03084,PM10,37.7,µg/m3,2014-04-14 22:00:00 +01:00
149,PT,STA-PT03084,PM10,25.5,µg/m3,2014-03-18 16:00:00 +01:00
150,PT,STA-PT03084,PM10,29.4,µg/m3,2014-03-20 03:00:00 +01:00
151,PT,STA-PT03084,PM10,20.0,µg/m3,2014-03-21 04:00:00 +01:00
152,PT,STA-PT03084,PM10,11.9,µg/m3,2014-03-23 02:00:00 +01:00
153,PT,STA-PT03084,PM10,7.5,µg/m3,2014-03-29 14:00:00 +01:00
154,PT,STA-PT03084,PM10,20.3,µg/m3,2014-03-25 16:00:00 +01:00
155,PT,STA-PT03084,PM10,21.7,µg/m3,2014-03-26 02:00:00 +01:00
156,PT,STA-PT03084,PM10,13.3,µg/m3,2014-03-11 05:00:00 +01:00
157,PT,STA-PT03084,PM10,9.2,µg/m3,2014-03-08 19:00:00 +01:00
158,PT,STA-PT03084,PM10,18.9,µg/m3,2014-03-08 23:00:00 +01:00
159,PT,STA-PT03084,PM10,18.9,µg/m3,2014-03-15 15:00:00 +01:00
160,PT,STA-PT03084,PM10,25.8,µg/m3,2014-03-15 13:00:00 +01:00
161,PT,STA-PT03084,PM10,27.5,µg/m3,2014-03-14 07:00:00 +01:00
162,PT,STA-PT03084,PM10,37.7,µg/m3,2014-03-17 08:00:00 +01:00
163,PT,STA-PT03084,PM10,34.4,µg/m3,2014-03-16 21:00:00 +01:00
164,PT,STA-PT03084,PM10,7.8,µg/m3,2014-04-28 15:00:00 +01:00
165,PT,STA-PT03084,PM10,4.2,µg/m3,2014-04-29 06:00:00 +01:00
166,PT,STA-PT03084,PM10,6.4,µg/m3,2014-01-19 07:00:00 +01:00
167,PT,STA-PT03084,PM10,2.8,µg/m3,2014-01-15 23:00:00 +01:00
168,PT,STA-PT03084,PM10,5.6,µg/m3,2014-04-27 20:00:00 +01:00
169,PT,STA-PT03084,PM10,11.1,µg/m3,2014-04-26 10:00:00 +01:00
170,PT,STA-PT03084,PM10,30.0,µg/m3,2014-01-12 12:00:00 +01:00
171,PT,STA-PT03084,PM10,29.1,µg/m3,2014-01-11 21:00:00 +01:00
172,PT,STA-PT03084,PM10,37.7,µg/m3,2014-01-10 03:00:00 +01:00
173,PT,STA-PT03084,PM10,42.7,µg/m3,2014-01-09 23:00:00 +01:00
174,PT,STA-PT03084,PM10,6.7,µg/m3,2014-05-10 23:00:00 +01:00
175,PT,STA-PT03084,PM10,3.3,µg/m3,2014-05-10 03:00:00 +01:00
176,PT,STA-PT03084,PM10,18.0,µg/m3,2014-01-21 09:00:00 +01:00
177,PT,STA-PT03084,PM10,15.8,µg/m3,2014-05-07 12:00:00 +01:00
178,PT,STA-PT03084,PM10,26.9,µg/m3,2014-01-21 03:00:00 +01:00
179,PT,STA-PT03084,PM10,13.6,µg/m3,2014-05-04 22:00:00 +01:00
180,PT,STA-PT03084,PM10,12.2,µg/m3,2014-01-30 05:00:00 +01:00
181,PT,STA-PT03084,PM10,2.2,µg/m3,2014-05-28 00:00:00 +01:00
187,PT,STA-PT03084,PM10,17.8,µg/m3,2014-05-15 23:00:00 +01:00
188,PT,STA-PT03084,PM10,33.3,µg/m3,2014-05-16 15:00:00 +01:00
189,PT,STA-PT03084,PM10,27.8,µg/m3,2014-05-16 12:00:00 +01:00
190,PT,STA-PT03084,PM10,32.2,µg/m3,2014-05-14 20:00:00 +01:00
192,PT,STA-PT03084,PM10,11.1,µg/m3,2014-01-22 12:00:00 +01:00
193,PT,STA-PT03084,PM10,42.2,µg/m3,2014-05-14 09:00:00 +01:00
194,PT,STA-PT03084,PM10,14.4,µg/m3,2014-05-23 09:00:00 +01:00
195,PT,STA-PT03084,PM10,7.8,µg/m3,2014-05-21 23:00:00 +01:00
196,PT,STA-PT03084,PM10,7.8,µg/m3,2014-05-22 23:00:00 +01:00
197,PT,STA-PT03084,PM10,10.0,µg/m3,2014-05-20 10:00:00 +01:00
198,PT,STA-PT03084,PM10,9.4,µg/m3,2014-02-13 16:00:00 +01:00
200,PT,STA-PT03084,PM10,2.2,µg/m3,2014-02-14 01:00:00 +01:00
206,PT,STA-PT03084,PM10,14.4,µg/m3,2014-02-22 20:00:00 +01:00
209,PT,STA-PT03084,PM10,11.1,µg/m3,2014-02-21 12:00:00 +01:00
211,PT,STA-PT03084,PM10,18.9,µg/m3,2014-02-19 12:00:00 +01:00
218,PT,STA-PT03084,PM10,9.7,µg/m3,2014-02-28 19:00:00 +01:00
219,PT,STA-PT03084,PM10,55.0,µg/m3,2014-02-25 23:00:00 +01:00
222,PT,STA-PT03084,PM10,40.0,µg/m3,2014-02-26 04:00:00 +01:00
224,PT,STA-PT03084,PM10,22.5,µg/m3,2014-02-22 11:00:00 +01:00
226,PT,STA-PT03084,PM10,23.3,µg/m3,2014-02-07 09:00:00 +01:00
227,PT,STA-PT03084,PM10,14.4,µg/m3,2014-02-09 11:00:00 +01:00
228,PT,STA-PT03084,PM10,35.0,µg/m3,2014-02-08 20:00:00 +01:00
229,PT,STA-PT03084,PM10,23.3,µg/m3,2014-02-08 17:00:00 +01:00
230,PT,STA-PT03084,PM10,18.3,µg/m3,2014-02-09 16:00:00 +01:00
231,PT,STA-PT03084,PM10,6.4,µg/m3,2014-02-12 12:00:00 +01:00
232,PT,STA-PT03084,PM10,22.2,µg/m3,2014-02-03 09:00:00 +01:00
234,PT,STA-PT03084,PM10,25.5,µg/m3,2014-02-03 19:00:00 +01:00
237,PT,STA-PT03084,PM10,38.9,µg/m3,2014-02-05 15:00:00 +01:00
238,PT,STA-PT03084,PM10,16.7,µg/m3,2014-02-05 02:00:00 +01:00
242,PT,STA-PT03084,PM10,22.2,µg/m3,2014-02-05 07:00:00 +01:00
245,PT,STA-PT03084,PM10,19.4,µg/m3,2014-02-01 16:00:00 +01:00
247,PT,STA-PT03084,PM10,5.6,µg/m3,2014-01-31 22:00:00 +01:00
249,PT,STA-PT03084,PM10,11.1,µg/m3,2014-03-14 16:00:00 +01:00
250,PT,STA-PT03084,PM10,26.1,µg/m3,2014-03-13 07:00:00 +01:00
251,PT,STA-PT03084,PM10,28.9,µg/m3,2014-03-12 20:00:00 +01:00
252,PT,STA-PT03084,PM10,8.9,µg/m3,2014-03-14 18:00:00 +01:00
253,PT,STA-PT03084,PM10,30.0,µg/m3,2014-03-13 02:00:00 +01:00
254,PT,STA-PT03084,PM10,31.1,µg/m3,2014-03-17 19:00:00 +01:00
255,PT,STA-PT03084,PM10,33.3,µg/m3,2014-03-17 21:00:00 +01:00
258,PT,STA-PT03084,PM10,28.6,µg/m3,2014-03-18 03:00:00 +01:00
262,PT,STA-PT03084,PM10,15.5,µg/m3,2014-03-23 23:00:00 +01:00
266,PT,STA-PT03084,PM10,23.9,µg/m3,2014-03-04 11:00:00 +01:00
268,PT,STA-PT03084,PM10,14.2,µg/m3,2014-03-05 15:00:00 +01:00
272,PT,STA-PT03084,PM10,26.6,µg/m3,2014-03-03 09:00:00 +01:00
273,PT,STA-PT03084,PM10,5.6,µg/m3,2014-03-08 18:00:00 +01:00
274,PT,STA-PT03084,PM10,20.5,µg/m3,2014-03-07 01:00:00 +01:00
275,PT,STA-PT03084,PM10,14.4,µg/m3,2014-03-08 12:00:00 +01:00
277,PT,STA-PT03084,PM10,25.5,µg/m3,2014-03-09 22:00:00 +01:00
280,PT,STA-PT03084,PM10,31.4,µg/m3,2014-03-07 23:00:00 +01:00
282,PT,STA-PT03084,PM10,24.1,µg/m3,2014-03-10 01:00:00 +01:00
283,PT,STA-PT03084,PM10,22.2,µg/m3,2014-03-09 00:00:00 +01:00
285,PT,STA-PT03084,PM10,24.4,µg/m3,2014-03-11 08:00:00 +01:00
290,PT,STA-PT03084,PM10,8.9,µg/m3,2014-04-02 07:00:00 +01:00
292,PT,STA-PT03084,PM10,12.8,µg/m3,2014-04-03 12:00:00 +01:00
295,PT,STA-PT03084,PM10,13.3,µg/m3,2014-03-30 07:00:00 +01:00
299,PT,STA-PT03084,PM10,13.3,µg/m3,2014-03-31 01:00:00 +01:00
300,PT,STA-PT03084,PM10,15.8,µg/m3,2014-04-01 12:00:00 +01:00
304,PT,STA-PT03084,PM10,5.6,µg/m3,2014-04-08 07:00:00 +01:00
305,PT,STA-PT03084,PM10,35.8,µg/m3,2014-04-09 22:00:00 +01:00
306,PT,STA-PT03084,PM10,6.7,µg/m3,2014-04-08 02:00:00 +01:00
307,PT,STA-PT03084,PM10,32.5,µg/m3,2014-04-10 08:00:00 +01:00
310,PT,STA-PT03084,PM10,4.4,µg/m3,2014-04-07 17:00:00 +01:00
313,PT,STA-PT03084,PM10,3.3,µg/m3,2014-04-05 11:00:00 +01:00
314,PT,STA-PT03084,PM10,1.9,µg/m3,2014-04-05 06:00:00 +01:00
319,PT,STA-PT03084,PM10,14.4,µg/m3,2014-04-14 03:00:00 +01:00
323,PT,STA-PT03084,PM10,28.9,µg/m3,2014-04-14 17:00:00 +01:00
326,PT,STA-PT03084,PM10,11.7,µg/m3,2014-04-13 08:00:00 +01:00
328,PT,STA-PT03084,PM10,29.1,µg/m3,2014-04-10 02:00:00 +01:00
