,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
260,PT,STA-PT03087,PM10,20.8,µg/m3,2016-02-03 10:00:00 +01:00
261,PT,STA-PT03087,PM10,18.19999999,µg/m3,2016-02-03 15:00:00 +01:00
262,PT,STA-PT03087,PM10,18.1,µg/m3,2016-02-03 12:00:00 +01:00
263,PT,STA-PT03087,PM10,15.1,µg/m3,2016-02-03 06:00:00 +01:00
264,PT,STA-PT03087,PM10,14.5,µg/m3,2016-02-03 05:00:00 +01:00
265,PT,STA-PT03087,PM10,17.19999999,µg/m3,2016-02-03 07:00:00 +01:00
266,PT,STA-PT03087,PM10,14.3,µg/m3,2016-02-03 04:00:00 +01:00
267,PT,STA-PT03087,PM10,22.8,µg/m3,2016-02-02 20:00:00 +01:00
268,PT,STA-PT03087,PM10,16.19999999,µg/m3,2016-02-03 00:00:00 +01:00
269,PT,STA-PT03087,PM10,14.19999999,µg/m3,2016-02-04 13:00:00 +01:00
270,PT,STA-PT03087,PM10,14.9,µg/m3,2016-02-04 14:00:00 +01:00
271,PT,STA-PT03087,PM10,13.19999999,µg/m3,2016-02-04 08:00:00 +01:00
272,PT,STA-PT03087,PM10,14.19999999,µg/m3,2016-02-04 15:00:00 +01:00
273,PT,STA-PT03087,PM10,16.0,µg/m3,2016-02-04 06:00:00 +01:00
274,PT,STA-PT03087,PM10,15.1,µg/m3,2016-02-04 05:00:00 +01:00
275,PT,STA-PT03087,PM10,22.1,µg/m3,2016-02-04 00:00:00 +01:00
276,PT,STA-PT03087,PM10,19.39999999,µg/m3,2016-02-03 16:00:00 +01:00
277,PT,STA-PT03087,PM10,33.5,µg/m3,2016-02-03 22:00:00 +01:00
278,PT,STA-PT03087,PM10,41.39999999,µg/m3,2016-02-03 20:00:00 +01:00
279,PT,STA-PT03087,PM10,14.9,µg/m3,2016-02-04 04:00:00 +01:00
280,PT,STA-PT03087,PM10,28.0,µg/m3,2016-02-03 23:00:00 +01:00
281,PT,STA-PT03087,PM10,40.2,µg/m3,2016-02-03 19:00:00 +01:00
282,PT,STA-PT03087,PM10,15.6,µg/m3,2016-02-04 03:00:00 +01:00
283,PT,STA-PT03087,PM10,30.39999999,µg/m3,2016-02-02 14:00:00 +01:00
284,PT,STA-PT03087,PM10,29.8,µg/m3,2016-02-02 13:00:00 +01:00
285,PT,STA-PT03087,PM10,28.39999999,µg/m3,2016-02-02 09:00:00 +01:00
286,PT,STA-PT03087,PM10,37.0,µg/m3,2016-02-02 11:00:00 +01:00
287,PT,STA-PT03087,PM10,21.19999999,µg/m3,2016-02-02 21:00:00 +01:00
288,PT,STA-PT03087,PM10,17.0,µg/m3,2016-02-02 22:00:00 +01:00
289,PT,STA-PT03087,PM10,25.1,µg/m3,2016-02-02 19:00:00 +01:00
290,PT,STA-PT03087,PM10,30.3,µg/m3,2016-02-02 15:00:00 +01:00
291,PT,STA-PT03087,PM10,25.39999999,µg/m3,2016-02-01 22:00:00 +01:00
292,PT,STA-PT03087,PM10,28.89999999,µg/m3,2016-02-02 03:00:00 +01:00
293,PT,STA-PT03087,PM10,28.6,µg/m3,2016-02-02 06:00:00 +01:00
294,PT,STA-PT03087,PM10,22.19999999,µg/m3,2016-01-31 19:00:00 +01:00
295,PT,STA-PT03087,PM10,26.0,µg/m3,2016-02-02 07:00:00 +01:00
296,PT,STA-PT03087,PM10,23.0,µg/m3,2016-02-01 14:00:00 +01:00
297,PT,STA-PT03087,PM10,20.6,µg/m3,2016-02-01 13:00:00 +01:00
298,PT,STA-PT03087,PM10,25.1,µg/m3,2016-02-01 17:00:00 +01:00
299,PT,STA-PT03087,PM10,25.69999999,µg/m3,2016-02-01 16:00:00 +01:00
300,PT,STA-PT03087,PM10,27.19999999,µg/m3,2016-02-01 15:00:00 +01:00
301,PT,STA-PT03087,PM10,14.9,µg/m3,2016-01-30 16:00:00 +01:00
302,PT,STA-PT03087,PM10,21.1,µg/m3,2016-01-30 03:00:00 +01:00
303,PT,STA-PT03087,PM10,22.89999999,µg/m3,2016-01-30 11:00:00 +01:00
304,PT,STA-PT03087,PM10,16.5,µg/m3,2016-01-30 19:00:00 +01:00
305,PT,STA-PT03087,PM10,19.5,µg/m3,2016-01-30 23:00:00 +01:00
306,PT,STA-PT03087,PM10,16.5,µg/m3,2016-01-30 15:00:00 +01:00
307,PT,STA-PT03087,PM10,17.5,µg/m3,2016-01-30 14:00:00 +01:00
308,PT,STA-PT03087,PM10,16.39999999,µg/m3,2016-01-31 02:00:00 +01:00
309,PT,STA-PT03087,PM10,16.6,µg/m3,2016-01-31 03:00:00 +01:00
310,PT,STA-PT03087,PM10,13.5,µg/m3,2016-01-31 06:00:00 +01:00
311,PT,STA-PT03087,PM10,15.0,µg/m3,2016-01-31 05:00:00 +01:00
312,PT,STA-PT03087,PM10,15.5,µg/m3,2016-01-31 12:00:00 +01:00
