Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
PT,STA-PT03072,PM10,53.1,µg/m3,2017-01-01 00:00:00 +01:00
PT,STA-PT03072,PM10,47.7,µg/m3,2017-01-01 01:00:00 +01:00
PT,STA-PT03072,PM10,43.0,µg/m3,2017-01-01 02:00:00 +01:00
PT,STA-PT03072,PM10,34.0,µg/m3,2017-01-01 04:00:00 +01:00
PT,STA-PT03072,PM10,33.5,µg/m3,2017-01-01 08:00:00 +01:00
PT,STA-PT03072,PM10,35.7,µg/m3,2017-01-01 09:00:00 +01:00
PT,STA-PT03072,PM10,29.6,µg/m3,2017-01-01 10:00:00 +01:00
PT,STA-PT03072,PM10,22.5,µg/m3,2017-01-01 12:00:00 +01:00
PT,STA-PT03072,PM10,20.5,µg/m3,2017-01-01 13:00:00 +01:00
PT,STA-PT03072,PM10,25.6,µg/m3,2017-01-01 16:00:00 +01:00
PT,STA-PT03072,PM10,26.6,µg/m3,2017-01-01 18:00:00 +01:00
PT,STA-PT03072,PM10,30.8,µg/m3,2017-01-01 21:00:00 +01:00
PT,STA-PT03072,PM10,28.3,µg/m3,2017-01-01 22:00:00 +01:00
PT,STA-PT03072,PM10,25.0,µg/m3,2017-01-02 03:00:00 +01:00
PT,STA-PT03072,PM10,20.8,µg/m3,2017-01-02 07:00:00 +01:00
PT,STA-PT03072,PM10,23.0,µg/m3,2017-01-02 08:00:00 +01:00
PT,STA-PT03072,PM10,24.3,µg/m3,2017-01-02 09:00:00 +01:00
PT,STA-PT03072,PM10,25.3,µg/m3,2017-01-02 10:00:00 +01:00
PT,STA-PT03072,PM10,23.6,µg/m3,2017-01-02 13:00:00 +01:00
PT,STA-PT03072,PM10,31.8,µg/m3,2017-01-02 14:00:00 +01:00
PT,STA-PT03072,PM10,34.6,µg/m3,2017-01-02 17:00:00 +01:00
PT,STA-PT03072,PM10,37.6,µg/m3,2017-01-02 18:00:00 +01:00
PT,STA-PT03072,PM10,37.7,µg/m3,2017-01-02 20:00:00 +01:00
PT,STA-PT03072,PM10,33.6,µg/m3,2017-01-02 22:00:00 +01:00
PT,STA-PT03072,PM10,31.8,µg/m3,2017-01-02 23:00:00 +01:00
PT,STA-PT03072,PM10,41.1,µg/m3,2017-01-03 01:00:00 +01:00
PT,STA-PT03072,PM10,36.1,µg/m3,2017-01-03 03:00:00 +01:00
PT,STA-PT03072,PM10,33.7,µg/m3,2017-01-03 04:00:00 +01:00
PT,STA-PT03072,PM10,35.6,µg/m3,2017-01-03 06:00:00 +01:00
PT,STA-PT03072,PM10,48.2,µg/m3,2017-01-03 08:00:00 +01:00
PT,STA-PT03072,PM10,54.1,µg/m3,2017-01-03 09:00:00 +01:00
PT,STA-PT03072,PM10,47.7,µg/m3,2017-01-03 10:00:00 +01:00
