,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,FR,STA-FR04058,PM10,114.6,µg/m3,2020-01-01 00:00:00 +01:00
1,FR,STA-FR04058,PM10,63.7,µg/m3,2020-01-01 01:00:00 +01:00
2,FR,STA-FR04058,PM10,71.4,µg/m3,2020-01-01 02:00:00 +01:00
3,FR,STA-FR04058,PM10,57.7,µg/m3,2020-01-01 03:00:00 +01:00
4,FR,STA-FR04058,PM10,30.6,µg/m3,2020-01-01 04:00:00 +01:00
5,FR,STA-FR04058,PM10,20.5,µg/m3,2020-01-01 05:00:00 +01:00
6,FR,STA-FR04058,PM10,24.6,µg/m3,2020-01-01 06:00:00 +01:00
7,FR,STA-FR04058,PM10,23.6,µg/m3,2020-01-01 07:00:00 +01:00
8,FR,STA-FR04058,PM10,26.7,µg/m3,2020-01-01 08:00:00 +01:00
9,FR,STA-FR04058,PM10,26.4,µg/m3,2020-01-01 09:00:00 +01:00
10,FR,STA-FR04058,PM10,29.2,µg/m3,2020-01-01 10:00:00 +01:00
11,FR,STA-FR04058,PM10,34.2,µg/m3,2020-01-01 11:00:00 +01:00
12,FR,STA-FR04058,PM10,34.3,µg/m3,2020-01-01 12:00:00 +01:00
13,FR,STA-FR04058,PM10,38.2,µg/m3,2020-01-01 13:00:00 +01:00
14,FR,STA-FR04058,PM10,35.7,µg/m3,2020-01-01 14:00:00 +01:00
15,FR,STA-FR04058,PM10,44.5,µg/m3,2020-01-01 15:00:00 +01:00
16,FR,STA-FR04058,PM10,30.8,µg/m3,2020-01-01 16:00:00 +01:00
17,FR,STA-FR04058,PM10,37.7,µg/m3,2020-01-01 17:00:00 +01:00
18,FR,STA-FR04058,PM10,29.1,µg/m3,2020-01-01 18:00:00 +01:00
19,FR,STA-FR04058,PM10,26.6,µg/m3,2020-01-01 19:00:00 +01:00
20,FR,STA-FR04058,PM10,29.7,µg/m3,2020-01-01 20:00:00 +01:00
21,FR,STA-FR04058,PM10,33.9,µg/m3,2020-01-01 21:00:00 +01:00
22,FR,STA-FR04058,PM10,37.1,µg/m3,2020-01-01 22:00:00 +01:00
23,FR,STA-FR04058,PM10,34.5,µg/m3,2020-01-01 23:00:00 +01:00
24,FR,STA-FR04058,PM10,24.8,µg/m3,2020-01-02 00:00:00 +01:00
25,FR,STA-FR04058,PM10,22.2,µg/m3,2020-01-02 01:00:00 +01:00
26,FR,STA-FR04058,PM10,21.8,µg/m3,2020-01-02 02:00:00 +01:00
27,FR,STA-FR04058,PM10,20.6,µg/m3,2020-01-02 03:00:00 +01:00
28,FR,STA-FR04058,PM10,20.6,µg/m3,2020-01-02 04:00:00 +01:00
29,FR,STA-FR04058,PM10,23.1,µg/m3,2020-01-02 05:00:00 +01:00
30,FR,STA-FR04058,PM10,34.6,µg/m3,2020-01-02 06:00:00 +01:00
31,FR,STA-FR04058,PM10,34.4,µg/m3,2020-01-02 07:00:00 +01:00
32,FR,STA-FR04058,PM10,37.6,µg/m3,2020-01-02 08:00:00 +01:00
