Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
FR,STA-FR04179,PM10,14.65,µg/m3,2016-01-01 00:00:00 +01:00
FR,STA-FR04179,PM10,18.73,µg/m3,2016-04-27 13:00:00 +01:00
FR,STA-FR04179,PM10,13.3,µg/m3,2016-04-29 01:00:00 +01:00
FR,STA-FR04179,PM10,0.95,µg/m3,2016-05-10 03:00:00 +01:00
FR,STA-FR04179,PM10,75.15,µg/m3,2016-05-13 07:00:00 +01:00
FR,STA-FR04179,PM10,48.39999999,µg/m3,2016-05-13 03:00:00 +01:00
FR,STA-FR04179,PM10,4.7,µg/m3,2016-05-11 02:00:00 +01:00
FR,STA-FR04179,PM10,5.54999999,µg/m3,2016-05-10 17:00:00 +01:00
FR,STA-FR04179,PM10,28.1,µg/m3,2016-05-14 00:00:00 +01:00
FR,STA-FR04179,PM10,35.47999999,µg/m3,2016-05-26 07:00:00 +01:00
FR,STA-FR04179,PM10,41.54999999,µg/m3,2016-05-26 08:00:00 +01:00
FR,STA-FR04179,PM10,44.89999999,µg/m3,2016-05-13 14:00:00 +01:00
FR,STA-FR04179,PM10,28.48,µg/m3,2016-05-13 17:00:00 +01:00
FR,STA-FR04179,PM10,54.04999999,µg/m3,2016-05-29 05:00:00 +01:00
FR,STA-FR04179,PM10,13.44999999,µg/m3,2016-05-26 17:00:00 +01:00
FR,STA-FR04179,PM10,16.68,µg/m3,2016-05-29 16:00:00 +01:00
FR,STA-FR04179,PM10,55.75,µg/m3,2016-05-29 11:00:00 +01:00
FR,STA-FR04179,PM10,12.69999999,µg/m3,2016-05-30 08:00:00 +01:00
FR,STA-FR04179,PM10,41.72999999,µg/m3,2016-06-06 09:00:00 +01:00
FR,STA-FR04179,PM10,15.0,µg/m3,2016-05-30 13:00:00 +01:00
FR,STA-FR04179,PM10,44.57999999,µg/m3,2016-06-06 10:00:00 +01:00
FR,STA-FR04179,PM10,30.62999999,µg/m3,2016-06-06 19:00:00 +01:00
FR,STA-FR04179,PM10,35.93,µg/m3,2016-06-06 11:00:00 +01:00
FR,STA-FR04179,PM10,30.6,µg/m3,2016-06-09 05:00:00 +01:00
FR,STA-FR04179,PM10,25.03,µg/m3,2016-06-10 23:00:00 +01:00
FR,STA-FR04179,PM10,24.37999999,µg/m3,2016-01-08 15:00:00 +01:00
FR,STA-FR04179,PM10,15.63,µg/m3,2016-01-07 00:00:00 +01:00
FR,STA-FR04179,PM10,8.98,µg/m3,2016-01-03 05:00:00 +01:00
FR,STA-FR04179,PM10,24.62999999,µg/m3,2016-02-29 16:00:00 +01:00
FR,STA-FR04179,PM10,10.94999999,µg/m3,2016-03-05 09:00:00 +01:00
FR,STA-FR04179,PM10,5.5,µg/m3,2016-03-03 02:00:00 +01:00
FR,STA-FR04179,PM10,18.75,µg/m3,2016-03-05 15:00:00 +01:00
FR,STA-FR04179,PM10,10.75,µg/m3,2016-04-07 16:00:00 +01:00
FR,STA-FR04179,PM10,11.48,µg/m3,2016-04-07 15:00:00 +01:00
FR,STA-FR04179,PM10,15.94999999,µg/m3,2016-04-05 23:00:00 +01:00
FR,STA-FR04179,PM10,28.98,µg/m3,2016-03-05 19:00:00 +01:00
FR,STA-FR04179,PM10,18.82999999,µg/m3,2016-05-11 11:00:00 +01:00
FR,STA-FR04179,PM10,8.52999999,µg/m3,2016-01-05 12:00:00 +01:00
FR,STA-FR04179,PM10,10.63,µg/m3,2016-01-03 04:00:00 +01:00
FR,STA-FR04179,PM10,9.38,µg/m3,2016-01-04 03:00:00 +01:00
FR,STA-FR04179,PM10,3.02999999,µg/m3,2016-03-02 03:00:00 +01:00
FR,STA-FR04179,PM10,24.03,µg/m3,2016-03-01 11:00:00 +01:00
FR,STA-FR04179,PM10,14.15,µg/m3,2016-03-02 16:00:00 +01:00
FR,STA-FR04179,PM10,10.23,µg/m3,2016-05-08 11:00:00 +01:00
FR,STA-FR04179,PM10,5.5,µg/m3,2016-01-30 23:00:00 +01:00
FR,STA-FR04179,PM10,23.93,µg/m3,2016-01-28 12:00:00 +01:00
FR,STA-FR04179,PM10,4.17999999,µg/m3,2016-01-28 01:00:00 +01:00
FR,STA-FR04179,PM10,14.08,µg/m3,2016-01-27 22:00:00 +01:00
FR,STA-FR04179,PM10,75.79999999,µg/m3,2016-01-20 19:00:00 +01:00
FR,STA-FR04179,PM10,60.25,µg/m3,2016-01-20 22:00:00 +01:00
FR,STA-FR04179,PM10,18.03,µg/m3,2016-01-25 18:00:00 +01:00
FR,STA-FR04179,PM10,32.39999999,µg/m3,2016-02-24 06:00:00 +01:00
FR,STA-FR04179,PM10,19.23,µg/m3,2016-02-24 02:00:00 +01:00
FR,STA-FR04179,PM10,23.18,µg/m3,2016-02-23 23:00:00 +01:00
FR,STA-FR04179,PM10,28.93,µg/m3,2016-02-26 23:00:00 +01:00
FR,STA-FR04179,PM10,35.38,µg/m3,2016-02-25 13:00:00 +01:00
FR,STA-FR04179,PM10,27.73,µg/m3,2016-02-27 23:00:00 +01:00
FR,STA-FR04179,PM10,7.12999999,µg/m3,2016-04-14 03:00:00 +01:00
FR,STA-FR04179,PM10,47.95,µg/m3,2016-04-01 08:00:00 +01:00
FR,STA-FR04179,PM10,8.67999999,µg/m3,2016-04-14 04:00:00 +01:00
FR,STA-FR04179,PM10,6.23,µg/m3,2016-03-28 14:00:00 +01:00
FR,STA-FR04179,PM10,26.05,µg/m3,2016-04-01 04:00:00 +01:00
FR,STA-FR04179,PM10,17.69999999,µg/m3,2016-03-30 06:00:00 +01:00
FR,STA-FR04179,PM10,5.78,µg/m3,2016-03-27 02:00:00 +01:00
FR,STA-FR04179,PM10,13.9,µg/m3,2016-03-27 22:00:00 +01:00
FR,STA-FR04179,PM10,5.09999999,µg/m3,2016-03-28 10:00:00 +01:00
FR,STA-FR04179,PM10,11.93,µg/m3,2016-03-04 20:00:00 +01:00
FR,STA-FR04179,PM10,22.8,µg/m3,2016-03-23 13:00:00 +01:00
FR,STA-FR04179,PM10,29.0,µg/m3,2016-03-01 03:00:00 +01:00
FR,STA-FR04179,PM10,10.3,µg/m3,2016-04-30 00:00:00 +01:00
FR,STA-FR04179,PM10,34.2,µg/m3,2016-04-20 15:00:00 +01:00
FR,STA-FR04179,PM10,22.68,µg/m3,2016-04-18 22:00:00 +01:00
FR,STA-FR04179,PM10,9.25,µg/m3,2016-04-16 10:00:00 +01:00
FR,STA-FR04179,PM10,7.17999999,µg/m3,2016-04-14 18:00:00 +01:00
FR,STA-FR04179,PM10,6.73,µg/m3,2016-04-14 17:00:00 +01:00
FR,STA-FR04179,PM10,13.13,µg/m3,2016-04-14 08:00:00 +01:00
FR,STA-FR04179,PM10,12.02999999,µg/m3,2016-05-07 13:00:00 +01:00
FR,STA-FR04179,PM10,7.5,µg/m3,2016-05-02 13:00:00 +01:00
FR,STA-FR04179,PM10,21.82999999,µg/m3,2016-05-06 06:00:00 +01:00
FR,STA-FR04179,PM10,14.05,µg/m3,2016-05-07 15:00:00 +01:00
FR,STA-FR04179,PM10,14.77999999,µg/m3,2016-05-07 14:00:00 +01:00
FR,STA-FR04179,PM10,20.69999999,µg/m3,2016-03-25 20:00:00 +01:00
FR,STA-FR04179,PM10,25.12999999,µg/m3,2016-02-25 02:00:00 +01:00
FR,STA-FR04179,PM10,11.6,µg/m3,2016-02-23 10:00:00 +01:00
FR,STA-FR04179,PM10,8.27999999,µg/m3,2016-02-21 23:00:00 +01:00
FR,STA-FR04179,PM10,19.05,µg/m3,2016-02-16 12:00:00 +01:00
FR,STA-FR04179,PM10,12.44999999,µg/m3,2016-02-10 20:00:00 +01:00
FR,STA-FR04179,PM10,11.08,µg/m3,2016-02-02 03:00:00 +01:00
FR,STA-FR04179,PM10,6.03,µg/m3,2016-02-09 22:00:00 +01:00
FR,STA-FR04179,PM10,14.63,µg/m3,2016-02-03 21:00:00 +01:00
FR,STA-FR04179,PM10,18.0,µg/m3,2016-06-10 16:00:00 +01:00
FR,STA-FR04179,PM10,6.95,µg/m3,2016-04-15 16:00:00 +01:00
FR,STA-FR04179,PM10,7.08,µg/m3,2016-04-15 12:00:00 +01:00
FR,STA-FR04179,PM10,17.94999999,µg/m3,2016-06-07 17:00:00 +01:00
FR,STA-FR04179,PM10,29.53,µg/m3,2016-05-29 22:00:00 +01:00
FR,STA-FR04179,PM10,16.03,µg/m3,2016-04-08 23:00:00 +01:00
FR,STA-FR04179,PM10,4.98,µg/m3,2016-04-14 23:00:00 +01:00
FR,STA-FR04179,PM10,3.64999999,µg/m3,2016-04-12 16:00:00 +01:00
FR,STA-FR04179,PM10,21.43,µg/m3,2016-01-13 21:00:00 +01:00
FR,STA-FR04179,PM10,12.93,µg/m3,2016-01-13 10:00:00 +01:00
FR,STA-FR04179,PM10,7.5,µg/m3,2016-02-20 23:00:00 +01:00
FR,STA-FR04179,PM10,7.28,µg/m3,2016-02-20 06:00:00 +01:00
FR,STA-FR04179,PM10,18.48,µg/m3,2016-01-13 06:00:00 +01:00
FR,STA-FR04179,PM10,9.08,µg/m3,2016-01-06 11:00:00 +01:00
FR,STA-FR04179,PM10,13.63,µg/m3,2016-01-10 21:00:00 +01:00
FR,STA-FR04179,PM10,38.63,µg/m3,2016-01-22 10:00:00 +01:00
FR,STA-FR04179,PM10,23.44999999,µg/m3,2016-01-19 01:00:00 +01:00
FR,STA-FR04179,PM10,25.03,µg/m3,2016-01-19 00:00:00 +01:00
FR,STA-FR04179,PM10,24.55,µg/m3,2016-01-18 00:00:00 +01:00
FR,STA-FR04179,PM10,16.25,µg/m3,2016-01-14 23:00:00 +01:00
FR,STA-FR04179,PM10,26.0,µg/m3,2016-03-22 18:00:00 +01:00
FR,STA-FR04179,PM10,23.28,µg/m3,2016-03-21 19:00:00 +01:00
FR,STA-FR04179,PM10,8.8,µg/m3,2016-03-02 06:00:00 +01:00
FR,STA-FR04179,PM10,24.73,µg/m3,2016-02-25 16:00:00 +01:00
FR,STA-FR04179,PM10,31.82999999,µg/m3,2016-02-27 18:00:00 +01:00
FR,STA-FR04179,PM10,17.19999999,µg/m3,2016-03-08 13:00:00 +01:00
FR,STA-FR04179,PM10,15.94999999,µg/m3,2016-03-06 06:00:00 +01:00
FR,STA-FR04179,PM10,7.03,µg/m3,2016-03-04 10:00:00 +01:00
FR,STA-FR04179,PM10,20.6,µg/m3,2016-06-07 19:00:00 +01:00
FR,STA-FR04179,PM10,28.43,µg/m3,2016-06-07 02:00:00 +01:00
FR,STA-FR04179,PM10,35.68,µg/m3,2016-06-08 19:00:00 +01:00
FR,STA-FR04179,PM10,5.28,µg/m3,2016-03-27 03:00:00 +01:00
FR,STA-FR04179,PM10,13.13,µg/m3,2016-04-04 21:00:00 +01:00
FR,STA-FR04179,PM10,18.53,µg/m3,2016-04-06 00:00:00 +01:00
FR,STA-FR04179,PM10,15.5,µg/m3,2016-04-15 10:00:00 +01:00
FR,STA-FR04179,PM10,18.82999999,µg/m3,2016-04-09 07:00:00 +01:00
FR,STA-FR04179,PM10,10.25,µg/m3,2016-04-13 05:00:00 +01:00
FR,STA-FR04179,PM10,20.69999999,µg/m3,2016-05-30 10:00:00 +01:00
FR,STA-FR04179,PM10,14.23,µg/m3,2016-04-16 14:00:00 +01:00
FR,STA-FR04179,PM10,5.65,µg/m3,2016-04-16 19:00:00 +01:00
FR,STA-FR04179,PM10,8.09999999,µg/m3,2016-05-30 14:00:00 +01:00
FR,STA-FR04179,PM10,4.59999999,µg/m3,2016-05-31 13:00:00 +01:00
FR,STA-FR04179,PM10,33.0,µg/m3,2016-06-05 17:00:00 +01:00
FR,STA-FR04179,PM10,22.12999999,µg/m3,2016-05-29 21:00:00 +01:00
FR,STA-FR04179,PM10,28.75,µg/m3,2016-05-29 17:00:00 +01:00
FR,STA-FR04179,PM10,7.73,µg/m3,2016-05-28 10:00:00 +01:00
FR,STA-FR04179,PM10,13.63,µg/m3,2016-05-24 17:00:00 +01:00
FR,STA-FR04179,PM10,9.92999999,µg/m3,2016-05-27 17:00:00 +01:00
FR,STA-FR04179,PM10,22.23,µg/m3,2016-05-02 07:00:00 +01:00
FR,STA-FR04179,PM10,5.03,µg/m3,2016-04-29 20:00:00 +01:00
FR,STA-FR04179,PM10,12.08,µg/m3,2016-04-23 17:00:00 +01:00
FR,STA-FR04179,PM10,42.03,µg/m3,2016-04-22 22:00:00 +01:00
FR,STA-FR04179,PM10,28.82999999,µg/m3,2016-04-21 22:00:00 +01:00
FR,STA-FR04179,PM10,25.1,µg/m3,2016-04-20 04:00:00 +01:00
FR,STA-FR04179,PM10,31.93,µg/m3,2016-03-22 23:00:00 +01:00
FR,STA-FR04179,PM10,3.85,µg/m3,2016-03-27 05:00:00 +01:00
FR,STA-FR04179,PM10,37.39999999,µg/m3,2016-03-24 22:00:00 +01:00
FR,STA-FR04179,PM10,20.37999999,µg/m3,2016-03-23 12:00:00 +01:00
FR,STA-FR04179,PM10,7.73,µg/m3,2016-03-28 16:00:00 +01:00
FR,STA-FR04179,PM10,9.15,µg/m3,2016-03-27 15:00:00 +01:00
FR,STA-FR04179,PM10,25.6,µg/m3,2016-04-18 08:00:00 +01:00
FR,STA-FR04179,PM10,19.14999999,µg/m3,2016-04-19 15:00:00 +01:00
FR,STA-FR04179,PM10,8.65,µg/m3,2016-04-04 00:00:00 +01:00
FR,STA-FR04179,PM10,7.42999999,µg/m3,2016-04-04 13:00:00 +01:00
FR,STA-FR04179,PM10,15.25,µg/m3,2016-03-30 05:00:00 +01:00
