Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
AT,STA.09.BELG,PM10,140.20700073,µg/m3,2017-01-01 00:00:00 +01:00
AT,STA.09.BELG,PM10,35.25099182,µg/m3,2017-01-02 00:00:00 +01:00
AT,STA.09.BELG,PM10,10.31499958,µg/m3,2017-01-03 00:00:00 +01:00
AT,STA.09.BELG,PM10,5.00100278,µg/m3,2017-01-04 00:00:00 +01:00
AT,STA.09.BELG,PM10,5.80299806,µg/m3,2017-01-05 00:00:00 +01:00
AT,STA.09.BELG,PM10,6.77800178,µg/m3,2017-01-06 00:00:00 +01:00
AT,STA.09.BELG,PM10,10.63199996,µg/m3,2017-01-07 00:00:00 +01:00
AT,STA.09.BELG,PM10,22.67798995,µg/m3,2017-01-08 00:00:00 +01:00
AT,STA.09.BELG,PM10,26.5,µg/m3,2017-01-09 00:00:00 +01:00
AT,STA.09.BELG,PM10,30.73800086,µg/m3,2017-01-10 00:00:00 +01:00
AT,STA.09.BELG,PM10,16.59000968,µg/m3,2017-01-12 00:00:00 +01:00
AT,STA.09.BELG,PM10,11.78299999,µg/m3,2017-01-13 00:00:00 +01:00
AT,STA.09.BELG,PM10,6.296,µg/m3,2017-01-14 00:00:00 +01:00
AT,STA.09.BELG,PM10,26.0380001,µg/m3,2017-01-17 00:00:00 +01:00
AT,STA.09.BELG,PM10,38.87802124,µg/m3,2017-01-18 00:00:00 +01:00
AT,STA.09.BELG,PM10,96.22199249,µg/m3,2017-01-20 00:00:00 +01:00
AT,STA.09.BELG,PM10,112.62100219,µg/m3,2017-01-21 00:00:00 +01:00
AT,STA.09.BELG,PM10,68.71900177,µg/m3,2017-01-22 00:00:00 +01:00
AT,STA.09.BELG,PM10,62.42502975,µg/m3,2017-01-24 00:00:00 +01:00
AT,STA.09.BELG,PM10,40.90502166,µg/m3,2017-01-25 00:00:00 +01:00
AT,STA.09.BELG,PM10,88.45501708,µg/m3,2017-02-01 00:00:00 +01:00
AT,STA.09.BELG,PM10,63.78802108,µg/m3,2017-02-02 00:00:00 +01:00
AT,STA.09.BELG,PM10,35.49900817,µg/m3,2017-02-03 00:00:00 +01:00
AT,STA.09.BELG,PM10,22.96998977,µg/m3,2017-02-06 00:00:00 +01:00
AT,STA.09.BELG,PM10,30.56299018,µg/m3,2017-02-07 00:00:00 +01:00
AT,STA.09.BELG,PM10,41.91699981,µg/m3,2017-02-08 00:00:00 +01:00
AT,STA.09.BELG,PM10,73.23503875,µg/m3,2017-02-09 00:00:00 +01:00
AT,STA.09.BELG,PM10,43.19398117,µg/m3,2017-02-10 00:00:00 +01:00
AT,STA.09.BELG,PM10,31.24300956,µg/m3,2017-02-11 00:00:00 +01:00
AT,STA.09.BELG,PM10,66.86003112,µg/m3,2017-02-16 00:00:00 +01:00
AT,STA.09.BELG,PM10,31.71800994,µg/m3,2017-02-17 00:00:00 +01:00
AT,STA.09.BELG,PM10,26.65199089,µg/m3,2017-02-19 00:00:00 +01:00
AT,STA.09.BELG,PM10,24.9640007,µg/m3,2017-02-20 00:00:00 +01:00
AT,STA.09.BELG,PM10,10.04300022,µg/m3,2017-02-23 00:00:00 +01:00
AT,STA.09.BELG,PM10,6.05499601,µg/m3,2017-02-24 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.95598983,µg/m3,2017-02-26 00:00:00 +01:00
AT,STA.09.BELG,PM10,24.89698982,µg/m3,2017-02-27 00:00:00 +01:00
AT,STA.09.BELG,PM10,5.72500181,µg/m3,2017-03-01 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.02301025,µg/m3,2017-03-03 00:00:00 +01:00
AT,STA.09.BELG,PM10,8.18799781,µg/m3,2017-03-05 00:00:00 +01:00
AT,STA.09.BELG,PM10,7.44699907,µg/m3,2017-03-06 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.66199016,µg/m3,2017-03-08 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.609000199999995,µg/m3,2017-03-11 00:00:00 +01:00
AT,STA.09.BELG,PM10,18.61799049,µg/m3,2017-03-12 00:00:00 +01:00
AT,STA.09.BELG,PM10,30.34999084,µg/m3,2017-03-13 00:00:00 +01:00
AT,STA.09.BELG,PM10,31.90699005,µg/m3,2017-03-14 00:00:00 +01:00
AT,STA.09.BELG,PM10,40.44498062,µg/m3,2017-03-15 00:00:00 +01:00
AT,STA.09.BELG,PM10,27.66798019,µg/m3,2017-03-17 00:00:00 +01:00
AT,STA.09.BELG,PM10,9.87799739,µg/m3,2017-03-18 00:00:00 +01:00
AT,STA.09.BELG,PM10,8.41600513,µg/m3,2017-03-20 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.89500045,µg/m3,2017-03-21 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.74499988,µg/m3,2017-03-22 00:00:00 +01:00
AT,STA.09.BELG,PM10,36.67398071,µg/m3,2017-03-23 00:00:00 +01:00
AT,STA.09.BELG,PM10,25.625,µg/m3,2017-03-24 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.23499011,µg/m3,2017-03-26 00:00:00 +01:00
AT,STA.09.BELG,PM10,25.75300025,µg/m3,2017-03-28 00:00:00 +01:00
AT,STA.09.BELG,PM10,18.35301017,µg/m3,2017-03-30 00:00:00 +01:00
AT,STA.09.BELG,PM10,18.71899986,µg/m3,2017-03-31 00:00:00 +01:00
AT,STA.09.BELG,PM10,25.14001083,µg/m3,2017-04-03 00:00:00 +01:00
AT,STA.09.BELG,PM10,11.43400001,µg/m3,2017-04-04 00:00:00 +01:00
AT,STA.09.BELG,PM10,14.90699958,µg/m3,2017-04-05 00:00:00 +01:00
AT,STA.09.BELG,PM10,10.93799972,µg/m3,2017-04-06 00:00:00 +01:00
AT,STA.09.BELG,PM10,17.43499946,µg/m3,2017-04-08 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.32699966,µg/m3,2017-04-09 00:00:00 +01:00
AT,STA.09.BELG,PM10,22.1060009,µg/m3,2017-04-10 00:00:00 +01:00
AT,STA.09.BELG,PM10,14.35101032,µg/m3,2017-04-11 00:00:00 +01:00
AT,STA.09.BELG,PM10,20.79799079,µg/m3,2017-04-12 00:00:00 +01:00
AT,STA.09.BELG,PM10,14.99199962,µg/m3,2017-04-13 00:00:00 +01:00
AT,STA.09.BELG,PM10,6.90799903,µg/m3,2017-04-17 00:00:00 +01:00
AT,STA.09.BELG,PM10,10.45100021,µg/m3,2017-04-19 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.43799972,µg/m3,2017-04-20 00:00:00 +01:00
AT,STA.09.BELG,PM10,11.84500026,µg/m3,2017-04-22 00:00:00 +01:00
AT,STA.09.BELG,PM10,6.40199899,µg/m3,2017-04-23 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.42399978,µg/m3,2017-04-24 00:00:00 +01:00
AT,STA.09.BELG,PM10,19.90501022,µg/m3,2017-04-25 00:00:00 +01:00
AT,STA.09.BELG,PM10,19.62298965,µg/m3,2017-04-26 00:00:00 +01:00
AT,STA.09.BELG,PM10,14.4289999,µg/m3,2017-04-29 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.91699028,µg/m3,2017-04-30 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.62201023,µg/m3,2017-05-01 00:00:00 +01:00
AT,STA.09.BELG,PM10,8.28299713,µg/m3,2017-05-02 00:00:00 +01:00
AT,STA.09.BELG,PM10,22.2310009,µg/m3,2017-05-03 00:00:00 +01:00
AT,STA.09.BELG,PM10,23.85400009,µg/m3,2017-05-04 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.50899982,µg/m3,2017-05-07 00:00:00 +01:00
AT,STA.09.BELG,PM10,11.43700027,µg/m3,2017-05-08 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.83399009,µg/m3,2017-05-10 00:00:00 +01:00
AT,STA.09.BELG,PM10,16.54000091,µg/m3,2017-05-11 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.03299999,µg/m3,2017-05-12 00:00:00 +01:00
AT,STA.09.BELG,PM10,9.24600124,µg/m3,2017-05-15 00:00:00 +01:00
AT,STA.09.BELG,PM10,12.95100021,µg/m3,2017-05-16 00:00:00 +01:00
AT,STA.09.BELG,PM10,21.14398956,µg/m3,2017-05-19 00:00:00 +01:00
AT,STA.09.BELG,PM10,9.90799617,µg/m3,2017-05-20 00:00:00 +01:00
AT,STA.09.BELG,PM10,19.03199958,µg/m3,2017-05-23 00:00:00 +01:00
AT,STA.09.BELG,PM10,15.29199028,µg/m3,2017-05-24 00:00:00 +01:00
AT,STA.09.BELG,PM10,11.61200046,µg/m3,2017-05-25 00:00:00 +01:00
AT,STA.09.BELG,PM10,14.70499992,µg/m3,2017-05-27 00:00:00 +01:00
AT,STA.09.BELG,PM10,13.19099998,µg/m3,2017-05-28 00:00:00 +01:00
