Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
AT,STA.09.GAUD,PM10,10.66349983,µg/m3,2019-01-01 09:00:00 +01:00
AT,STA.09.GAUD,PM10,7.88700008,µg/m3,2019-01-01 10:00:00 +01:00
AT,STA.09.GAUD,PM10,4.65435028,µg/m3,2019-01-01 11:00:00 +01:00
AT,STA.09.GAUD,PM10,4.12444972,µg/m3,2019-01-01 12:00:00 +01:00
AT,STA.09.GAUD,PM10,4.59745025,µg/m3,2019-01-01 13:00:00 +01:00
AT,STA.09.GAUD,PM10,4.39344978,µg/m3,2019-01-01 14:00:00 +01:00
AT,STA.09.GAUD,PM10,3.76274991,µg/m3,2019-01-01 15:00:00 +01:00
AT,STA.09.GAUD,PM10,4.26410007,µg/m3,2019-01-01 16:00:00 +01:00
AT,STA.09.GAUD,PM10,3.01174998,µg/m3,2019-01-01 17:00:00 +01:00
AT,STA.09.GAUD,PM10,3.03329992,µg/m3,2019-01-01 18:00:00 +01:00
AT,STA.09.GAUD,PM10,2.8104,µg/m3,2019-01-01 19:00:00 +01:00
AT,STA.09.GAUD,PM10,2.74714994,µg/m3,2019-01-01 20:00:00 +01:00
AT,STA.09.GAUD,PM10,1.56809997,µg/m3,2019-01-01 21:00:00 +01:00
AT,STA.09.GAUD,PM10,2.10349988,µg/m3,2019-01-01 22:00:00 +01:00
AT,STA.09.GAUD,PM10,1.43274998,µg/m3,2019-01-01 23:00:00 +01:00
AT,STA.09.GAUD,PM10,0.009436,µg/m3,2019-01-02 00:00:00 +01:00
AT,STA.09.GAUD,PM10,0.0,µg/m3,2019-01-02 01:00:00 +01:00
AT,STA.09.GAUD,PM10,0.22459,µg/m3,2019-01-02 02:00:00 +01:00
AT,STA.09.GAUD,PM10,0.94631499,µg/m3,2019-01-02 03:00:00 +01:00
AT,STA.09.GAUD,PM10,1.57854998,µg/m3,2019-01-02 04:00:00 +01:00
AT,STA.09.GAUD,PM10,1.46764993,µg/m3,2019-01-02 05:00:00 +01:00
AT,STA.09.GAUD,PM10,1.16508507,µg/m3,2019-01-02 06:00:00 +01:00
AT,STA.09.GAUD,PM10,0.56920504,µg/m3,2019-01-02 07:00:00 +01:00
AT,STA.09.GAUD,PM10,1.82650005,µg/m3,2019-01-02 08:00:00 +01:00
AT,STA.09.GAUD,PM10,1.27060008,µg/m3,2019-01-02 09:00:00 +01:00
AT,STA.09.GAUD,PM10,1.35965001,µg/m3,2019-01-02 10:00:00 +01:00
AT,STA.09.GAUD,PM10,2.82104992,µg/m3,2019-01-02 11:00:00 +01:00
AT,STA.09.GAUD,PM10,2.50549983,µg/m3,2019-01-02 12:00:00 +01:00
AT,STA.09.GAUD,PM10,2.68760013,µg/m3,2019-01-02 13:00:00 +01:00
AT,STA.09.GAUD,PM10,3.64934992,µg/m3,2019-01-02 14:00:00 +01:00
