,Countrycode,AirQualityStation,AirPollutant,Concentration,UnitOfMeasurement,DatetimeBegin
0,AT,STA.09.RINN,PM10,15.11100006,µg/m3,2013-01-12 00:00:00 +01:00
1,AT,STA.09.RINN,PM10,39.79600143,µg/m3,2013-01-08 00:00:00 +01:00
2,AT,STA.09.RINN,PM10,13.65799999,µg/m3,2013-01-03 00:00:00 +01:00
3,AT,STA.09.RINN,PM10,25.31599998,µg/m3,2013-02-21 00:00:00 +01:00
4,AT,STA.09.RINN,PM10,21.04500007,µg/m3,2013-10-27 00:00:00 +01:00
5,AT,STA.09.RINN,PM10,27.38899993,µg/m3,2013-02-27 00:00:00 +01:00
6,AT,STA.09.RINN,PM10,13.05200004,µg/m3,2013-01-30 00:00:00 +01:00
7,AT,STA.09.RINN,PM10,27.63400077,µg/m3,2013-02-07 00:00:00 +01:00
8,AT,STA.09.RINN,PM10,30.36000061,µg/m3,2013-03-24 00:00:00 +01:00
9,AT,STA.09.RINN,PM10,33.20899963,µg/m3,2013-03-26 00:00:00 +01:00
10,AT,STA.09.RINN,PM10,20.99399948,µg/m3,2013-03-07 00:00:00 +01:00
11,AT,STA.09.RINN,PM10,44.29000091,µg/m3,2013-04-22 00:00:00 +01:00
12,AT,STA.09.RINN,PM10,39.03599929,µg/m3,2013-04-20 00:00:00 +01:00
13,AT,STA.09.RINN,PM10,19.40999984,µg/m3,2013-04-10 00:00:00 +01:00
15,AT,STA.09.RINN,PM10,21.13299942,µg/m3,2013-06-28 00:00:00 +01:00
16,AT,STA.09.RINN,PM10,37.70299911,µg/m3,2013-12-11 00:00:00 +01:00
17,AT,STA.09.RINN,PM10,18.5569992,µg/m3,2013-07-14 00:00:00 +01:00
18,AT,STA.09.RINN,PM10,57.31999969,µg/m3,2013-12-20 00:00:00 +01:00
19,AT,STA.09.RINN,PM10,18.00300025,µg/m3,2013-05-10 00:00:00 +01:00
20,AT,STA.09.RINN,PM10,9.63000011,µg/m3,2013-05-12 00:00:00 +01:00
21,AT,STA.09.RINN,PM10,19.44099998,µg/m3,2013-10-30 00:00:00 +01:00
22,AT,STA.09.RINN,PM10,36.1479988,µg/m3,2013-04-24 00:00:00 +01:00
23,AT,STA.09.RINN,PM10,41.50799942,µg/m3,2013-04-30 00:00:00 +01:00
24,AT,STA.09.RINN,PM10,19.13699913,µg/m3,2013-06-15 00:00:00 +01:00
25,AT,STA.09.RINN,PM10,16.55299949,µg/m3,2013-06-10 00:00:00 +01:00
26,AT,STA.09.RINN,PM10,21.80100059,µg/m3,2013-12-02 00:00:00 +01:00
27,AT,STA.09.RINN,PM10,13.52900028,µg/m3,2013-06-23 00:00:00 +01:00
28,AT,STA.09.RINN,PM10,10.57999992,µg/m3,2013-05-25 00:00:00 +01:00
29,AT,STA.09.RINN,PM10,19.89900016,µg/m3,2013-05-24 00:00:00 +01:00
30,AT,STA.09.RINN,PM10,11.6459999,µg/m3,2013-05-29 00:00:00 +01:00
31,AT,STA.09.RINN,PM10,9.27999973,µg/m3,2013-06-04 00:00:00 +01:00
32,AT,STA.09.RINN,PM10,21.60700035,µg/m3,2013-05-07 00:00:00 +01:00
33,AT,STA.09.RINN,PM10,14.00300025,µg/m3,2013-07-21 00:00:00 +01:00
34,AT,STA.09.RINN,PM10,18.04299926,µg/m3,2013-12-24 00:00:00 +01:00
35,AT,STA.09.RINN,PM10,17.9319992,µg/m3,2013-07-31 00:00:00 +01:00
36,AT,STA.09.RINN,PM10,30.7159996,µg/m3,2013-08-04 00:00:00 +01:00
37,AT,STA.09.RINN,PM10,19.11000061,µg/m3,2013-08-01 00:00:00 +01:00
38,AT,STA.09.RINN,PM10,26.94499969,µg/m3,2013-08-02 00:00:00 +01:00
39,AT,STA.09.RINN,PM10,12.99100017,µg/m3,2013-09-15 00:00:00 +01:00
40,AT,STA.09.RINN,PM10,42.8030014,µg/m3,2013-11-17 00:00:00 +01:00
41,AT,STA.09.RINN,PM10,15.87199974,µg/m3,2013-11-06 00:00:00 +01:00
42,AT,STA.09.RINN,PM10,18.87800025,µg/m3,2013-09-29 00:00:00 +01:00
43,AT,STA.09.RINN,PM10,27.14999961,µg/m3,2013-10-05 00:00:00 +01:00
44,AT,STA.09.RINN,PM10,27.87299919,µg/m3,2013-10-28 00:00:00 +01:00
45,AT,STA.09.RINN,PM10,24.06599998,µg/m3,2013-10-26 00:00:00 +01:00
46,AT,STA.09.RINN,PM10,27.78100013,µg/m3,2013-10-24 00:00:00 +01:00
47,AT,STA.09.RINN,PM10,39.17900085,µg/m3,2013-10-21 00:00:00 +01:00
48,AT,STA.09.RINN,PM10,32.40299987,µg/m3,2013-10-23 00:00:00 +01:00
49,AT,STA.09.RINN,PM10,37.97000122,µg/m3,2013-10-22 00:00:00 +01:00
50,AT,STA.09.RINN,PM10,25.76799964,µg/m3,2013-12-10 00:00:00 +01:00
